武器,聖遺物セット,聖遺物メイン,バフキャラ,通常期待値,スキル期待値,攻撃力,防御力,バフ,会心ダメ期待値,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),247545,38203,1331.7,3121.648,2.27,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),247545,44722,1331.7,3121.648,2.27,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),ファントム+華館,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,247505,29756,1308,3581.947,2.15,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),ファントム+華館,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,247269,30602,1772.602,1915.15,2.616,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+華館,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,247269,30602,1772.602,1915.15,2.616,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
黎明の神剣,ファントム4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,247012,27647,1035,2740.448,1.816,3.3665,1.00:2.37,2.37,,0.30:1.00,0,0,1.6
霧切(完凸),華館4,攻撃%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,246779,32589,1772.602,3255.068,2.24,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,246673,30235,1308,2213.819,2.956,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,246673,30235,1308,2213.819,2.956,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,246588,30554,1308,2890.069,1.956,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心率,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,246588,30554,1308,2890.069,1.956,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,246507,25010,1487.46,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,246507,25010,1487.46,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,246507,30965,1487.46,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,246507,30965,1487.46,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),しめ縄+華館,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,246472,31550,1487.46,3026.348,2.466,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),華館+剣闘士,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,246472,31550,1487.46,3026.348,2.466,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),華館+残響,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,246472,31550,1487.46,3026.348,2.466,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
静水流転の輝き,華館4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,246272,32979,1176,3255.068,1.906,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
静水流転の輝き,華館4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,246225,32366,1176,2699.469,1.906,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,246062,30490,1308,3255.068,1.49,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,246062,30490,1308,3255.068,1.49,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),245985,42676,1176,4191.867,2.01,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
静水流転の輝き,しめ縄4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245582,27143,1331.7,2740.448,1.7,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
静水流転の輝き,残響4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245582,33070,1331.7,2740.448,1.7,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),華館4,攻撃%+攻撃%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245572,33658,2237.204,2143.87,2.24,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,攻撃%+攻撃%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245572,33658,2237.204,2143.87,2.24,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),245427,31220,1507.4,3255.068,1.68,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),245427,31220,1507.4,3255.068,1.68,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
静水流転の輝き,華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245405,33051,1176,3255.068,1.44,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),剣闘士4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245235,29305,1952.062,1629.25,2.816,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士4,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245235,29305,1952.062,1629.25,2.816,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム4,攻撃%+攻撃%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,245067,31874,2237.204,2184.849,2.15,3.0725,1.00:2.07,2.07,,0.43:0.73,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),244745,43046,1176,3636.268,2.01,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),244591,25917,1686.86,2740.448,1.94,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),244591,25917,1686.86,2740.448,1.94,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),244591,31575,1686.86,2740.448,1.94,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),244591,31575,1686.86,2740.448,1.94,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
静水流転の輝き,ファントム4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,244547,30563,1176,2740.448,1.816,3.293,1.00:2.29,2.29,,0.54:0.51,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,244520,27709,2531.86,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,244520,27709,2531.86,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,244520,34307,2531.86,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,244520,34307,2531.86,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,244199,26728,1331.7,1889.799,2.736,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,244199,26728,1331.7,1889.799,2.736,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,244199,30846,1331.7,1889.799,2.736,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,244199,30846,1331.7,1889.799,2.736,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+防御%,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),244080,41555,1176,3121.648,2.386,3.293,1.00:2.29,2.29,,0.54:0.51,0,0,1.6
有楽御簾切(効果二倍),ファントム4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,244077,30482,1579.09,1819.85,2.136,3.604,1.00:2.60,2.60,,0.70:0.20,0,0,1.6
有楽御簾切(効果二倍),ファントム4,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,244077,30482,1579.09,1819.85,2.136,3.604,1.00:2.60,2.60,,0.39:0.82,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,244035,29318,1176,2445.398,1.92,3.404,1.00:2.40,2.40,,0.60:0.40,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,244035,29318,1176,2445.398,1.92,3.404,1.00:2.40,2.40,,0.29:1.02,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),243989,43388,1176,3080.669,2.476,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,243478,28624,1176,1889.799,2.386,3.404,1.00:2.40,2.40,,0.60:0.40,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,243478,28624,1176,1889.799,2.386,3.404,1.00:2.40,2.40,,0.29:1.02,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,243455,30932,1579.09,2661.349,1.67,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),243444,40749,1176,3677.247,1.92,3.293,1.00:2.29,2.29,,0.54:0.51,0,0,1.6
霧切(完凸),ファントム4,攻撃%+岩バフ+攻撃%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,243244,31916,2237.204,1629.25,2.616,3.0725,1.00:2.07,2.07,,0.43:0.73,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),242774,37053,1487.46,2931.048,2.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),242774,37053,1487.46,2931.048,2.75,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),242774,42752,1487.46,2931.048,2.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),242774,42752,1487.46,2931.048,2.75,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),剣闘士4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242768,29604,1734.79,2375.449,2.336,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
霧切(完凸),しめ縄4,攻撃%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242648,27681,1952.062,2740.448,2.5,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),残響4,攻撃%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242648,32537,1952.062,2740.448,2.5,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
静水流転の輝き,しめ縄4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242645,27526,1331.7,2740.448,2.166,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
静水流転の輝き,残響4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242645,32520,1331.7,2740.448,2.166,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),しめ縄+華館,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242465,32151,1331.7,3216.948,1.52,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),華館+剣闘士,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242465,32151,1331.7,3216.948,1.52,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),華館+残響,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242465,32151,1331.7,3216.948,1.52,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),しめ縄+剣闘士,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242287,32474,1487.4,2931.048,1.52,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),しめ縄+残響,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242287,32474,1487.4,2931.048,1.52,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),剣闘士+残響,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,242287,32474,1487.4,2931.048,1.52,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,242276,33269,2352.4,3255.068,1.49,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,242276,33269,2352.4,3255.068,1.49,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),しめ縄+剣闘士,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241906,32402,1487.4,2931.048,1.986,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),しめ縄+残響,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241906,32402,1487.4,2931.048,1.986,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),剣闘士+残響,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241906,32402,1487.4,2931.048,1.986,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
黎明の神剣,しめ縄4,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241702,23835,1165.32,3296.047,1.7,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
黎明の神剣,残響4,防御%+防御%+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241702,29649,1165.32,3296.047,1.7,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),241700,40013,1308,2931.048,2.4,3.3835,1.00:2.38,2.38,,0.59:0.42,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),241700,40013,1308,2931.048,2.4,3.3835,1.00:2.38,2.38,,0.28:1.04,0,0,1.6
有楽御簾切(効果二倍),しめ縄+ファントム,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241622,30008,1331.7,2931.048,1.67,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),ファントム+剣闘士,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241622,30008,1331.7,2931.048,1.67,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),ファントム+残響,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241622,30008,1331.7,2931.048,1.67,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
霧切(完凸),しめ縄4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241431,28056,1952.062,2184.849,2.966,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),残響4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241431,32287,1952.062,2184.849,2.966,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),しめ縄+ファントム,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241410,29414,1487.46,2740.448,2.616,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),ファントム+剣闘士,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241410,29414,1487.46,2740.448,2.616,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),ファントム+残響,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241410,29414,1487.46,2740.448,2.616,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),しめ縄4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,241317,25317,1487.46,2375.449,2.216,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄4,防御%+岩バフ+会心率,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,241317,25317,1487.46,2375.449,2.216,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),残響4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,241317,30249,1487.46,2375.449,2.216,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),残響4,防御%+岩バフ+会心率,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,241317,30249,1487.46,2375.449,2.216,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),しめ縄+華館,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241224,31924,1952.062,1915.15,2.466,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄+華館,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241224,31924,1952.062,1915.15,2.466,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),華館+剣闘士,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241224,31924,1952.062,1915.15,2.466,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館+剣闘士,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241224,31924,1952.062,1915.15,2.466,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),華館+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241224,31924,1952.062,1915.15,2.466,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館+残響,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241224,31924,1952.062,1915.15,2.466,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+攻撃%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,241198,33844,1982.18,2334.47,1.76,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+岩バフ+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,241099,31117,1176,2960.018,2.476,2.501644,0.87:1.73,2.00,,0.62:0.35,0,0,1.6
有楽御簾切(効果二倍),しめ縄+華館,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240976,32620,1734.79,2105.75,1.986,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+剣闘士,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240976,32620,1734.79,2105.75,1.986,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240976,32620,1734.79,2105.75,1.986,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240940,30864,1579.09,2661.349,2.136,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
霧切(完凸),剣闘士4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,240846,29921,2531.86,2184.849,2.066,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,240846,29921,2531.86,2184.849,2.066,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),ファントム4,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240787,30368,1579.09,2375.449,1.67,3.604,1.00:2.60,2.60,,0.70:0.20,0,0,1.6
有楽御簾切(効果二倍),ファントム4,攻撃%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240787,30368,1579.09,2375.449,1.67,3.604,1.00:2.60,2.60,,0.39:0.82,0,0,1.6
黎明の神剣,しめ縄4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240738,23808,1165.32,2184.849,2.166,3.3175,1.00:2.32,2.32,,0.64:0.33,0,0,1.6
黎明の神剣,しめ縄4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240738,23808,1165.32,2184.849,2.166,3.3175,1.00:2.32,2.32,,0.33:0.95,0,0,1.6
黎明の神剣,残響4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240738,28538,1165.32,2184.849,2.166,3.3175,1.00:2.32,2.32,,0.64:0.33,0,0,1.6
黎明の神剣,残響4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240738,28538,1165.32,2184.849,2.166,3.3175,1.00:2.32,2.32,,0.33:0.95,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),240730,36455,1331.7,3677.247,2.27,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),240730,42676,1331.7,3677.247,2.27,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),しめ縄+剣闘士,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,240398,31715,1487.4,2375.449,1.986,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
