武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,バフ合計,バフ共通,元素バフ,バフ落下,パーティ元素,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
葦海の標(2),華館4,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),182284,5471.398,2573.727,1.906,0.3,1.606,0,Pyro:1、Geo:3、,0.97:1.94,2.00,,0.28:1.04,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),182284,5471.398,2573.727,1.906,0.3,1.606,0,Pyro:1、Geo:3、,0.97:1.94,2.00,,0.59:0.42,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),182229,5067.133,3297.621,2.1,1.05,0.9,0,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),182229,5067.133,3297.621,2.1,1.05,0.9,0,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+夜蘭(終焉、9秒平均),182207,4114.405,2365.987,2.206,0.49,1.366,0,Hydro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),182183,5207.469,2831.804,1.55,0.3,0.9,0,Electro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),182175,4282.442,2159.697,2.506,0.9,1.606,0,Hydro:1、Electro:1、Geo:2、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,182038,3764.924,2194.054,2.3,0.9,0.9,0,Hydro:1、Geo:3、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,ファントム4,防御%+防御%+防御%,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),181967,4872.648,2659.871,1.95,0.9,0.9,0,Hydro:1、Electro:1、Geo:2、,0.95:1.90,2.00,,0.54:0.52,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),181956,4385.529,2831.804,1.95,1.05,0.9,1,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),181443,4385.529,2831.804,1.95,1.05,0.9,1,Hydro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),181400,4282.442,2159.697,2.506,0.9,1.606,0,Hydro:1、Electro:1、Geo:2、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),181340,5583.862,3039.544,1.94,0.8,1.14,0,Pyro:1、Geo:3、,0.94:1.89,2.00,,0.31:0.99,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),181340,5583.862,3039.544,1.94,0.8,1.14,0,Pyro:1、Geo:3、,0.94:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,181264,3764.924,2194.054,2.3,0.9,0.9,0,Hydro:1、Geo:3、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),181229,4385.529,2831.804,2.566,1.05,1.366,0.25,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+夜蘭(終焉、9秒平均),180930,5041.251,3263.264,2.096,0.49,1.606,0,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),180775,4206.86,1728.237,2.616,0.9,1.366,0,Pyro:1、Hydro:1、Geo:2、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,180730,3215.26,1728.237,2.766,0.9,1.366,0,Hydro:1、Geo:3、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
螭龍の剣(完凸),剣闘士4,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),180647,4651.255,2142.267,2.516,0.8,1.366,0,Pyro:1、Geo:3、,0.94:1.89,2.00,,0.31:0.99,0,0,1.6
螭龍の剣(完凸),剣闘士4,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),180647,4651.255,2142.267,2.516,0.8,1.366,0,Pyro:1、Geo:3、,0.94:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+岩バフ+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),180638,5659.975,3071.504,1.816,0.3,1.366,0,Pyro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+剣闘士,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),180573,4940.651,2605.687,1.666,0.3,1.366,0,Electro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,華館+残響,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),180573,4940.651,2605.687,1.666,0.3,1.366,0,Electro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,180544,3336.994,1970.334,2.6,1.4,0.9,0,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.03:1.55,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,180544,3336.994,1970.334,2.6,1.4,0.9,0,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.34:0.93,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),180510,4322.194,1970.334,2.45,1.4,0.9,0,Pyro:1、Hydro:1、Geo:2、,1.00:2.05,2.05,,0.03:1.55,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),180510,4322.194,1970.334,2.45,1.4,0.9,0,Pyro:1、Hydro:1、Geo:2、,1.00:2.05,2.05,,0.34:0.93,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),180074,4756.524,2194.054,2.15,0.9,0.9,0,Pyro:1、Hydro:1、Geo:2、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,華館+剣闘士,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),180065,4940.651,2605.687,1.666,0.3,1.366,0,Electro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+残響,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),180065,4940.651,2605.687,1.666,0.3,1.366,0,Electro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),180006,4206.86,1728.237,2.616,0.9,1.366,0,Pyro:1、Hydro:1、Geo:2、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,179961,3215.26,1728.237,2.766,0.9,1.366,0,Hydro:1、Geo:3、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+夜蘭(終焉、9秒平均),179896,4664.069,2831.804,2.356,0.49,1.866,0,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館4,防御%+防御%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),179768,4832.106,2625.514,2.04,0.9,1.14,0,Hydro:1、Electro:1、Geo:2、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+雲菫,179756,3967.805,2365.987,1.766,0.3,0.966,0,Geo:4、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),179609,5218.039,3537.321,1.95,1.05,0.9,0.25,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館4,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),179404,6435.916,3729.081,1.44,0.3,1.14,0,Pyro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),179308,4756.524,2194.054,2.15,0.9,0.9,0,Pyro:1、Hydro:1、Geo:2、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),179290,5067.133,3297.621,2.05,1.05,1,0,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),179261,4959.405,2365.987,1.666,0.3,1.366,0.25,Pyro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),179261,4959.405,2365.987,1.666,0.3,1.366,0.25,Pyro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+雲菫,179249,3967.805,2365.987,1.766,0.3,0.966,0,Geo:4、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,179220,3366.166,1967.937,2.566,0.9,1.366,0,Hydro:1、Geo:3、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),179048,4657.805,2365.987,1.816,0.3,1.366,0,Electro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),179048,4657.805,2365.987,1.816,0.3,1.366,0,Electro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,華館+剣闘士,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),179046,4250.651,2605.687,2.016,1.05,0.966,0,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,華館+残響,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),179046,4250.651,2605.687,2.016,1.05,0.966,0,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,華館4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),179003,4832.106,2625.514,2.04,0.9,1.14,0,Hydro:1、Electro:1、Geo:2、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+夜蘭(終焉、9秒平均),178987,4265.311,2605.687,2.006,0.49,1.366,0,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心率,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+雲菫,178976,4517.469,2831.804,1.45,0.3,1,0,Geo:4、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),178836,3772.53,1504.517,2.916,1.4,1.366,0,Pyro:1、Hydro:1、Geo:2、,1.00:2.05,2.05,,0.03:1.55,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),178836,3772.53,1504.517,2.916,1.4,1.366,0,Pyro:1、Hydro:1、Geo:2、,1.00:2.05,2.05,,0.34:0.93,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),178830,3666.055,2142.267,3.416,1.55,1.866,0,Hydro:1、Geo:3、,0.94:1.89,2.00,,0.31:0.99,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),178830,3666.055,2142.267,3.416,1.55,1.866,0,Hydro:1、Geo:3、,0.94:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),178755,4959.405,2365.987,1.666,0.3,1.366,0.25,Pyro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),178755,4959.405,2365.987,1.666,0.3,1.366,0.25,Pyro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),178544,4657.805,2365.987,1.816,0.3,1.366,0,Electro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),178544,4657.805,2365.987,1.816,0.3,1.366,0,Electro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),178542,4250.651,2605.687,2.016,1.05,0.966,0,Hydro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+残響,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),178542,4250.651,2605.687,2.016,1.05,0.966,0,Hydro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),178524,4357.766,1967.937,2.416,0.9,1.366,0,Pyro:1、Hydro:1、Geo:2、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+夜蘭(終焉、9秒平均),178483,4265.311,2605.687,2.006,0.49,1.366,0,Hydro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心ダメージ,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+雲菫,178472,4517.469,2831.804,1.45,0.3,1,0,Geo:4、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,178457,3366.166,1967.937,2.566,0.9,1.366,0,Hydro:1、Geo:3、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),178296,4738.998,2573.727,2.406,0.8,1.606,0,Electro:1、Geo:3、,0.94:1.89,2.00,,0.31:0.99,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),178296,4738.998,2573.727,2.406,0.8,1.606,0,Electro:1、Geo:3、,0.94:1.89,2.00,,0.62:0.37,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+夜蘭(終焉、9秒平均),178257,4664.069,2831.804,1.74,0.49,0.9,0,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),178143,4935.193,3297.621,2.1,1.05,0.9,0.25,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),178109,4517.469,2831.804,2.416,1.05,1.366,0.25,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),178109,4517.469,2831.804,2.416,1.05,1.366,0.25,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),178044,5207.469,2831.804,2.016,0.3,1.366,0,Electro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,178036,3915.83,2433.754,2.1,0.9,0.9,0,Hydro:1、Geo:3、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),177913,4454.924,2194.054,2.3,0.9,1.4,0,Hydro:1、Electro:1、Geo:2、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+防御%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,177862,4142.106,2625.514,2.656,0.9,1.606,0,Hydro:1、Geo:3、,0.77:1.54,2.00,,0.72:0.16,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,177818,4756.524,2194.054,1.7,0.15,1.4,0,Pyro:1、Geo:3、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),177764,4357.766,1967.937,2.416,0.9,1.366,0,Pyro:1、Hydro:1、Geo:2、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+夜蘭(終焉、9秒平均),177755,4664.069,2831.804,1.74,0.49,0.9,0,Hydro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+防御%+会心率,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),177740,4668.375,3071.504,1.7,1.05,0.5,0,Hydro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,華館4,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),177499,5444.315,3729.081,1.79,1.05,0.74,0,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上),177328,5757.133,3297.621,1.7,0.3,1.4,0,Electro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士+残響,防御%+防御%+防御%,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),177300,5199.073,3297.621,1.95,1.05,0.9,0,Hydro:1、Geo:3、,0.85:1.78,2.10,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,177279,3915.83,2433.754,2.1,0.9,0.9,0,Hydro:1、Geo:3、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+防御%+会心ダメージ,ゴロー(6凸)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),177239,4668.375,3071.504,1.7,1.05,0.5,0,Hydro:1、Geo:3、,0.85:2.40,2.83,,0.80:0.00,0,0,1.6
葦海の標(2),ファントム4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),177223,4209.73,1504.517,2.416,0.9,1.366,0,Pyro:1、Hydro:1、Geo:2、,1.00:2.10,2.10,,0.31:0.98,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),177156,4454.924,2194.054,2.3,0.9,1.4,0,Hydro:1、Electro:1、Geo:2、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
葦海の標(2),ファントム4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),177109,4209.73,1504.517,2.416,0.9,1.366,0,Pyro:1、Hydro:1、Geo:2、,1.00:2.10,2.10,,0.00:1.60,0,0,1.6
葦海の標(2),剣闘士4,防御%+岩バフ+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),177075,4101.295,2142.267,2.766,1.05,1.366,0,Hydro:1、Geo:3、,0.97:1.94,2.00,,0.28:1.04,0,0,1.6
葦海の標(2),剣闘士4,防御%+岩バフ+会心ダメージ,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),177075,4101.295,2142.267,2.766,1.05,1.366,0,Hydro:1、Geo:3、,0.97:1.94,2.00,,0.59:0.42,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,177062,4756.524,2194.054,1.7,0.15,1.4,0,Pyro:1、Geo:3、,0.85:2.00,2.36,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,176995,4206.86,1728.237,2.016,0.15,1.366,0,Pyro:1、Geo:3、,0.93:1.85,2.00,,0.57:0.47,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+防御%+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),176963,5509.069,2831.804,1.35,0.3,0.9,0,Pyro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+防御%+会心率,ゴロー(6凸)+シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族),176963,5509.069,2831.804,1.35,0.3,0.9,0,Pyro:1、Geo:3、,1.00:2.05,2.05,,0.67:0.27,0,0,1.6
