武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,バフ合計,バフ共通,元素バフ,バフ落下,パーティ元素,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
葦海の標(2),残響+長き夜の誓い,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),111323,3348.75,1504.517,2.796,0.9,1.366,0.53,Hydro:1、Geo:2、Anemo:1、,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),111322,3229.92,1728.237,2.586,0.34,0.966,1.28,Hydro:1、Geo:2、Anemo:1、,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,111263,3083.32,1728.237,2.396,0.15,0.966,1.28,Geo:3、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),111189,4118.71,2605.687,1.796,0.3,0.966,0.53,Geo:3、Anemo:1、,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),111155,3229.92,1728.237,2.586,0.34,0.966,1.28,Hydro:1、Geo:2、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),111098,3050.986,1504.517,3.466,0.9,0.966,1.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),111098,3050.986,1504.517,3.466,0.9,0.966,1.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),111033,2787.33,1504.517,3.296,1.4,1.366,0.53,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),111033,2787.33,1504.517,3.296,1.4,1.366,0.53,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110963,3592.442,2159.697,2.386,0.9,1.206,0.28,Hydro:1、Geo:2、Anemo:1、,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110943,3187.066,1504.517,3.366,0.9,1.866,0.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110943,3187.066,1504.517,3.366,0.9,1.866,0.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
赤角石塵滅砕,華館4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110797,3592.442,2159.697,2.386,0.9,1.206,0.28,Hydro:1、Geo:2、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
葦海の標(2),華館4,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110793,4263.717,2401.794,2.32,0.9,1.14,0.28,Hydro:1、Geo:2、Anemo:1、,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
葦海の標(2),華館4,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110793,4263.717,2401.794,2.32,0.9,1.14,0.28,Hydro:1、Geo:2、Anemo:1、,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
赤角石塵滅砕,ファントム4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110458,3083.32,1728.237,2.146,0.9,0.966,0.28,Hydro:1、Geo:2、Anemo:1、,1.00:2.27,2.27,,0.67:0.27,0,0,1.6
赤角石塵滅砕,ファントム4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110458,3083.32,1728.237,2.146,0.9,0.966,0.28,Hydro:1、Geo:2、Anemo:1、,1.00:2.27,2.27,,0.36:0.89,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),110409,3361.86,1728.237,2.486,0.34,1.866,0.28,Hydro:1、Geo:2、Anemo:1、,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,110392,3539.875,2142.267,2.546,0.8,0.466,1.28,Geo:3、Anemo:1、,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,110392,3539.875,2142.267,2.546,0.8,0.466,1.28,Geo:3、Anemo:1、,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110350,3560.109,1935.977,3.106,0.9,1.606,0.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110350,3560.109,1935.977,3.106,0.9,1.606,0.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
実りの鈎鉈(5),ファントム4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110346,3050.986,1504.517,2.466,0.9,0.966,0.6,Hydro:1、Geo:2、Anemo:1、,1.00:1.99,2.00,,0.53:0.55,0,0,1.6
実りの鈎鉈(5),ファントム4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110346,3050.986,1504.517,2.466,0.9,0.966,0.6,Hydro:1、Geo:2、Anemo:1、,1.00:1.99,2.00,,0.21:1.17,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+防御%,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110269,3632.984,2194.054,3.146,0.9,0.966,1.28,Hydro:1、Geo:2、Anemo:1、,0.80:1.60,2.00,,0.69:0.22,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110245,3336.994,1970.334,2.18,1.4,0.5,0.28,Hydro:1、Geo:2、Anemo:1、,1.00:2.11,2.11,,0.31:0.99,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),110244,3361.86,1728.237,2.486,0.34,1.866,0.28,Hydro:1、Geo:2、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
裁断,ファントム4,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110226,3673.994,1970.334,2.08,0.9,0.9,0.28,Hydro:1、Geo:2、Anemo:1、,1.00:2.05,2.05,,0.34:0.93,0,0,1.6
裁断,ファントム4,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110226,3673.994,1970.334,2.08,0.9,0.9,0.28,Hydro:1、Geo:2、Anemo:1、,1.00:2.05,2.05,,0.02:1.55,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+防御%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110170,4304.258,2436.151,3.08,0.9,0.9,1.28,Hydro:1、Geo:2、Anemo:1、,0.75:1.49,2.00,,0.30:0.99,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩2)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110126,3539.875,2142.267,3.146,1.4,0.466,1.28,Hydro:1、Geo:2、Anemo:1、,0.92:1.85,2.00,,0.54:0.53,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,ゴロー(6凸、岩2)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110126,3539.875,2142.267,3.146,1.4,0.466,1.28,Hydro:1、Geo:2、Anemo:1、,0.92:1.85,2.00,,0.23:1.15,0,0,1.6
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110007,3463.174,1970.334,2.83,1.4,0.9,0.53,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110007,3463.174,1970.334,2.83,1.4,0.9,0.53,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110007,3463.174,1970.334,2.83,1.4,0.9,0.53,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),110007,3463.174,1970.334,2.83,1.4,0.9,0.53,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),ファントム4,防御%+防御%+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109997,3336.994,1970.334,2.18,1.4,0.5,0.28,Hydro:1、Geo:2、Anemo:1、,1.00:2.10,2.10,,0.00:1.60,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109833,3215.26,1728.237,2.546,0.9,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109833,3215.26,1728.237,2.546,0.9,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109833,3215.26,1728.237,2.546,0.9,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+防御%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109771,3632.984,2194.054,2.33,0.9,0.9,0.53,Hydro:1、Geo:2、Anemo:1、,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109747,3539.875,2142.267,2.296,0.8,0.966,0.53,Geo:3、Anemo:1、,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109747,3539.875,2142.267,2.296,0.8,0.966,0.53,Geo:3、Anemo:1、,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),109674,3202.186,1504.517,3.306,0.34,1.366,1.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),109674,3202.186,1504.517,3.306,0.34,1.366,1.6,Hydro:1、Geo:2、Anemo:1、,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109668,3215.26,1728.237,2.546,0.9,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109668,3215.26,1728.237,2.546,0.9,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109668,3215.26,1728.237,2.546,0.9,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109664,3939.611,2142.267,2.366,0.3,1.466,0.6,Geo:3、Anemo:1、,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),残響4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109662,3939.611,2142.267,2.366,0.3,1.466,0.6,Geo:3、Anemo:1、,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+防御%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109661,3764.924,2194.054,3.046,0.9,1.866,0.28,Hydro:1、Geo:2、Anemo:1、,0.80:1.60,2.00,,0.69:0.22,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+防御%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109606,3632.984,2194.054,2.33,0.9,0.9,0.53,Hydro:1、Geo:2、Anemo:1、,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109443,3070.176,1744.217,3.046,1.4,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109443,3070.176,1744.217,3.046,1.4,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109383,2913.51,1504.517,3.146,1.4,1.466,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109383,2913.51,1504.517,3.146,1.4,1.466,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109242,4466.598,2573.727,1.786,0.3,1.206,0.28,Geo:3、Anemo:1、,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),109242,4466.598,2573.727,1.786,0.3,1.206,0.28,Geo:3、Anemo:1、,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,108925,3835.865,2365.987,2.046,0.3,0.466,1.28,Geo:3、Anemo:1、,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108922,3967.805,2365.987,1.796,0.3,0.966,0.53,Geo:3、Anemo:1、,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,残響+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108922,3967.805,2365.987,1.796,0.3,0.966,0.53,Geo:3、Anemo:1、,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108918,3039.69,1504.517,3.046,1.4,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108918,3039.69,1504.517,3.046,1.4,1.366,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
葦海の標(2),ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108910,3204.93,1504.517,2.796,0.9,1.366,0.53,Hydro:1、Geo:2、Anemo:1、,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
葦海の標(2),ファントム+長き夜の誓い,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108910,3204.93,1504.517,2.796,0.9,1.366,0.53,Hydro:1、Geo:2、Anemo:1、,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,108882,2787.33,1504.517,2.896,0.65,0.966,1.28,Geo:3、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,108882,2787.33,1504.517,2.896,0.65,0.966,1.28,Geo:3、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108869,3124.33,1504.517,3.146,0.9,0.966,1.28,Hydro:1、Geo:2、Anemo:1、,0.85:1.69,2.00,,0.52:0.57,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108869,3124.33,1504.517,3.146,0.9,0.966,1.28,Hydro:1、Geo:2、Anemo:1、,0.85:1.69,2.00,,0.20:1.19,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108858,3296.453,1935.977,2.886,1.4,1.206,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108858,3296.453,1935.977,2.886,1.4,1.206,0.28,Hydro:1、Geo:2、Anemo:1、,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
裁断,残響4,防御%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108824,3280.03,1504.517,3.046,0.9,1.866,0.28,Hydro:1、Geo:2、Anemo:1、,0.85:1.69,2.00,,0.52:0.57,0,0,1.6
裁断,残響4,防御%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108824,3280.03,1504.517,3.046,0.9,1.866,0.28,Hydro:1、Geo:2、Anemo:1、,0.85:1.69,2.00,,0.20:1.19,0,0,1.6
葦海の標(2),ファントム4,防御%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108783,3204.93,1504.517,2.146,0.9,0.966,0.28,Hydro:1、Geo:2、Anemo:1、,1.00:2.16,2.16,,0.28:1.04,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108550,4118.71,2605.687,1.796,0.3,0.966,0.53,Geo:3、Anemo:1、,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108466,4598.662,3039.544,1.82,0.8,0.74,0.28,Geo:3、Anemo:1、,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心率,ゴロー(6凸、岩3)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),108466,4598.662,3039.544,1.82,0.8,0.74,0.28,Geo:3、Anemo:1、,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
