武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,倍率,加算,バフ合計,バフ共通,雷バフ,バフ落下,耐性ダウン,パーティ元素,熟知,率ダメ,サブステ,スコア
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),113545.1,3069.34,7.32,0,2.45,1.05,0.4,1,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.74:1.62,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),113466.7,2589.36,7.32,6400,1.83,0.9,0.4,0.53,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),113438,1629.4,7.32,6400,2.846,0.7,0.866,1.28,0,Pyro:1、Electro:1、Anemo:2、,187,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心ダメージ,マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),113434.8,2589.36,7.32,6400,1.78,0.85,0.4,0.53,0,Pyro:1、Electro:1、Anemo:2、,0,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),113426,2589.36,7.32,6400,1.73,1.2,0,0.53,0,Hydro:1、Electro:1、Anemo:2、,0,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,ナヒーダ(深林4)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),113414.3,2109.38,7.32,6400,2.546,0.4,0.866,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,ナヒーダ(深林以外)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),113414.3,2109.38,7.32,6400,2.546,0.4,0.866,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,黒曜の秘典4,元素熟知+雷バフ+攻撃%,マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),113345,2109.38,7.32,6400,1.996,0.85,0.866,0.28,0,Pyro:1、Electro:1、Anemo:2、,187,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+攻撃%+攻撃%,マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),113336.2,2589.36,7.32,6400,2.38,0.7,0.4,1.28,0,Pyro:1、Electro:1、Anemo:2、,187,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,元素熟知+雷バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),113232.5,2109.38,7.32,6400,2.046,0.9,0.866,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,187,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林4)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),113089.6,3279.36,7.32,6400,1.68,0,0.4,1.28,0,Electro:2、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林以外)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),113089.6,3279.36,7.32,6400,1.68,0,0.4,1.28,0,Electro:2、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),113012.6,2589.36,7.32,6400,2.43,0.75,0.4,1.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,187,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112998.6,2589.36,7.32,6400,1.98,1.3,0.4,0.28,0,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,1.00:2.32,0.46:0.08,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ(フル)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112998.6,2589.36,7.32,6400,1.98,1.3,0.4,0.28,0,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,1.00:2.32,0.15:0.70,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112914.3,1629.4,7.32,6400,2.896,0.75,0.866,1.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,187,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),112892.7,3069.34,7.32,0,1.6,1.2,0.4,0,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.98:1.95,0.33:0.33,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),112852.3,2799.38,7.32,6400,1.196,0.45,0.466,0.28,0,Electro:2、Anemo:2、,0,1.00:2.32,0.46:0.08,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),112852.2,2799.38,7.32,6400,1.196,0.45,0.466,0.28,0,Electro:2、Anemo:2、,0,1.00:2.32,0.15:0.70,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,フリーナ(フル)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112735.6,2589.36,7.32,6400,3.296,1.15,0.866,1.28,0,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,フリーナ(フル)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112561.3,2109.38,7.32,6400,2.446,1.3,0.866,0.28,0,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,1.00:2.32,0.46:0.08,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,フリーナ(フル)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112561.3,2109.38,7.32,6400,2.446,1.3,0.866,0.28,0,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,1.00:2.32,0.15:0.70,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,ナヒーダ(深林4)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112388,2589.36,7.32,6400,2.08,0.4,0.4,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,ナヒーダ(深林以外)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),112388,2589.36,7.32,6400,2.08,0.4,0.4,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),112337.7,2109.38,7.32,6400,2.196,1.2,0.466,0.53,0,Hydro:1、Electro:1、Anemo:2、,0,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),112308.4,2589.36,7.32,0,2.066,1.2,0.866,0,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.98:1.95,0.33:0.33,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林4)+万葉(翠緑4),112109.1,3279.36,7.32,0,1.7,0.3,0.4,1,0,Electro:2、Anemo:1、Dendro:1、,200,0.74:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林以外)+万葉(翠緑4),112109.1,3279.36,7.32,0,1.7,0.3,0.4,1,0,Electro:2、Anemo:1、Dendro:1、,200,0.74:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111963.3,1629.4,7.32,6400,2.796,1.05,0.466,1.28,0,Hydro:1、Electro:1、Anemo:2、,187,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+マーヴィカ(灰燼以外、戦意200時)+万葉(翠緑4),111945.4,2799.38,7.32,0,2.566,0.7,0.866,1,0,Pyro:1、Electro:2、Anemo:1、,0,0.74:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+マーヴィカ(灰燼4、戦意200時)+万葉(翠緑4),111945.4,2799.38,7.32,0,2.566,0.7,0.866,1,0,Pyro:1、Electro:2、Anemo:1、,0,0.74:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,ナヒーダ(深林4)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111815.1,2109.38,7.32,6400,2.496,0.75,0.466,1.28,0,Hydro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,ナヒーダ(深林以外)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111815.1,2109.38,7.32,6400,2.496,0.75,0.466,1.28,0,Hydro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+攻撃%+攻撃%,フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111659.6,2589.36,7.32,6400,2.33,1.05,0,1.28,0,Hydro:1、Electro:1、Anemo:2、,187,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111657.3,2799.38,7.32,6400,1.58,0.3,0,1.28,0,Electro:2、Anemo:2、,187,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111634.7,2799.38,7.32,6400,2.296,0.9,0.866,0.53,0,Hydro:1、Electro:2、Anemo:1、,0,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111624.8,3279.36,7.32,6400,1.28,0,0,1.28,0,Electro:2、Geo:1、Anemo:1、,0,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111591.4,3279.36,7.32,6400,2.546,0.4,0.866,1.28,0,Pyro:1、Electro:2、Anemo:1、,0,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼以外、爆発lv10)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111591.4,3279.36,7.32,6400,2.546,0.4,0.866,1.28,0,Pyro:1、Electro:2、Anemo:1、,0,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル),111540.8,2799.38,7.32,0,2.616,0.75,0.866,1,0,Hydro:1、Electro:2、Geo:1、,0,0.74:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+フリーナ(フル),111540.8,2799.38,7.32,0,2.616,0.75,0.866,1,0,Hydro:1、Electro:2、Geo:1、,0,0.74:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111529.2,2589.36,7.32,6400,2.43,1.15,0,1.28,0,Pyro:1、Hydro:1、Electro:1、Anemo:1、,0,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心率,ナヒーダ(深林4)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111503,1629.4,7.32,6400,2.046,0.3,0.466,1.28,0,Electro:1、Anemo:2、Dendro:1、,387,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心率,ナヒーダ(深林以外)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111503,1629.4,7.32,6400,2.046,0.3,0.466,1.28,0,Electro:1、Anemo:2、Dendro:1、,387,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,黒曜の秘典4,元素熟知+雷バフ+攻撃%,フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111453.4,2109.38,7.32,6400,1.946,1.2,0.466,0.28,0,Hydro:1、Electro:1、Anemo:2、,187,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111394.6,2589.36,7.32,6400,1.73,1.2,0,0.53,0,Hydro:1、Electro:1、Anemo:2、,0,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,ナヒーダ(深林4)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111383.2,2109.38,7.32,6400,2.546,0.4,0.866,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,ナヒーダ(深林以外)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111383.2,2109.38,7.32,6400,2.546,0.4,0.866,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,元素熟知+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111338.1,2589.36,7.32,6400,1.58,0.9,0.4,0.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,187,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+万葉(翠緑4),111327.9,3279.36,7.32,0,2.166,0.3,0.866,1,0,Electro:2、Geo:1、Anemo:1、,0,0.74:1.62,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111122.8,3279.36,7.32,6400,1.696,0.55,0.866,0.28,0,Pyro:1、Electro:2、Anemo:1、,0,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼以外、爆発lv10)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111122.8,3279.36,7.32,6400,1.696,0.55,0.866,0.28,0,Pyro:1、Electro:2、Anemo:1、,0,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,黒曜の秘典4,元素熟知+攻撃%+攻撃%,マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111112.7,2589.36,7.32,6400,1.53,0.85,0.4,0.28,0,Pyro:1、Electro:1、Anemo:2、,187,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+攻撃%,マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑4),111090.9,2109.38,7.32,6400,2.846,0.7,0.866,1.28,0,Pyro:1、Electro:1、Anemo:2、,187,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,元素熟知+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),111041.1,2799.38,7.32,6400,2.046,0.9,0.866,0.28,0,Hydro:1、Electro:2、Anemo:1、,187,1.00:2.01,0.30:0.39,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110638.6,2109.38,7.32,6400,2.146,0.4,0.466,1.28,0,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110578,2109.38,7.32,6400,2.896,0.75,0.866,1.28,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,187,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110568.1,2109.38,7.32,6400,1.696,0.55,0.866,0.28,0,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.32,0.46:0.08,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110568.1,2109.38,7.32,6400,1.696,0.55,0.866,0.28,0,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.32,0.15:0.70,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110568.1,2109.38,7.32,6400,1.696,0.55,0.866,0.28,0,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.32,0.46:0.08,1
ヴィヴィッド・ハート,黒曜の秘典4,攻撃%+雷バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110568.1,2109.38,7.32,6400,1.696,0.55,0.866,0.28,0,Pyro:1、Electro:1、Geo:1、Anemo:1、,0,1.00:2.32,0.15:0.70,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,ナヒーダ(深林4)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110563.6,2589.36,7.32,6400,2.03,0.75,0,1.28,0,Hydro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,ナヒーダ(深林以外)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110563.6,2589.36,7.32,6400,2.03,0.75,0,1.28,0,Hydro:1、Electro:1、Anemo:1、Dendro:1、,200,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林4)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110506.2,2319.4,7.32,6400,2.146,0,0.866,1.28,0,Electro:2、Anemo:1、Dendro:1、,387,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ナヒーダ(深林以外)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110506.2,2319.4,7.32,6400,2.146,0,0.866,1.28,0,Electro:2、Anemo:1、Dendro:1、,387,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,ナヒーダ(深林4)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110375.3,2589.36,7.32,6400,2.08,0.4,0.4,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心ダメージ,ナヒーダ(深林以外)+マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110375.3,2589.36,7.32,6400,2.08,0.4,0.4,1.28,0,Pyro:1、Electro:1、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110351,3279.36,7.32,6400,1.83,0.9,0.4,0.53,0,Hydro:1、Electro:2、Anemo:1、,0,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,黒曜の秘典+長き夜の誓い,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110244,2799.38,7.32,6400,1.546,0.15,0.866,0.53,0,Electro:2、Geo:1、Anemo:1、,0,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),110026.3,2109.38,7.32,0,2.916,1.05,0.866,1,0,Hydro:1、Electro:1、Geo:1、Anemo:1、,0,0.93:1.86,0.38:0.24,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼以外、爆発lv10)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),110017.9,3279.36,7.32,6400,2.496,0.75,0.466,1.28,0,Hydro:1、Electro:2、Anemo:1、,0,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,元素熟知+雷バフ+攻撃%,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),109940.4,2799.38,7.32,6400,2.146,0,0.866,1.28,0,Electro:2、Geo:1、Anemo:1、,187,0.80:1.62,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ)+万葉(翠緑以外),109903.4,2589.36,7.32,6400,2.38,0.7,0.4,1.28,0,Pyro:1、Electro:1、Anemo:2、,0,0.96:1.92,0.35:0.30,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,ナヒーダ(深林4)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),109812.6,2109.38,7.32,6400,2.496,0.75,0.466,1.28,0,Hydro:1、Electro:1、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
ヴィヴィッド・ハート,長き夜の誓い4,攻撃%+雷バフ+会心ダメージ,ナヒーダ(深林以外)+フリーナ(フル)+閑雲(鶴鳴の余韻、灰燼+絶縁、メイン原チャ),109812.6,2109.38,7.32,6400,2.496,0.75,0.466,1.28,0,Hydro:1、Electro:1、Anemo:1、Dendro:1、,200,0.80:2.24,0.50:0.00,1
