武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ通常,耐性ダウン,パーティ元素,熟知,率ダメ,サブステ,スコア
裁断,残響4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),241885,4400,0,1.91,0.55,0,0.4,0,Pyro:2、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,残響4,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),241885,4400,0,1.91,0.55,0,0.4,0,Pyro:2、Geo:2、,0,0.76:1.52,0.18:0.64,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),241840,3696,0,2.206,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.82:1.63,0.44:0.13,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),241840,3696,0,2.206,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.82:1.63,0.13:0.75,1
裁断,辰砂4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),241721,4636,0,1.76,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,辰砂4,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),241721,4636,0,1.76,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
裁断,劇団4(表),攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),241482,4216,0,2.776,0.55,0.4,0.4,0,Pyro:2、Geo:2、,0,0.61:1.21,0.34:0.33,1
裁断,辰砂4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),241158,3586,0,2.56,1.3,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,辰砂4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),241158,3586,0,2.56,1.3,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
螭龍の剣(R5),劇団4(表),攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),240772,3554,0,2.45,1.05,0.4,0.4,0,Pyro:2、Geo:2、,0,0.79:1.58,0.46:0.07,1
螭龍の剣(R5),劇団4(表),攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),240772,3554,0,2.45,1.05,0.4,0.4,0,Pyro:2、Geo:2、,0,0.79:1.58,0.15:0.70,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240719,3504,0,2.366,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.44:0.13,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240719,3504,0,2.366,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.13:0.75,1
裁断,劇団+残響,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240695,3666,0,2.476,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,劇団+残響,攻撃%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240695,3666,0,2.476,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
裁断,劇団+辰砂,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240695,3666,0,2.476,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,劇団+辰砂,攻撃%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240695,3666,0,2.476,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
葦海の標(1_スキル命中or被ダメ),ファントム4,攻撃%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240671,3331,0,1.866,0.9,0,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,1.00:1.88,0.00:1.00,1
螭龍の剣(R5),残響+辰砂,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240133,3247,0,2.766,1.4,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.58,0.46:0.07,1
螭龍の剣(R5),残響+辰砂,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),240133,3247,0,2.766,1.4,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.58,0.15:0.70,1
裁断,辰砂4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),239918,3791,0,2.35,1.09,0.4,0.4,0,Hydro:2、Geo:2、,100,0.76:1.52,0.49:0.02,1
裁断,辰砂4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),239918,3791,0,2.35,1.09,0.4,0.4,0,Hydro:2、Geo:2、,100,0.76:1.52,0.18:0.64,1
裁断,残響4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),239910,3299,0,2.85,1.09,0.4,0.4,0,Hydro:2、Geo:2、,100,0.76:1.52,0.49:0.02,1
裁断,残響4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),239910,3299,0,2.85,1.09,0.4,0.4,0,Hydro:2、Geo:2、,100,0.76:1.52,0.18:0.64,1
裁断,ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),239465,4437,0,1.76,0.9,0,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.57,0.16:0.69,1
裁断,劇団+残響,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),239094,4622,0,2.41,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.61:1.21,0.34:0.33,1
裁断,劇団+辰砂,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),239094,4622,0,2.41,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.61:1.21,0.34:0.33,1
葦海の標(1_スキル命中or被ダメ),ファントム+劇団,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),239047,3331,0,2.516,0.9,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.44:0.13,1
葦海の標(1_スキル命中or被ダメ),ファントム+劇団,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),239047,3331,0,2.516,0.9,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.13:0.75,1
裁断,辰砂4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),238827,3313,0,2.816,1.09,0.4,0.4,0,Hydro:2、Geo:2、,100,0.76:1.52,0.49:0.02,1
裁断,辰砂4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),238827,3313,0,2.816,1.09,0.4,0.4,0,Hydro:2、Geo:2、,100,0.76:1.52,0.18:0.64,1
末路(R2),残響4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),238681,4476,0,2.3,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.65:1.30,0.29:0.42,1
裁断,残響4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+鍾離,238626,3460,0,2.376,0.15,0.4,0.4,-0.2,Pyro:1、Geo:3、,0,0.76:1.52,0.49:0.02,1
裁断,残響4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+鍾離,238626,3460,0,2.376,0.15,0.4,0.4,-0.2,Pyro:1、Geo:3、,0,0.76:1.52,0.18:0.64,1
裁断,劇団4(表),攻撃%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),238351,3737,0,2.376,0.55,0,0.4,0,Pyro:2、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,劇団4(表),攻撃%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),238351,3737,0,2.376,0.55,0,0.4,0,Pyro:2、Geo:2、,0,0.76:1.52,0.18:0.64,1
螭龍の剣(R5),劇団+残響,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),238100,3308,0,2.666,1.05,0.4,0.4,0,Pyro:2、Geo:2、,0,0.79:1.58,0.46:0.07,1
螭龍の剣(R5),劇団+残響,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),238100,3308,0,2.666,1.05,0.4,0.4,0,Pyro:2、Geo:2、,0,0.79:1.58,0.15:0.70,1
螭龍の剣(R5),劇団+辰砂,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),238100,3308,0,2.666,1.05,0.4,0.4,0,Pyro:2、Geo:2、,0,0.79:1.58,0.46:0.07,1
螭龍の剣(R5),劇団+辰砂,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),238100,3308,0,2.666,1.05,0.4,0.4,0,Pyro:2、Geo:2、,0,0.79:1.58,0.15:0.70,1
裁断,残響+辰砂,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),238098,4328,0,2.626,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.61:1.21,0.34:0.33,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),237917,4399,0,2.3,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.66:1.32,0.28:0.44,1
螭龍の剣(R5),残響4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),237561,3264,0,2.706,0.84,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.79:1.58,0.46:0.07,1
螭龍の剣(R5),残響4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),237561,3264,0,2.706,0.84,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.79:1.58,0.15:0.70,1
裁断,ファントム4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),237333,2431,0,3.026,1.3,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.94:1.88,0.31:0.38,1
裁断,ファントム4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),237333,2431,0,3.026,1.3,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.94:1.88,0.00:1.00,1
裁断,残響4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),237258,3094,0,3.06,1.3,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,残響4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),237258,3094,0,3.06,1.3,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
末路(R2),辰砂4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),236931,4489,0,2.266,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.65:1.30,0.29:0.42,1
葦海の標(1_スキル命中or被ダメ),ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),236848,3779,0,1.4,0.9,0,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,1.00:1.99,0.26:0.49,1
螭龍の剣(R5),残響+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),236448,3649,0,2.3,1.4,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.58,0.46:0.07,1
螭龍の剣(R5),残響+辰砂,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),236448,3649,0,2.3,1.4,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.58,0.15:0.70,1
裁断,辰砂4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),236364,3108,0,3.026,1.3,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,辰砂4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),236364,3108,0,3.026,1.3,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
葦海の標(1_スキル命中or被ダメ),辰砂4,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),236185,4412,0,2.266,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.66:1.32,0.28:0.44,1
末路(R2),残響4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),236021,4476,0,2.3,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.51,0.50:0.00,1
裁断,ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),235769,3387,0,2.56,1.3,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.57,0.16:0.69,1
裁断,劇団4(表),攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),235689,4694,0,2.31,0.55,0.4,0.4,0,Pyro:2、Geo:2、,0,0.61:1.21,0.34:0.33,1
葦海の標(1_スキル命中or被ダメ),残響+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235680,4124,0,1.8,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.44:0.13,1
葦海の標(1_スキル命中or被ダメ),残響+辰砂,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235680,4124,0,1.8,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.13:0.75,1
末路(R2),残響4,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),235624,4268,0,2.416,0.55,0.4,0.4,0,Pyro:2、Geo:2、,0,0.65:1.30,0.29:0.42,1
裁断,劇団+残響,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235613,4144,0,2.01,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,劇団+残響,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235613,4144,0,2.01,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
裁断,劇団+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235613,4144,0,2.01,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,劇団+辰砂,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235613,4144,0,2.01,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
裁断,劇団+残響,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),235373,4400,0,2.526,0.55,0.4,0.4,0,Pyro:2、Geo:2、,0,0.61:1.21,0.34:0.33,1
裁断,劇団+辰砂,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),235373,4400,0,2.526,0.55,0.4,0.4,0,Pyro:2、Geo:2、,0,0.61:1.21,0.34:0.33,1
裁断,ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),235303,3592,0,2.35,1.09,0.4,0.55,0,Hydro:2、Geo:2、,100,0.79:1.57,0.16:0.69,1
裁断,残響4,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),235268,4349,0,2.566,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.61:1.21,0.34:0.33,1
葦海の標(1_スキル命中or被ダメ),ファントム+劇団,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235211,3779,0,2.05,0.9,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.44:0.13,1
葦海の標(1_スキル命中or被ダメ),ファントム+劇団,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235211,3779,0,2.05,0.9,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.13:0.75,1
末路(R2),ファントム4,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),235091,4303,0,2.266,0.9,0.4,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.68:1.35,0.27:0.47,1
螭龍の剣(R5),残響4,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234994,3494,0,3.266,1.4,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.63:1.27,0.31:0.38,1
裁断,残響+辰砂,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),234886,4055,0,2.066,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.76:1.52,0.49:0.02,1
裁断,残響+辰砂,攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),234886,4055,0,2.066,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.76:1.52,0.18:0.64,1
螭龍の剣(R5),残響4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234730,3092,0,2.866,1.4,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.58,0.46:0.07,1
螭龍の剣(R5),残響4,攻撃%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234730,3092,0,2.866,1.4,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.79:1.58,0.15:0.70,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+岩バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),234671,4192,0,2.416,0.55,0.4,0.4,0,Pyro:2、Geo:2、,0,0.66:1.32,0.28:0.44,1
末路(R2),劇団4(表),攻撃%+岩バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234643,3856,0,2.766,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.65:1.30,0.29:0.42,1
裁断,残響+辰砂,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234638,3850,0,2.226,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,残響+辰砂,攻撃%+岩バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234638,3850,0,2.226,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.76:1.52,0.18:0.64,1
末路(R2),辰砂4,攻撃%+岩バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234291,4489,0,2.266,0.9,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.51,0.50:0.00,1
裁断,残響4,攻撃%+岩バフ+攻撃%,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),234225,4144,0,2.726,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.61:1.21,0.34:0.33,1
裁断,劇団+残響,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),234136,4349,0,1.85,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.76:1.52,0.49:0.02,1
裁断,劇団+残響,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),234136,4349,0,1.85,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.76:1.52,0.18:0.64,1
裁断,劇団+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),234136,4349,0,1.85,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.76:1.52,0.49:0.02,1
裁断,劇団+辰砂,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),234136,4349,0,1.85,0.34,0.4,0.4,0,Pyro:1、Hydro:1、Geo:2、,100,0.76:1.52,0.18:0.64,1
裁断,残響4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+鍾離,234107,3939,0,1.91,0.15,0.4,0.4,-0.2,Pyro:1、Geo:3、,0,0.76:1.52,0.49:0.02,1
裁断,残響4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+鍾離,234107,3939,0,1.91,0.15,0.4,0.4,-0.2,Pyro:1、Geo:3、,0,0.76:1.52,0.18:0.64,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),233870,3952,0,1.9,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.44:0.13,1
葦海の標(1_スキル命中or被ダメ),残響4,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),233870,3952,0,1.9,0.9,0,0.4,0,Pyro:1、Hydro:1、Geo:2、,0,0.82:1.63,0.13:0.75,1
裁断,ファントム+残響,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),233573,4400,0,1.81,0.55,0.4,0.55,0,Pyro:2、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,ファントム+残響,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),233573,4400,0,1.81,0.55,0.4,0.55,0,Pyro:2、Geo:2、,0,0.76:1.52,0.18:0.64,1
裁断,ファントム+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),233573,4400,0,1.81,0.55,0.4,0.55,0,Pyro:2、Geo:2、,0,0.76:1.52,0.49:0.02,1
裁断,ファントム+辰砂,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+マーヴィカ(灰燼以外、戦意200時),233573,4400,0,1.81,0.55,0.4,0.55,0,Pyro:2、Geo:2、,0,0.76:1.52,0.18:0.64,1
