武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ通常,耐性ダウン,パーティ元素,熟知,率ダメ,サブステ,スコア
飛雷の鳴弦,ファントム+沈淪,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,91026.2,3275.788,1301.5,1.688,0.15,0.838,0.7,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,91026.19,3275.788,1301.5,1.688,0.15,0.988,0.55,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
天空弓,しめ縄4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,91023.29,1915.85,1301.5,2.704,0.9,1.154,0.65,0,Hydro:2、Geo:2、,0,0.72:1.43,0.45:0.11,1
天空弓,しめ縄4,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,91023.29,1915.85,1301.5,2.704,0.9,1.154,0.65,0,Hydro:2、Geo:2、,0,0.72:1.43,0.13:0.73,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,90998.6,1989.014,1301.5,2.704,0.9,0.7539999,1.05,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90920.77,2248.988,1301.5,2.438,0.9,0.838,0.7,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90920.77,2248.988,1301.5,2.438,0.9,0.838,0.7,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90920.77,2248.988,1301.5,2.438,0.9,0.988,0.55,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+ファントム,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90840.53,2412.608,1301.5,2.288,0.9,0.688,0.7,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90840.53,2412.608,1301.5,2.288,0.9,0.688,0.7,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+水仙の夢,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90840.52,2412.608,1301.5,2.288,0.9,0.838,0.55,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+沈淪,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90840.52,2412.608,1301.5,2.288,0.9,0.838,0.55,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90840.52,2412.608,1301.5,2.288,0.9,0.838,0.55,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,辰砂+沈淪,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90840.52,2412.608,1301.5,2.288,0.9,0.838,0.55,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+マーヴィカ(灰燼以外、戦意200時)+雲菫,90840.52,2412.608,1301.5,2.288,0.55,0.688,1.05,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+マーヴィカ(灰燼4、戦意200時)+雲菫,90840.52,2412.608,1301.5,2.288,0.55,0.688,1.05,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,90819.6,2672.582,1301.5,1.888,0.9,0.288,0.7,0,Hydro:2、Geo:2、,0,0.75:1.49,0.34:0.33,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+攻撃%,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),90814.29,2412.608,1301.5,2.904,0.7,1.154,1.05,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+攻撃%+会心率,シトラリ(灰燼4)+雲菫+万葉(翠緑4),90780.49,2476.238,1301.5,1.838,0.3,0.988,0.55,0,Hydro:1、Cryo:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+水バフ+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),90755.48,1825.394,1301.5,2.704,0.7,1.304,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+水バフ+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),90755.48,1825.394,1301.5,2.704,0.7,1.304,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+水バフ+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),90755.48,1825.394,1301.5,2.704,0.7,1.454,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢4,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90719.66,2476.238,1301.5,2.904,0.9,1.454,0.55,0,Hydro:2、Geo:2、,0,0.55:1.16,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),90695.34,3503.038,1301.5,1.438,0.3,0.588,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢4,攻撃%+水バフ+会心ダメージ,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,90565.81,3079.444,1301.5,2.004,0,1.454,0.55,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,90561.01,3079.444,1301.5,2.404,0.4,1.304,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,90561.01,3079.444,1301.5,2.404,0.4,1.304,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,90561.01,3079.444,1301.5,2.404,0.4,1.454,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,90539.44,3015.814,1301.5,2.554,0.75,0.7539999,1.05,0,Pyro:1、Hydro:2、Geo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+辰砂,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),90492.21,3179.434,1301.5,1.604,0.3,0.7539999,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
弓蔵(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,90471.02,2212.795,1301.5,2.288,0.9,0.288,1.1,0,Hydro:2、Geo:2、,0,0.74:1.47,0.33:0.35,1
弓蔵(R5),ファントム4,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,90471.02,2212.795,1301.5,2.288,0.9,0.288,1.1,0,Hydro:2、Geo:2、,0,0.74:1.47,0.01:0.97,1
天空弓,しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90436.83,2370.2,1301.5,2.238,0.9,0.688,0.65,0,Hydro:2、Geo:2、,0,0.72:1.43,0.45:0.11,1
天空弓,しめ縄4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90436.83,2370.2,1301.5,2.238,0.9,0.688,0.65,0,Hydro:2、Geo:2、,0,0.72:1.43,0.13:0.73,1
飛雷の鳴弦,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時),90433.16,3503.038,0,2.388,1.15,0.688,0.55,0,Pyro:2、Hydro:2、,0,0.90:1.80,0.49:0.02,1
飛雷の鳴弦,ファントム4,攻撃%+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時),90433.16,3503.038,0,2.388,1.15,0.688,0.55,0,Pyro:2、Hydro:2、,0,0.90:1.80,0.18:0.64,1
飛雷の鳴弦,ファントム4,攻撃%+水バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時),90432.27,3079.444,0,2.854,1.15,1.154,0.55,0,Pyro:2、Hydro:2、,0,0.90:1.80,0.49:0.02,1
飛雷の鳴弦,ファントム4,攻撃%+水バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時),90432.27,3079.444,0,2.854,1.15,1.154,0.55,0,Pyro:2、Hydro:2、,0,0.90:1.80,0.18:0.64,1
弾弓(R5),ファントム4,攻撃%+水バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,90430.27,2247.23,1301.5,2.404,0.75,0.7539999,0.9,0,Pyro:1、Hydro:2、Geo:1、,0,1.00:1.50,0.00:1.00,1
飛雷の鳴弦,しめ縄+辰砂,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90405.67,2576.228,1301.5,2.138,0.9,0.688,0.55,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+雲菫+鍾離,90388.22,3015.814,1301.5,1.954,0.15,0.7539999,1.05,-0.2,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢4,攻撃%+水バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,90284.47,2052.644,1301.5,2.504,0.9,1.054,0.55,0,Hydro:2、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,沈淪4,攻撃%+水バフ+会心ダメージ,シトラリ(灰燼4)+ベネット(西風、旧貴族)+雲菫,90276.56,2852.194,1301.5,2.154,0,1.304,0.85,0,Pyro:1、Hydro:1、Cryo:1、Geo:1、,0,0.55:1.78,0.50:0.00,1
天空弓,水仙の夢4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,90218.56,3024.1,1301.5,1.754,0.15,1.454,0.15,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.43,0.45:0.11,1
天空弓,水仙の夢4,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,90218.56,3024.1,1301.5,1.754,0.15,1.454,0.15,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.43,0.13:0.73,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心率,マーヴィカ(灰燼以外、戦意200時)+雲菫+万葉(翠緑4),90194.77,1989.014,1301.5,2.504,0.7,0.7539999,1.05,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
弓蔵(R5),しめ縄4,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90103.75,1980.849,1301.5,3.504,0.9,1.154,1.45,0,Hydro:2、Geo:2、,0,0.56:1.11,0.19:0.61,1
弓蔵(R5),しめ縄4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90100.38,1980.849,1301.5,3.504,0.9,1.154,1.45,0,Hydro:2、Geo:2、,0,0.55:1.12,0.50:0.00,1
弓蔵(R5),ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,90037.79,2590.721,1301.5,2.688,0.9,0.688,1.1,0,Hydro:2、Geo:2、,0,0.58:1.16,0.17:0.66,1
飛雷の鳴弦,沈淪4,攻撃%+攻撃%+会心率,シトラリ(灰燼4)+雲菫+万葉(翠緑4),89991.92,2248.988,1301.5,1.988,0.3,0.838,0.85,0,Hydro:1、Cryo:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
弾弓(R5),ファントム+水仙の夢,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89928.5,2247.23,1301.5,2.354,0.15,1.304,0.9,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),ファントム+水仙の夢,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89928.5,2247.23,1301.5,2.354,0.15,1.304,0.9,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.04:0.92,1
弾弓(R5),ファントム+沈淪,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89928.5,2247.23,1301.5,2.354,0.15,1.304,0.9,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),ファントム+沈淪,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89928.5,2247.23,1301.5,2.354,0.15,1.304,0.9,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.04:0.92,1
弾弓(R5),水仙の夢+沈淪,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89928.5,2247.23,1301.5,2.354,0.15,1.454,0.75,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.35:0.30,1
弾弓(R5),水仙の夢+沈淪,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89928.5,2247.23,1301.5,2.354,0.15,1.454,0.75,0,Pyro:1、Hydro:1、Geo:2、,0,0.71:1.42,0.04:0.92,1
弾弓(R5),ファントム4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,89911.25,1271.23,1301.5,2.554,0.9,0.7539999,0.9,0,Hydro:2、Geo:2、,0,0.89:1.78,0.17:0.66,1
天空弓,沈淪4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89904.73,2780.35,1301.5,1.904,0.15,1.304,0.45,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.43,0.45:0.11,1
天空弓,沈淪4,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89904.73,2780.35,1301.5,1.904,0.15,1.304,0.45,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.43,0.13:0.73,1
飛雷の鳴弦,沈淪4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89902.8,3503.038,1301.5,2.088,0.4,0.838,0.85,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
天空弓,辰砂4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,89810.21,2383.85,1301.5,2.204,0.9,1.154,0.15,0,Hydro:2、Geo:2、,0,0.72:1.43,0.45:0.11,1
天空弓,辰砂4,攻撃%+水バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,89810.21,2383.85,1301.5,2.204,0.9,1.154,0.15,0,Hydro:2、Geo:2、,0,0.72:1.43,0.13:0.73,1
弓蔵(R5),しめ縄4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,89780.5,2358.775,1301.5,3.038,0.9,0.688,1.45,0,Hydro:2、Geo:2、,0,0.56:1.11,0.19:0.61,1
弓蔵(R5),しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,89777.13,2358.775,1301.5,3.038,0.9,0.688,1.45,0,Hydro:2、Geo:2、,0,0.55:1.12,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89768.23,3439.408,1301.5,1.488,0.15,0.288,1.05,0,Pyro:1、Hydro:1、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+ファントム,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89724.34,3243.064,1301.5,2.254,0.4,1.154,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+水仙の夢,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89724.34,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+沈淪,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89724.34,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+辰砂,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89724.34,3243.064,1301.5,2.254,0.4,1.154,0.7,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢+辰砂,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89724.34,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,辰砂+沈淪,攻撃%+水バフ+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89724.34,3243.064,1301.5,2.254,0.4,1.304,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+水仙の夢,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),89719.66,2248.988,1301.5,2.238,0.7,0.838,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+沈淪,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),89719.66,2248.988,1301.5,2.238,0.7,0.838,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,水仙の夢+沈淪,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),89719.66,2248.988,1301.5,2.238,0.7,0.988,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心ダメージ,シトラリ(灰燼4)+シロネン(灰燼以外、2凸、2色以上)+雲菫,89691.95,1989.014,1301.5,2.354,0.15,1.154,1.05,0,Hydro:1、Cryo:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心ダメージ,シトラリ(灰燼以外)+シロネン(灰燼4、2凸、2色以上)+雲菫,89691.95,1989.014,1301.5,2.354,0.15,1.154,1.05,0,Hydro:1、Cryo:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
天空弓,ファントム4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,89660.87,2649.05,1301.5,1.888,0.9,0.688,0.3,0,Hydro:2、Geo:2、,0,0.74:1.48,0.11:0.78,1
飛雷の鳴弦,しめ縄+ファントム,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),89647.8,3015.814,1301.5,1.754,0.3,0.7539999,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+水仙の夢,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),89647.8,3015.814,1301.5,1.754,0.3,0.904,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄+沈淪,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),89647.8,3015.814,1301.5,1.754,0.3,0.904,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,ファントム+辰砂,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),89647.8,3015.814,1301.5,1.754,0.3,0.7539999,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢+辰砂,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),89647.8,3015.814,1301.5,1.754,0.3,0.904,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,辰砂+沈淪,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+雲菫+万葉(翠緑4),89647.8,3015.814,1301.5,1.754,0.3,0.904,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
弾弓(R5),ファントム4,攻撃%+水バフ+攻撃%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+雲菫,89631.66,1576.46,1301.5,2.954,0.9,1.154,0.9,0,Hydro:2、Geo:2、,0,0.74:1.47,0.01:0.97,1
飛雷の鳴弦,しめ縄4,攻撃%+水バフ+会心ダメージ,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+万葉(翠緑4),89510.69,3243.064,0,2.754,0.7,1.154,0.9,0,Pyro:2、Hydro:1、Anemo:1、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,水仙の夢4,攻撃%+攻撃%+会心率,ベネット(西風、旧貴族)+マーヴィカ(灰燼4、戦意200時)+雲菫,89490.88,3730.288,1301.5,1.938,0.4,0.988,0.55,0,Pyro:2、Hydro:1、Geo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+雲菫,89459.13,2412.608,1301.5,2.238,0.9,0.288,1.05,0,Hydro:2、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,沈淪4,攻撃%+水バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+雲菫,89453.86,2852.194,1301.5,1.904,0.15,0.904,0.85,0,Pyro:1、Hydro:1、Geo:2、,0,0.55:1.78,0.50:0.00,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心率,シトラリ(灰燼4)+シロネン(灰燼以外、2凸、2色以上)+雲菫,89414.06,2412.608,1301.5,1.888,0.15,0.688,1.05,0,Hydro:1、Cryo:1、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄4,攻撃%+攻撃%+会心率,シトラリ(灰燼以外)+シロネン(灰燼4、2凸、2色以上)+雲菫,89414.06,2412.608,1301.5,1.888,0.15,0.688,1.05,0,Hydro:1、Cryo:1、Geo:2、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+ファントム,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),89387.88,2412.608,1301.5,2.088,0.7,0.688,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+水仙の夢,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),89387.88,2412.608,1301.5,2.088,0.7,0.838,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,しめ縄+沈淪,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),89387.88,2412.608,1301.5,2.088,0.7,0.838,0.55,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
飛雷の鳴弦,ファントム+辰砂,攻撃%+攻撃%+会心率,マーヴィカ(灰燼4、戦意200時)+雲菫+万葉(翠緑4),89387.88,2412.608,1301.5,2.088,0.7,0.688,0.7,0,Pyro:1、Hydro:1、Geo:1、Anemo:1、,0,0.72:1.44,0.36:0.28,1
