武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,花,羽,時計,杯,冠,サブステ,サブHP%,サブHP,スコア
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67605,4685,39188,2.096,3.400164,68,1.918006,0.91:2.63,b+a+a++b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:16+hp:866+hp_rate:9.9),0.42:0.46,0.21,1344,1.493
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67600,4700,40874,2.096,3.389153,47,1.860337,0.87:2.74,b+b+a+a+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.38:0.58,0.28,1942,1.395
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67577,5090,45862,1.6,3.16513,0,1.5,0.81:2.67,a+a+a+m+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:5.8+crit_dmg:11.7+hp:687),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.40:0.51,0.379,2031,1.346
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67544,4351,36691,2.066,3.13855,44,1.626962,0.81:2.65,c+a+a+b+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.40:0.48,0.286,1553,1.317
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67529,4346,36653,2.066,3.141528,47,1.635337,0.77:2.77,b+a+a++b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:16+hp:866+hp_rate:9.9),0.36:0.61,0.297,1344,1.371
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67513,4757,41606,2.096,3.34426,0,1.725,0.89:2.63,a+c+a+d+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:16+hp:866+hp_rate:9.9),0.40:0.47,0.279,2689,1.324
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67489,5514,49272,1.63,3.394972,0,1.725,0.94:2.56,a+a+a+r+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),千岩(crit_rate:10.5+atk_rate:18.7+atk:16+hp:209),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.45:0.39,0.379,1553,1.51
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67482,4905,43934,1.6,3.279662,70,1.698413,0.79:2.88,b+d+a+n+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:13.6+crit_dmg:12.4+hp:299),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.38:0.71,0.28,1643,1.476
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67481,4636,39561,2.066,2.942468,23,1.567346,0.67:2.88,a+d+a+e+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.26:0.71,0.484,1344,1.359
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67463,4920,42563,2.096,3.231292,0,1.725,0.79:2.83,a+c+a+e+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.30:0.66,0.379,2091,1.433
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67460,4937,43993,1.6,3.257338,61,1.673968,0.86:2.63,a+a+a+p+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),深林(crit_rate:10.5+crit_dmg:7.8+elemental_mastery:61),ファントム(atk:16+hp:866+hp_rate:9.9),0.45:0.47,0.303,1344,1.401
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67458,4738,41341,2.096,3.355184,47,1.860337,0.87:2.70,b+c+a+d+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.38:0.54,0.262,2689,1.356
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67411,4187,34529,2.066,3.255136,91,1.754304,0.83:2.70,b+c+a+b+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:16+hp:866+hp_rate:9.9),0.42:0.54,0.09899999,2300,1.442
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67378,4806,42190,2.096,3.303496,0,1.725,0.83:2.78,a+c+a++a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.34:0.61,0.355,2091,1.348
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67377,4761,42174,2.096,3.3345,23,1.792346,0.81:2.88,a+d+a+a+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:16+hp:866+hp_rate:9.9),0.32:0.71,0.402,1344,1.351
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67374,4918,43729,1.6,3.265952,108,1.798409,0.84:2.70,b+a+a+p+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),深林(crit_rate:10.5+crit_dmg:7.8+elemental_mastery:61),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.43:0.54,0.286,1344,1.433
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67369,5335,49269,1.63,3.50268,23,1.792346,0.89:2.81,a+d+a+n+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:13.6+crit_dmg:12.4+hp:299),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.40:0.64,0.373,1643,1.444
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67317,4647,40750,2.096,3.413824,67,1.915298,0.90:2.69,a+d+a+b+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:16+hp:866+hp_rate:9.9),0.41:0.52,0.297,1553,1.336
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67293,5293,48234,1.63,3.52648,0,1.725,0.97:2.61,a+b+a+n+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:13.6+crit_dmg:12.4+hp:299),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.48:0.44,0.268,2241,1.456
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67288,4302,35953,2.066,3.162468,47,1.635337,0.75:2.89,b+c+a+a+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:16+hp:866+hp_rate:9.9),0.34:0.72,0.204,2091,1.457
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67270,4466,38114,2.066,3.045477,0,1.5,0.72:2.84,c+a+a+a+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.31:0.67,0.391,1344,1.332
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67266,4908,42414,2.096,3.22976,0,1.725,0.83:2.68,a+b+a+e+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.34:0.51,0.379,1942,1.371
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67261,5122,44256,1.6,3.130502,0,1.5,0.86:2.49,a+b+a+r+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),千岩(crit_rate:10.5+atk_rate:18.7+atk:16+hp:209),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.45:0.32,0.268,2151,1.457
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67253,4290,35804,2.066,3.169713,47,1.635337,0.79:2.74,b+b+a+a+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:16+hp:866+hp_rate:9.9),0.38:0.58,0.204,1942,1.395
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67243,4627,40485,2.096,3.424282,114,2.038738,0.88:2.76,b+d+a+b+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.39:0.59,0.28,1553,1.368
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67216,4982,44438,1.6,3.216625,23,1.567346,0.77:2.88,a+d+a+s+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),旧貴族(crit_rate:9.7+crit_dmg:18.7+atk_rate:5.3+hp:538),ファントム(atk:16+hp:866+hp_rate:9.9),0.36:0.71,0.297,1882,1.482
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67202,5054,44202,1.6,3.170044,0,1.5,0.85:2.56,a+a+a+o+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),花海(crit_rate:9.7+atk_rate:9.9+atk:29+hp:209),ファントム(atk:16+hp:866+hp_rate:9.9),0.44:0.39,0.303,1553,1.406
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67200,4735,39655,2.096,3.34426,21,1.786576,0.89:2.63,a+c+a++b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:16+hp:866+hp_rate:9.9),0.40:0.47,0.192,2091,1.47
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67198,4212,34527,2.066,3.225083,68,1.693006,0.79:2.81,b+a+a+a+c,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.38:0.65,0.216,478,1.448
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67192,4491,38433,2.066,3.0246,0,1.5,0.76:2.65,c+a+a+d+a,ファントム(crit_dmg:21.8+def_rate:14.6),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.35:0.48,0.373,1942,1.231
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67184,5350,48473,1.63,3.483217,0,1.725,0.93:2.67,a+b+a+s+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),旧貴族(crit_rate:9.7+crit_dmg:18.7+atk_rate:5.3+hp:538),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.44:0.51,0.268,2480,1.494
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67183,4327,36271,2.066,3.138864,47,1.635337,0.79:2.70,b+c+a+d+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:16+hp:866+hp_rate:9.9),0.38:0.54,0.186,2689,1.356
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67147,5035,43938,1.6,3.17958,47,1.635337,0.83:2.63,b+a+a+o+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),花海(crit_rate:9.7+atk_rate:9.9+atk:29+hp:209),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.42:0.46,0.286,1553,1.438
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67145,4716,39390,2.096,3.355184,68,1.918006,0.87:2.70,b+c+a++a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),楽団(crit_rate:10.1+atk_rate:14.6+atk:31+elemental_mastery:21),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.38:0.54,0.175,2091,1.502
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67145,4528,38437,2.096,3.494656,65,1.909869,0.98:2.56,a+a+a+b+c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.49:0.39,0.204,687,1.401
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67124,5158,46734,1.63,3.60975,47,1.860337,0.95:2.75,b+a+a+n+b,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),劇団(crit_rate:13.6+crit_dmg:12.4+hp:299),ファントム(atk:16+hp:866+hp_rate:9.9),0.46:0.58,0.21,1643,1.541
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67122,4742,41909,2.096,3.335385,70,1.923413,0.79:2.95,b+d+a+a+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),来歆(crit_rate:5.8+crit_dmg:18.7+hp_rate:10.5),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.30:0.78,0.385,1344,1.383
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67076,4420,36067,2.066,3.068,21,1.561576,0.75:2.75,a+a+a+e+c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.34:0.58,0.315,478,1.424
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67075,4497,37344,2.066,3.01536,0,1.5,0.75:2.68,a+b+a+e+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:16+hp:866+hp_rate:9.9),0.34:0.51,0.303,1942,1.371
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67057,4585,39450,2.096,3.446092,91,1.979304,0.96:2.56,b+b+a+b+a,ファントム(crit_rate:7+crit_dmg:19.4+def_rate:5.1+elemental_mastery:47),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),しめ縄(crit_rate:14.4+def_rate:5.8+hp:209+elemental_mastery:44),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.47:0.39,0.175,2151,1.38
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67050,4668,40179,2.096,3.384748,21,1.786576,0.93:2.56,a+a+a+d+c,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+crit_dmg:7+atk_rate:4.1+hp_rate:11.1),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:54+def_rate:17.5+energy_recharge:13+elemental_mastery:21),0.44:0.39,0.291,1076,1.315
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67025,4509,37493,2.066,3.005052,0,1.5,0.71:2.83,a+c+a+e+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:9.7+crit_dmg:14.8+atk_rate:5.8+hp:747),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),剣闘士(crit_dmg:19.4+atk_rate:11.7+hp_rate:11.1),ファントム(atk:16+hp:866+hp_rate:9.9),0.30:0.66,0.303,2091,1.433
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67020,4794,42041,2.096,3.294214,0,1.725,0.87:2.63,a+b+a++a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:14+atk_rate:5.8+def_rate:5.8+hp:598),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),黒曜(crit_rate:3.9+crit_dmg:14.8+hp_rate:8.7),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.38:0.47,0.355,1942,1.286
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+万葉(翠緑4),67020,5164,45291,1.6,3.093952,23,1.567346,0.78:2.69,a+d+a+r+a,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),千岩(crit_rate:10.5+atk_rate:18.7+atk:16+hp:209),ファントム(atk:18+def_rate:11.7+hp:866+hp_rate:17.5),0.37:0.52,0.373,1553,1.445
護摩,ファントム4,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+モナ(5/9秒平均),67003,4787,42492,2.096,3.29824,23,1.792346,0.86:2.69,a+d+a+d+b,ファントム(crit_rate:8.9+crit_dmg:12.4+hp_rate:9.3),ファントム(crit_rate:6.2+crit_dmg:20.2+hp_rate:10.5+elemental_mastery:23),ファントム(crit_rate:11.3+crit_dmg:19.4+hp:478),雷(crit_rate:10.1+hp:598+hp_rate:8.7),ファントム(atk:16+hp:866+hp_rate:9.9),0.37:0.52,0.384,1942,1.25
