武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,共通バフ,通常バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124693.5,124693.5,3100.384,615,14577,0.75,0,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124693.5,124693.5,3100.384,615,14577,0.75,0,0,0.89:1.79,,0.47:0.67,1.6
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),124693.5,124693.5,3100.384,615,14577,0.75,0,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(5),灰燼4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124693.5,124693.5,3100.384,615,14577,0.75,0,0,0.89:1.79,,0.47:0.67,1.6
烈日の後嗣(5),ファントム4,攻撃%+炎バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124684,124684,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+水バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124684,124684,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+雷バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124684,124684,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+炎バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124684,124684,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+水バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124684,124684,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+雷バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124684,124684,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
天空弓(1),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124630,124630,3332.772,615,14577,0.5,0,0,1.00:2.32,,0.30:1.00,1.6
天空弓(1),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124630,124630,3332.772,615,14577,0.5,0,0,1.00:2.32,,0.30:1.00,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+炎バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+炎バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+水バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+水バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+雷バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+雷バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+炎バフ+会心率,フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+炎バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+水バフ+会心率,フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+水バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+雷バフ+会心率,フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+雷バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124559.7,124559.7,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+炎バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+炎バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+水バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+水バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+雷バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+雷バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+炎バフ+会心率,フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+炎バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+水バフ+会心率,フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+水バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+雷バフ+会心率,フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+雷バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124468,124468,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
狩人の道,しめ縄4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124345.3,124345.3,3625.642,615,14577,0.47,0.5,0,0.87:1.73,,0.18:1.23,1.6
狩人の道,しめ縄4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),124345.3,124345.3,3625.642,615,14577,0.47,0.5,0,0.87:1.73,,0.18:1.23,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124250.3,124250.3,3757.024,615,14577,0.35,0.4,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124250.3,124250.3,3757.024,615,14577,0.35,0.4,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),124250.3,124250.3,3757.024,615,14577,0.35,0.4,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,砂上4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124250.3,124250.3,3757.024,615,14577,0.35,0.4,0,0.89:1.79,,0.65:0.30,1.6
狩人の道,砂上4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124128.4,124128.4,3051.348,615,14577,0.47,0.4,0,1.00:2.04,,0.03:1.54,1.6
狩人の道,砂上4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124128.4,124128.4,3051.348,615,14577,0.47,0.4,0,1.00:2.04,,0.34:0.92,1.6
狩人の道,砂上4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),124128.4,124128.4,3051.348,615,14577,0.47,0.4,0,1.00:2.04,,0.03:1.54,1.6
狩人の道,砂上4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124128.4,124128.4,3051.348,615,14577,0.47,0.4,0,1.00:2.04,,0.34:0.92,1.6
破魔の弓(5),黒曜の秘典4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124123.2,124123.2,3305.083,615,14577,0.5,0.32,0,1.00:2.00,,0.05:1.50,1.6
破魔の弓(5),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124123.2,124123.2,3305.083,615,14577,0.5,0.32,0,1.00:2.00,,0.36:0.88,1.6
破魔の弓(5),黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),124123.2,124123.2,3305.083,615,14577,0.5,0.32,0,1.00:2.00,,0.05:1.50,1.6
破魔の弓(5),黒曜の秘典4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124123.2,124123.2,3305.083,615,14577,0.5,0.32,0,1.00:2.00,,0.36:0.88,1.6
烈日の後嗣(1),ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124061.2,124061.2,3100.384,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(1),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124061.2,124061.2,3100.384,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+風バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),124041.3,124041.3,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
烈日の後嗣(5),ファントム4,攻撃%+風バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),124041.3,124041.3,2675.392,615,14577,0.35,0.15,0,1.00:2.15,,0.29:1.03,1.6
若水,楽団4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123935,123935,3051.348,615,16144.52,0.55,0,80,1.00:2.04,,0.47:0.66,1.6
若水,楽団4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123935,123935,3051.348,615,16144.52,0.55,0,80,1.00:2.04,,0.78:0.04,1.6
若水,楽団4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),123935,123935,3051.348,615,16144.52,0.55,0,80,1.00:2.04,,0.47:0.66,1.6
若水,楽団4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123935,123935,3051.348,615,16144.52,0.55,0,80,1.00:2.04,,0.78:0.04,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+風バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123775,123775,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+風バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123775,123775,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+風バフ+会心率,フリーナ+ベネット(西風、旧貴族),123775,123775,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.34:0.92,1.6
黒岩の戦弓(5)フル,しめ縄4,攻撃%+風バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123775,123775,3496.192,615,14577,0.35,0.5,0,0.89:1.79,,0.65:0.30,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+風バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123759.3,123759.3,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+風バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123759.3,123759.3,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+風バフ+会心率,フリーナ+ベネット(西風、旧貴族),123759.3,123759.3,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.16:1.28,1.6
黒岩の戦弓(5)フル,ファントム4,攻撃%+風バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123759.3,123759.3,3332.032,615,14577,0.35,0.15,0,1.00:2.15,,0.47:0.66,1.6
天空弓(1),黒曜の秘典4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123730.1,123730.1,3332.772,615,14577,0.5,0,0,1.00:2.30,,0.00:1.60,1.6
天空弓(1),黒曜の秘典4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),123730.1,123730.1,3332.772,615,14577,0.5,0,0,1.00:2.30,,0.00:1.60,1.6
烈日の後嗣(1),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123705.6,123705.6,3525.376,615,14577,0.5,0,0,0.94:1.88,,0.11:1.38,1.6
烈日の後嗣(1),黒曜の秘典4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),123705.6,123705.6,3525.376,615,14577,0.5,0,0,0.94:1.88,,0.11:1.38,1.6
始まりの大魔術(同元素1),ファントム+黒曜の秘典,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123577.5,123577.5,3344.86,615,14577,0.5,0.15,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),ファントム+黒曜の秘典,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123577.5,123577.5,3344.86,615,14577,0.5,0.15,0,0.97:1.93,,0.73:0.15,1.6
始まりの大魔術(同元素1),ファントム+黒曜の秘典,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),123577.5,123577.5,3344.86,615,14577,0.5,0.15,0,0.97:1.93,,0.41:0.77,1.6
始まりの大魔術(同元素1),ファントム+黒曜の秘典,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123577.5,123577.5,3344.86,615,14577,0.5,0.15,0,0.97:1.93,,0.73:0.15,1.6
若水,黒曜の秘典4,攻撃%+炎バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123564.1,123564.1,3051.348,615,16144.52,0.7,0,0,1.00:2.13,,0.42:0.75,1.6
若水,黒曜の秘典4,攻撃%+水バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123564.1,123564.1,3051.348,615,16144.52,0.7,0,0,1.00:2.13,,0.42:0.75,1.6
若水,黒曜の秘典4,攻撃%+雷バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123564.1,123564.1,3051.348,615,16144.52,0.7,0,0,1.00:2.13,,0.42:0.75,1.6
若水,黒曜の秘典4,攻撃%+炎バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123564.1,123564.1,3051.348,615,16144.52,0.7,0,0,1.00:2.13,,0.42:0.75,1.6
若水,黒曜の秘典4,攻撃%+水バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123564.1,123564.1,3051.348,615,16144.52,0.7,0,0,1.00:2.13,,0.42:0.75,1.6
若水,黒曜の秘典4,攻撃%+雷バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123564.1,123564.1,3051.348,615,16144.52,0.7,0,0,1.00:2.13,,0.42:0.75,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+炎バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+炎バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+水バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+水バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+雷バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+雷バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+炎バフ+会心率,フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+炎バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+水バフ+会心率,フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+水バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+雷バフ+会心率,フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.07:1.46,1.6
破魔の弓(5)2倍,ファントム4,攻撃%+雷バフ+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123477,123477,2931.817,615,14577,0.35,0.79,0,0.98:1.96,,0.38:0.84,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123426.7,123426.7,3689.536,615,14577,0.35,0.5,0,0.74:1.48,,0.31:0.98,1.6
烈日の後嗣(5),しめ縄4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),123426.7,123426.7,3689.536,615,14577,0.35,0.5,0,0.74:1.48,,0.31:0.98,1.6
若水,沈淪4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123384.6,123384.6,3051.348,615,16144.52,0.55,0.3,0,1.00:2.04,,0.47:0.66,1.6
若水,沈淪4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123384.6,123384.6,3051.348,615,16144.52,0.55,0.3,0,1.00:2.04,,0.78:0.04,1.6
若水,沈淪4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),123384.6,123384.6,3051.348,615,16144.52,0.55,0.3,0,1.00:2.04,,0.47:0.66,1.6
若水,沈淪4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123384.6,123384.6,3051.348,615,16144.52,0.55,0.3,0,1.00:2.04,,0.78:0.04,1.6
狩人の道,ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123374.3,123374.3,3051.348,615,14577,0.47,0.15,0,1.00:2.40,,0.16:1.28,1.6
狩人の道,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123374.3,123374.3,3051.348,615,14577,0.47,0.15,0,1.00:2.40,,0.16:1.28,1.6
烈日の後嗣(1),しめ縄4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123311.6,123311.6,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(1),しめ縄4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123311.6,123311.6,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.47:0.67,1.6
烈日の後嗣(1),しめ縄4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),123311.6,123311.6,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.16:1.29,1.6
烈日の後嗣(1),しめ縄4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123311.6,123311.6,3264.544,615,14577,0.35,0.5,0,0.89:1.79,,0.47:0.67,1.6
烈日の後嗣(5),ファントム4,攻撃%+炎バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123298.8,123298.8,3100.384,615,14577,0.35,0.15,0,0.92:1.84,,0.13:1.34,1.6
烈日の後嗣(5),ファントム4,攻撃%+水バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123298.8,123298.8,3100.384,615,14577,0.35,0.15,0,0.92:1.84,,0.13:1.34,1.6
烈日の後嗣(5),ファントム4,攻撃%+雷バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123298.8,123298.8,3100.384,615,14577,0.35,0.15,0,0.92:1.84,,0.13:1.34,1.6
烈日の後嗣(5),ファントム4,攻撃%+炎バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123298.8,123298.8,3100.384,615,14577,0.35,0.15,0,0.92:1.84,,0.13:1.34,1.6
烈日の後嗣(5),ファントム4,攻撃%+水バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123298.8,123298.8,3100.384,615,14577,0.35,0.15,0,0.92:1.84,,0.13:1.34,1.6
烈日の後嗣(5),ファントム4,攻撃%+雷バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123298.8,123298.8,3100.384,615,14577,0.35,0.15,0,0.92:1.84,,0.13:1.34,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+炎バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123161.6,123161.6,3757.024,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+水バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123161.6,123161.6,3757.024,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+雷バフ+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123161.6,123161.6,3757.024,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+炎バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123161.6,123161.6,3757.024,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+水バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123161.6,123161.6,3757.024,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
黒岩の戦弓(5)フル,黒曜の秘典4,攻撃%+雷バフ+攻撃%,フリーナ+ベネット(西風、旧貴族),123161.6,123161.6,3757.024,615,14577,0.5,0,0,0.94:1.88,,0.30:1.01,1.6
天空弓(1),ファントム4,攻撃%+攻撃%+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123130.2,123130.2,3332.772,615,14577,0.35,0.15,0,1.00:2.28,,0.01:1.58,1.6
天空弓(1),ファントム4,攻撃%+攻撃%+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123130.2,123130.2,3332.772,615,14577,0.35,0.15,0,1.00:2.28,,0.32:0.96,1.6
天空弓(1),ファントム4,攻撃%+攻撃%+会心率,フリーナ+ベネット(西風、旧貴族),123130.2,123130.2,3332.772,615,14577,0.35,0.15,0,1.00:2.28,,0.01:1.58,1.6
天空弓(1),ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ+ベネット(西風、旧貴族),123130.2,123130.2,3332.772,615,14577,0.35,0.15,0,1.00:2.28,,0.32:0.96,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+攻撃%,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),123080.2,123080.2,3678.349,615,14577,0.5,0.64,0,0.85:1.69,,0.20:1.19,1.6
破魔の弓(5)2倍,黒曜の秘典4,攻撃%+攻撃%+攻撃%,フリーナ+ベネット(西風、旧貴族),123080.2,123080.2,3678.349,615,14577,0.5,0.64,0,0.85:1.69,,0.20:1.19,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+炎バフ+会心率,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),122938.6,122938.6,2899.83,615,14577,0.5,0,0,1.00:2.33,,0.21:1.17,1.6
始まりの大魔術(同元素1),黒曜の秘典4,攻撃%+炎バフ+会心ダメージ,フィッシュル(千岩)+フリーナ+ベネット(西風、旧貴族),122938.6,122938.6,2899.83,615,14577,0.5,0,0,1.00:2.33,,0.53:0.55,1.6
