武器,聖遺物セット,聖遺物メイン,バフキャラ,スキル期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
狼牙(R5),華館4,防御%+岩バフ+会心ダメージ,,11894,1072,18006,0.288,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館4,防御%+岩バフ+会心率,,11894,1072,18006,0.288,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
狼牙(R5),華館4,防御%+防御%+防御%,,11854,1072,18006,0.288,2.179648,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+防御%,鍾離,11852,1104,20651.2,0.438,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
シナバースピンドル(R5),華館4,防御%+防御%+防御%,,11809,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+防御%,鍾離,11790,1072,18006,0.438,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
狼牙(R5),劇団4(控え),防御%+岩バフ+元素熟知,鍾離,11732,1072,18006,0.438,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+防御%+会心ダメージ,,11721,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+防御%+会心率,,11721,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
シナバースピンドル(R5),華館4,防御%+元素熟知+元素熟知,鍾離,11715,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),華館+劇団,防御%+元素熟知+会心ダメージ,鍾離,11697,1072,18006,0.438,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,防御%+元素熟知+会心率,鍾離,11697,1072,18006,0.438,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+岩バフ+会心ダメージ,鍾離,11691,1072,18006,0.438,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+岩バフ+会心率,鍾離,11691,1072,18006,0.438,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+岩バフ+会心ダメージ,鍾離,11626,1072,18006,0.438,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+岩バフ+会心率,鍾離,11626,1072,18006,0.438,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),華館4,防御%+元素熟知+会心ダメージ,鍾離,11624,963,18006,0.438,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,防御%+元素熟知+会心率,鍾離,11624,963,18006,0.438,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
狼牙(R5),華館+劇団,防御%+岩バフ+元素熟知,鍾離,11610,1072,18006,0.438,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+防御%+会心ダメージ,鍾離,11598,1072,18006,0.438,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+防御%+会心率,鍾離,11598,1072,18006,0.438,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+岩バフ+会心ダメージ,,11593,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+岩バフ+会心率,,11593,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+岩バフ+会心ダメージ,鍾離,11569,1072,18006,0.438,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+岩バフ+会心率,鍾離,11569,1072,18006,0.438,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+防御%+会心ダメージ,,11557,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+防御%+会心率,,11557,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+防御%+防御%,,11547,963,18006,0.288,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+元素熟知+防御%,鍾離,11443,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+岩バフ+元素熟知,鍾離,11435,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+岩バフ+防御%,,11421,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館4,防御%+岩バフ+元素熟知,鍾離,11383,1104,20651.2,0.438,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+防御%,鍾離,11356,1104,20651.2,0.438,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+防御%+防御%,鍾離,11319,1072,18006,0.438,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
シナバースピンドル(R5),劇団4(控え),防御%+元素熟知+防御%,,11305,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,鍾離,11301,963,18006,0.438,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+元素熟知+会心率,鍾離,11301,963,18006,0.438,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+防御%+会心ダメージ,,11272,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+防御%+会心率,,11272,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
シナバースピンドル(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,,11186,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
シナバースピンドル(R5),劇団4(控え),防御%+元素熟知+会心率,,11186,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+岩バフ+防御%,,11178,963,18006,0.288,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
狼牙(R5),華館+劇団,防御%+岩バフ+防御%,,11177,1072,18006,0.288,2.179648,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+防御%+防御%,,11169,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+岩バフ+会心ダメージ,,11155,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+岩バフ+会心率,,11155,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+会心ダメージ,鍾離,11141,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+会心率,鍾離,11141,1016,18006,0.438,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),華館4,防御%+岩バフ+防御%,,11121,963,18006,0.288,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
狼牙(R5),華館+劇団,防御%+防御%+会心ダメージ,,11093,1072,18006,0.288,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,防御%+防御%+会心率,,11093,1072,18006,0.288,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+岩バフ+元素熟知,鍾離,11064,963,18006,0.438,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+会心ダメージ,鍾離,11058,1104,20651.2,0.438,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+会心率,鍾離,11058,1104,20651.2,0.438,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
シナバースピンドル(R5),劇団4(控え),防御%+岩バフ+元素熟知,,11055,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),華館+劇団,防御%+防御%+防御%,,11049,1072,18006,0.288,2.179648,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,劇団4(控え),防御%+防御%+防御%,鍾離,11038,1016,18006,0.438,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+防御%+防御%,,11002,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,劇団4(控え),防御%+防御%+防御%,,10965,1104,20651.2,0.288,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+防御%,鍾離,10962,963,18006,0.438,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+防御%,鍾離,10894,1072,18006,0.438,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
シナバースピンドル(R5),華館4,防御%+岩バフ+元素熟知,,10894,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+防御%,鍾離,10833,1072,18006,0.438,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),劇団4(控え),防御%+岩バフ+会心ダメージ,,10823,1072,18006,0.288,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),劇団4(控え),防御%+岩バフ+会心率,,10823,1072,18006,0.288,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
西風剣,劇団4(控え),防御%+防御%+会心ダメージ,鍾離,10813,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),防御%+防御%+会心率,鍾離,10813,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),華館4,防御%+岩バフ+会心ダメージ,,10810,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,防御%+岩バフ+会心率,,10810,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+防御%,鍾離,10782,1072,18006,0.438,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+元素熟知+元素熟知,鍾離,10779,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+防御%,鍾離,10767,1016,18006,0.438,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+会心ダメージ,鍾離,10751,1104,20651.2,0.438,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+会心率,鍾離,10751,1104,20651.2,0.438,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+会心ダメージ,鍾離,10731,1072,18006,0.438,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+会心率,鍾離,10731,1072,18006,0.438,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
磐岩結緑,劇団4(控え),防御%+防御%+会心ダメージ,,10724,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),防御%+防御%+会心率,,10724,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+岩バフ+元素熟知,鍾離,10681,963,18006,0.438,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
西風剣,華館4,防御%+岩バフ+防御%,鍾離,10646,1016,18006,0.438,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+岩バフ+防御%,,10641,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+防御%+会心ダメージ,鍾離,10632,1072,18006,0.438,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+防御%+会心率,鍾離,10632,1072,18006,0.438,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
磐岩結緑,劇団4(控え),防御%+岩バフ+防御%,,10615,1104,20651.2,0.288,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
狼牙(R5),華館+劇団,防御%+岩バフ+会心ダメージ,,10595,1072,18006,0.288,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,防御%+岩バフ+会心率,,10595,1072,18006,0.288,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
狼牙(R5),華館4,防御%+元素熟知+元素熟知,鍾離,10571,1072,18006,0.438,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館4,防御%+岩バフ+防御%,,10561,1104,20651.2,0.288,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館4,防御%+防御%+会心ダメージ,,10558,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,防御%+防御%+会心率,,10558,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+防御%+防御%,鍾離,10556,1072,18006,0.438,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+防御%,鍾離,10549,1016,18006,0.438,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+会心ダメージ,鍾離,10534,1072,18006,0.438,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+会心率,鍾離,10534,1072,18006,0.438,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
磐岩結緑,劇団4(控え),防御%+岩バフ+元素熟知,鍾離,10507,1104,20651.2,0.438,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館4,防御%+岩バフ+元素熟知,鍾離,10432,1072,18006,0.438,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),防御%+元素熟知+元素熟知,鍾離,10411,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+防御%,鍾離,10410,1104,20651.2,0.438,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,華館4,防御%+岩バフ+会心ダメージ,鍾離,10385,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,防御%+岩バフ+会心率,鍾離,10385,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
シナバースピンドル(R5),華館4,防御%+元素熟知+会心ダメージ,,10379,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
シナバースピンドル(R5),華館4,防御%+元素熟知+会心率,,10379,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+会心ダメージ,鍾離,10371,963,18006,0.438,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+会心率,鍾離,10371,963,18006,0.438,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+会心ダメージ,鍾離,10360,1072,18006,0.438,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+会心率,鍾離,10360,1072,18006,0.438,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
西風剣,華館4,防御%+防御%+会心ダメージ,鍾離,10360,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,防御%+防御%+会心率,鍾離,10360,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),華館4,防御%+防御%+防御%,,10358,963,18006,0.288,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+岩バフ+会心ダメージ,,10352,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+岩バフ+会心率,,10352,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館4,防御%+岩バフ+会心ダメージ,,10284,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,防御%+岩バフ+会心率,,10284,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+岩バフ+防御%,,10185,963,18006,0.288,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
磐岩結緑,華館+劇団,防御%+岩バフ+元素熟知,鍾離,10144,1104,20651.2,0.438,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+防御%+会心ダメージ,,10138,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+防御%+会心率,,10138,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,華館4,防御%+防御%+防御%,鍾離,10128,1016,18006,0.438,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+岩バフ+会心ダメージ,,10122,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),防御%+岩バフ+会心率,,10122,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+防御%+防御%,,10117,1072,18006,0.288,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
シナバースピンドル(R5),華館4,防御%+元素熟知+防御%,,10079,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館4,防御%+防御%+会心ダメージ,,10045,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,防御%+防御%+会心率,,10045,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+岩バフ+元素熟知,,10015,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+岩バフ+防御%,,10004,1016,18006,0.288,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),劇団4(控え),防御%+元素熟知+防御%,,9961,1072,18006,0.288,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+防御%+会心ダメージ,,9926,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+防御%+会心率,,9926,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
狼牙(R5),劇団4(控え),防御%+元素熟知+元素熟知,鍾離,9894,1072,18006,0.438,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+防御%,鍾離,9875,1072,18006,0.438,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+会心ダメージ,鍾離,9866,1104,20651.2,0.438,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+会心率,鍾離,9866,1104,20651.2,0.438,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,鍾離,9859,1072,18006,0.438,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+会心率,鍾離,9859,1072,18006,0.438,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
磐岩結緑,華館4,防御%+防御%+防御%,,9836,1104,20651.2,0.288,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館4,防御%+岩バフ+防御%,,9773,1072,18006,0.288,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館4,防御%+元素熟知+防御%,,9753,1072,18006,0.288,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+防御%,鍾離,9747,1016,18006,0.438,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+防御%,鍾離,9720,1072,18006,0.438,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
腐植の剣(R5),華館4,防御%+防御%+会心ダメージ,,9719,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,防御%+防御%+会心率,,9719,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+防御%+会心ダメージ,,9685,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+防御%+会心率,,9685,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
磐岩結緑,華館+劇団,防御%+岩バフ+防御%,,9672,1104,20651.2,0.288,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+防御%+防御%,,9665,963,18006,0.288,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,防御%+元素熟知+元素熟知,鍾離,9647,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+岩バフ+会心ダメージ,,9636,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+岩バフ+会心率,,9636,963,18006,0.288,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
磐岩結緑,劇団4(控え),防御%+岩バフ+会心ダメージ,,9629,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),防御%+岩バフ+会心率,,9629,1104,20651.2,0.288,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+会心ダメージ,鍾離,9585,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+会心率,鍾離,9585,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
狼牙(R5),華館4,防御%+岩バフ+元素熟知,,9581,1072,18006,0.288,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+元素熟知+会心ダメージ,,9556,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
シナバースピンドル(R5),華館+劇団,防御%+元素熟知+会心率,,9556,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
腐植の剣(R5),華館4,防御%+岩バフ+会心ダメージ,,9547,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,防御%+岩バフ+会心率,,9547,1072,18006,0.288,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+防御%+会心ダメージ,,9546,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+防御%+会心率,,9546,1016,18006,0.288,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+岩バフ+防御%,,9546,1072,18006,0.288,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館4,防御%+元素熟知+会心ダメージ,,9498,1072,18006,0.288,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館4,防御%+元素熟知+会心率,,9498,1072,18006,0.288,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
西風剣,華館+劇団,防御%+防御%+会心ダメージ,鍾離,9497,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,防御%+防御%+会心率,鍾離,9497,1016,18006,0.438,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
