武器,聖遺物セット,聖遺物メイン,バフキャラ,スキル期待値,防御力,HP,バフ,加算,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
腐植の剣(R5),華館+劇団,元チャ+岩バフ+防御%,鍾離,9290,1649.508,18006,1.474,0,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
シナバースピンドル(R5),華館4,元チャ+元素熟知+元素熟知,鍾離,9287,1953.48,18006,0.678,1562.784,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,鍾離,9200,876,18006,1.974,0,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+岩バフ+会心率,鍾離,9200,876,18006,1.974,0,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
シナバースピンドル(R5),劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,9177,1480.44,18006,1.188,1184.352,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+岩バフ+会心ダメージ,鍾離,9137,1138.8,18006,1.154,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+岩バフ+会心率,鍾離,9137,1138.8,18006,1.154,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+岩バフ+元素熟知,鍾離,9131,2023.56,18006,1.154,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+防御%,鍾離,9121,1386.708,18006,1.188,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+防御%+会心ダメージ,鍾離,9099,1859.748,18006,0.678,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+防御%+会心率,鍾離,9099,1859.748,18006,0.678,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+防御%+防御%,,9098,1897.416,18006,1.038,0,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+岩バフ+会心ダメージ,,9079,2233.8,18006,0.994,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+岩バフ+会心率,,9079,2233.8,18006,0.994,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+防御%+会心ダメージ,,9037,1386.708,18006,1.358,0,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+防御%+会心率,,9037,1386.708,18006,1.358,0,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
シナバースピンドル(R5),劇団4(控え),元チャ+元素熟知+防御%,,8997,1991.148,18006,1.038,1592.918,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+岩バフ+会心ダメージ,,8987,1760.76,18006,1.504,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+岩バフ+会心率,,8987,1760.76,18006,1.504,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+岩バフ+防御%,,8972,2744.508,18006,0.994,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+防御%,鍾離,8961,2534.268,18006,0.688,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),華館+劇団,元チャ+防御%+防御%,,8936,2160.216,18006,0.858,0,2.179648,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+防御%,鍾離,8909,1859.748,20651.2,0.678,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+会心ダメージ,鍾離,8896,2023.56,18006,0.688,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+会心率,鍾離,8896,2023.56,18006,0.688,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+防御%+会心ダメージ,鍾離,8847,1386.708,18006,1.188,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+防御%+会心率,鍾離,8847,1386.708,18006,1.188,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),華館4,元チャ+岩バフ+防御%,,8725,1859.748,18006,0.994,0,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+岩バフ+防御%,,8719,1386.708,18006,1.824,0,2.179648,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,劇団4(控え),元チャ+防御%+防御%,鍾離,8697,1897.416,18006,1.188,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館4,元チャ+岩バフ+元素熟知,鍾離,8695,1349.04,18006,1.144,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
磐岩結緑,華館+劇団,元チャ+岩バフ+会心ダメージ,鍾離,8692,1138.8,20651.2,1.154,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,元チャ+岩バフ+会心率,鍾離,8692,1138.8,20651.2,1.154,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+防御%,鍾離,8662,1386.708,20651.2,1.188,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,鍾離,8660,876,18006,1.654,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+岩バフ+会心率,鍾離,8660,876,18006,1.654,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+防御%+防御%,,8640,1897.416,20651.2,1.038,0,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
シナバースピンドル(R5),華館4,元チャ+岩バフ+元素熟知,,8636,1953.48,18006,0.994,1562.784,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),華館4,元チャ+岩バフ+会心ダメージ,,8627,1349.04,18006,1.314,0,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館4,元チャ+岩バフ+会心率,,8627,1349.04,18006,1.314,0,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+防御%,鍾離,8616,1386.708,18006,1.654,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+防御%+会心ダメージ,,8548,2744.508,18006,0.528,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+防御%+会心率,,8548,2744.508,18006,0.528,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+防御%+防御%,鍾離,8537,2160.216,18006,0.688,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
狼牙(R5),華館+劇団,元チャ+岩バフ+防御%,,8535,1649.508,18006,1.324,0,2.179648,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館4,元チャ+防御%+防御%,,8522,2370.456,18006,0.528,0,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
狼牙(R5),華館+劇団,元チャ+防御%+会心ダメージ,,8470,1649.508,18006,0.858,0,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,元チャ+防御%+会心率,,8470,1649.508,18006,0.858,0,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+防御%,鍾離,8459,1859.748,18006,0.998,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+岩バフ+会心ダメージ,鍾離,8433,1349.04,18006,1.144,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+岩バフ+会心率,鍾離,8433,1349.04,18006,1.144,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
黎明の神剣(R5),華館4,元チャ+元素熟知+会心ダメージ,鍾離,8431,1349.04,18006,0.678,0,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,元チャ+元素熟知+会心率,鍾離,8431,1349.04,18006,0.678,0,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+防御%,鍾離,8370,1649.508,18006,0.688,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
西風剣,華館4,元チャ+岩バフ+防御%,鍾離,8353,1859.748,18006,1.144,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
シナバースピンドル(R5),華館4,元チャ+元素熟知+防御%,,8348,2464.188,18006,0.528,1971.35,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
シナバースピンドル(R5),華館+劇団,元チャ+元素熟知+元素熟知,鍾離,8337,1743.24,18006,0.688,1394.592,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館4,元チャ+防御%+防御%,鍾離,8332,2370.456,18006,0.678,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+岩バフ+防御%,,8326,2534.268,18006,1.004,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+防御%,鍾離,8318,1649.508,18006,1.154,0,1.7938,0,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
シナバースピンドル(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,,8317,1480.44,18006,1.038,1184.352,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
シナバースピンドル(R5),劇団4(控え),元チャ+元素熟知+会心率,,8317,1480.44,18006,1.038,1184.352,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館4,元チャ+岩バフ+防御%,,8285,1859.748,20651.2,0.994,0,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館4,元チャ+防御%+会心ダメージ,,8283,1859.748,18006,0.528,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,元チャ+防御%+会心率,,8283,1859.748,18006,0.528,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+岩バフ+会心ダメージ,,8265,2023.56,18006,1.004,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+岩バフ+会心率,,8265,2023.56,18006,1.004,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館4,元チャ+岩バフ+元素熟知,鍾離,8257,1349.04,20651.2,1.144,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+岩バフ+会心ダメージ,鍾離,8238,876,20651.2,1.654,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+岩バフ+会心率,鍾離,8238,876,20651.2,1.654,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+防御%+会心ダメージ,,8238,1386.708,18006,1.038,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+防御%+会心率,,8238,1386.708,18006,1.038,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
シナバースピンドル(R5),華館4,元チャ+元素熟知+会心ダメージ,,8228,1953.48,18006,0.528,1562.784,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
シナバースピンドル(R5),華館4,元チャ+元素熟知+会心率,,8228,1953.48,18006,0.528,1562.784,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
シナバースピンドル(R5),劇団4(控え),元チャ+岩バフ+元素熟知,,8219,1480.44,18006,1.504,1184.352,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+岩バフ+防御%,,8169,1386.708,18006,1.504,0,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+防御%+防御%,,8154,3255.216,18006,0.528,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館4,元チャ+防御%+会心ダメージ,鍾離,8127,1859.748,18006,0.678,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,元チャ+防御%+会心率,鍾離,8127,1859.748,18006,0.678,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+防御%+会心ダメージ,鍾離,8119,1649.508,18006,0.688,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+防御%+会心率,鍾離,8119,1649.508,18006,0.688,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
磐岩結緑,華館4,元チャ+防御%+防御%,,8093,2370.456,20651.2,0.528,0,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
狼牙(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,鍾離,8075,1138.8,18006,1.008,0,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,元チャ+元素熟知+会心率,鍾離,8075,1138.8,18006,1.008,0,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,8070,1760.76,18006,1.188,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+会心ダメージ,鍾離,8021,1349.04,20651.2,0.678,0,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+会心率,鍾離,8021,1349.04,20651.2,0.678,0,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
狼牙(R5),華館+劇団,元チャ+岩バフ+元素熟知,鍾離,8015,1138.8,18006,1.474,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+岩バフ+会心ダメージ,鍾離,7987,1138.8,18006,1.474,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+岩バフ+会心率,鍾離,7987,1138.8,18006,1.474,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+防御%+防御%,,7971,1897.416,18006,1.358,0,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+防御%,鍾離,7949,1649.508,20651.2,0.688,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+防御%+会心ダメージ,,7944,2534.268,18006,0.538,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+防御%+会心率,,7944,2534.268,18006,0.538,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+防御%,鍾離,7917,1386.708,18006,1.508,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,劇団4(控え),元チャ+防御%+会心ダメージ,鍾離,7902,1386.708,18006,1.188,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),元チャ+防御%+会心率,鍾離,7902,1386.708,18006,1.188,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館4,元チャ+防御%+会心ダメージ,,7880,1859.748,20651.2,0.528,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,元チャ+防御%+会心率,,7880,1859.748,20651.2,0.528,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+元素熟知+元素熟知,鍾離,7852,2233.8,18006,0.678,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館4,元チャ+岩バフ+会心ダメージ,,7841,1349.04,18006,0.994,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館4,元チャ+岩バフ+会心率,,7841,1349.04,18006,0.994,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+防御%+会心ダメージ,,7837,1386.708,20651.2,1.038,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+防御%+会心率,,7837,1386.708,20651.2,1.038,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+防御%+防御%,,7817,2160.216,18006,0.538,0,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
腐植の剣(R5),華館4,元チャ+防御%+防御%,,7804,2370.456,18006,0.848,0,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+岩バフ+防御%,,7777,1649.508,18006,1.004,0,2.303305,0,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+岩バフ+防御%,,7758,1386.708,20651.2,1.504,0,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,鍾離,7758,876,18006,1.508,0,2.705704,187,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+元素熟知+会心率,鍾離,7758,876,18006,1.508,0,2.705705,187,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
シナバースピンドル(R5),華館+劇団,元チャ+岩バフ+元素熟知,,7746,1743.24,18006,1.004,1394.592,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+防御%,鍾離,7710,1386.708,18006,1.654,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
シナバースピンドル(R5),華館+劇団,元チャ+元素熟知+防御%,,7686,2253.948,18006,0.538,1803.158,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+防御%+防御%,,7678,3044.976,18006,0.538,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),華館4,元チャ+元素熟知+元素熟知,鍾離,7668,1349.04,18006,0.998,0,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館4,元チャ+岩バフ+防御%,,7667,1859.748,18006,1.314,0,1.7442,0,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館4,元チャ+元素熟知+防御%,,7652,1859.748,18006,0.848,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+会心ダメージ,鍾離,7641,1349.04,18006,0.998,0,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+会心率,鍾離,7641,1349.04,18006,0.998,0,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
西風剣,華館+劇団,元チャ+防御%+防御%,鍾離,7639,2160.216,18006,0.688,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館4,元チャ+防御%+会心ダメージ,,7625,1859.748,18006,0.848,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館4,元チャ+防御%+会心率,,7625,1859.748,18006,0.848,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+元素熟知+防御%,,7589,2271.468,18006,1.038,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館4,元チャ+岩バフ+元素熟知,鍾離,7567,1349.04,18006,1.464,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+防御%,鍾離,7540,1649.508,18006,1.008,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館4,元チャ+岩バフ+会心ダメージ,鍾離,7533,1349.04,18006,1.144,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,元チャ+岩バフ+会心率,鍾離,7533,1349.04,18006,1.144,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館4,元チャ+岩バフ+会心ダメージ,,7460,1349.04,20651.2,0.994,0,2.714952,0,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館4,元チャ+岩バフ+会心率,,7460,1349.04,20651.2,0.994,0,2.714952,0,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+防御%,鍾離,7443,1649.508,18006,1.154,0,1.605,0,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,元チャ+防御%+防御%,,7423,2160.216,20651.2,0.538,0,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+岩バフ+元素熟知,鍾離,7411,876,18006,1.974,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+防御%+会心ダメージ,,7395,1649.508,18006,0.538,0,2.853775,0,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+防御%+会心率,,7395,1649.508,18006,0.538,0,2.853775,0,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
シナバースピンドル(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,,7391,1743.24,18006,0.538,1394.592,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
シナバースピンドル(R5),華館+劇団,元チャ+元素熟知+会心率,,7391,1743.24,18006,0.538,1394.592,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,華館+劇団,元チャ+岩バフ+防御%,,7385,1649.508,20651.2,1.004,0,2.18734,0,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,鍾離,7385,876,18006,1.974,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+岩バフ+会心率,鍾離,7385,876,18006,1.974,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+岩バフ+元素熟知,鍾離,7374,1138.8,18006,1.154,0,2.303305,187,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+元素熟知+会心ダメージ,,7314,1760.76,18006,1.038,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+元素熟知+会心率,,7314,1760.76,18006,1.038,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
狼牙(R5),華館+劇団,元チャ+岩バフ+会心ダメージ,,7314,1138.8,18006,1.324,0,2.705704,0,0.92:1.85,2.00,,0.44:0.73,0,0,1.6
狼牙(R5),華館+劇団,元チャ+岩バフ+会心率,,7314,1138.8,18006,1.324,0,2.705705,0,0.92:1.85,2.00,,0.13:1.35,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+防御%,鍾離,7306,1859.748,18006,0.678,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館4,元チャ+岩バフ+元素熟知,,7302,2233.8,18006,0.994,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+元素熟知+防御%,,7280,1386.708,18006,1.358,0,2.179648,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+防御%+会心ダメージ,,7254,1386.708,18006,1.358,0,2.171981,0,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+防御%+会心率,,7254,1386.708,18006,1.358,0,2.171981,0,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
西風剣,華館+劇団,元チャ+防御%+会心ダメージ,鍾離,7252,1649.508,18006,0.688,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,元チャ+防御%+会心率,鍾離,7252,1649.508,18006,0.688,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
エスピツァルの笛(R5、スキル発動時),劇団4(控え),元チャ+岩バフ+元素熟知,,7228,1760.76,18006,1.504,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,鍾離,7160,1138.8,18006,0.688,0,2.853775,187,0.96:1.93,2.00,,0.63:0.33,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+会心率,鍾離,7160,1138.8,18006,0.688,0,2.853775,187,0.96:1.93,2.00,,0.32:0.96,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,元チャ+元素熟知+元素熟知,鍾離,7155,2023.56,18006,0.688,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
