武器,聖遺物セット,聖遺物メイン,バフキャラ,爆発一発目期待値,爆発通常合計期待値,願力,爆発一発目倍率,元チャ,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ爆発,耐性ダウン,耐性ダウン計算後,パーティ元素,熟知,率ダメ,サブステ,スコア
和璞鳶,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),121152,39404,42,10.15,1.52,3322,0,1.978,0.72,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.32:0.36,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),121152,39404,42,10.15,1.52,3322,0,1.978,0.72,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.01:0.98,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),121146,35231,36,9.73,1.52,2879,0,2.474,0.75,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),121139,36658,38,9.87,1.32,2549,0,2.014,0.75,0.994,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),121139,36658,38,9.87,1.32,2549,0,2.014,0.75,0.994,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.96:1.91,0.11:0.79,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),121124,35224,36,9.73,1.52,2948,0,2.324,0.6,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.70:1.78,0.50:0.00,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),121092,36644,38,9.87,1.52,4210,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.78,0.50:0.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),121058,39373,42,10.15,1.52,2549,0,2.324,0.6,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),121046,35202,36,9.73,2.038,2879,0,2.0947,0.9,0.4152001,0.7795,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.95:1.50,0.00:1.00,1
護摩(HP50%以上),ファントム4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),121032,36626,38,9.87,1.838,3770,0,1.7552,0.75,0.7352,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.90:1.80,0.49:0.02,1
護摩(HP50%以上),ファントム4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),121032,36626,38,9.87,1.838,3770,0,1.7552,0.75,0.7352,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.90:1.80,0.18:0.64,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),120989,39351,42,10.15,2.038,3624,0,1.5947,0,0.8152001,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),ファントム4,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),120960,35177,36,9.73,1.838,2879,0,1.6552,1.05,0.3352,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),120957,36603,38,9.87,2.038,3215,0,2.0607,0,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),120957,36603,38,9.87,2.038,3215,0,2.0607,0,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.78:1.55,0.29:0.43,1
和璞鳶,ファントム4,攻撃%+雷バフ+攻撃%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),120931,35168,36,9.73,1.32,3593,0,2.134,0.87,0.994,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.69:1.38,0.06:0.88,1
赤砂の杖(スキル命中3),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),120915,39327,42,10.15,2.038,3624,0,1.5947,0,0.8152001,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),120882,36581,38,9.87,2.038,3215,0,2.0607,0,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族),120882,36581,38,9.87,2.038,3215,0,2.0607,0,1.2812,0.7795,0,0.565,Pyro:1、Electro:2、Geo:1、,100,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120864,35149,36,9.73,1.52,2724,0,2.324,0.6,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,337,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),120815,39294,42,10.15,1.52,2958,0,1.858,0.6,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.70,0.21:0.58,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),120811,36559,38,9.87,1.52,2524,0,2.624,0.9,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.81:1.63,0.25:0.51,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120797,35129,36,9.73,2.371,3589,0,2.41115,0.6,0.9484,0.86275,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.63:1.26,0.43:0.14,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120797,35129,36,9.73,2.371,3589,0,2.41115,0.6,0.9484,0.86275,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.63:1.26,0.12:0.76,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120684,35096,36,9.73,1.52,3388,0,1.858,0.6,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.80:1.59,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120680,35095,36,9.73,2.038,2470,0,2.6607,0.6,1.2812,0.7795,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.95:1.50,0.00:1.00,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+モナ(max),120661,35090,36,9.73,1.32,2491,0,2.268,1.47,0.528,0.27,0,0.565,Hydro:2、Electro:1、Geo:1、,150,0.92:1.84,0.14:0.72,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),120648,36510,38,9.87,1.52,2893,0,2.158,0.9,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.81:1.63,0.25:0.51,1
ひれ長(R5),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),120561,39211,42,10.15,1.52,3761,0,2.396,0,1.074,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.56:1.11,0.19:0.61,1
ひれ長(R5),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),120556,39210,42,10.15,1.52,3761,0,2.396,0,1.074,1.322,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),120551,36480,38,9.87,1.52,3879,0,1.858,0.6,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120550,35057,36,9.73,1.52,3134,0,1.858,0.6,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,337,0.85:1.70,0.21:0.58,1
護摩(HP50%以上),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),120548,36479,38,9.87,2.038,2681,0,2.4947,0.9,0.8152001,0.7795,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.80:1.59,0.29:0.43,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),120539,35054,36,9.73,1.52,2948,0,2.224,0.9,0.674,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.80:1.59,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,元チャ+元素熟知+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),120523,36472,38,9.87,2.038,3469,0,2.1947,0.6,0.8152001,0.7795,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),120522,36472,38,9.87,1.52,2393,0,2.624,0.9,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,287,0.85:1.70,0.21:0.58,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120505,36466,38,9.87,2.497,3036,0,2.97905,0.3,1.4648,1.21425,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.45:0.11,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120505,36466,38,9.87,2.497,3036,0,2.97905,0.3,1.4648,1.21425,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.13:0.73,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),120465,35033,36,9.73,2.038,2470,0,2.5607,0.9,0.8812001,0.7795,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.85:1.70,0.21:0.58,1
草薙の稲光,絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120450,35028,36,9.73,2.371,3148,0,2.87715,0.6,1.4144,0.86275,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.63:1.26,0.43:0.14,1
草薙の稲光,絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),120450,35028,36,9.73,2.371,3148,0,2.87715,0.6,1.4144,0.86275,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.63:1.26,0.12:0.76,1
草薙の稲光,絶縁4,元チャ+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120432,36444,38,9.87,2.889,4108,0,2.91385,0.3,1.6216,0.99225,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.40:0.80,0.35:0.30,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),120379,36428,38,9.87,1.52,2524,0,2.624,0.9,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.88:1.50,0.00:1.00,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),120353,35000,36,9.73,2.889,3285,0,2.64785,0.9,0.7556,0.99225,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.63:1.26,0.43:0.14,1
草薙の稲光,絶縁4,元チャ+攻撃%+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),120353,35000,36,9.73,2.889,3285,0,2.64785,0.9,0.7556,0.99225,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.63:1.26,0.12:0.76,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),120330,36413,38,9.87,1.32,3951,0,1.548,0.75,0.528,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.92:1.84,0.14:0.72,1
和璞鳶,ファントム4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),120315,36409,38,9.87,1.32,4424,0,2.134,0.87,0.994,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.69:1.38,0.06:0.88,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+雷バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),120305,34986,36,9.73,1.52,2724,0,2.224,0.9,0.674,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,337,0.85:1.70,0.21:0.58,1
護摩(HP50%以上),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),120290,36402,38,9.87,2.038,3770,0,2.1947,0.6,0.8152001,0.7795,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.70:1.78,0.50:0.00,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),120241,39107,42,10.15,1.52,2851,0,2.444,0.72,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.32:0.36,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),120241,39107,42,10.15,1.52,2851,0,2.444,0.72,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.01:0.98,1
和璞鳶,ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),120237,36385,38,9.87,1.32,2851,0,2.134,0.87,0.994,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.94:1.50,0.00:1.00,1
和璞鳶,ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),120237,36385,38,9.87,1.32,2851,0,2.134,0.87,0.994,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.94:1.50,0.00:1.00,1
漁獲(R5),絶縁4,元チャ+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120224,36381,38,9.87,2.497,3431,0,2.51305,0.3,0.9988,1.21425,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.45:0.11,1
漁獲(R5),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120224,36381,38,9.87,2.497,3431,0,2.51305,0.3,0.9988,1.21425,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.13:0.73,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),120216,36379,38,9.87,1.52,2893,0,2.158,0.9,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.88:1.50,0.00:1.00,1
死闘の槍(R5、敵2以上),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),120206,39096,42,10.15,2.038,3214,0,2.0607,0,1.2812,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵2以上),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),120206,39096,42,10.15,2.038,3214,0,2.0607,0,1.2812,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.01:0.98,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),120184,36369,38,9.87,1.32,3322,0,1.668,0.87,0.528,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.85:1.69,0.22:0.57,1
和璞鳶,ファントム4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),120184,36369,38,9.87,1.32,3322,0,1.668,0.87,0.528,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.85:1.69,0.22:0.57,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),120183,36369,38,9.87,1.52,4210,0,1.858,0.6,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.70:1.78,0.50:0.00,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120100,36344,38,9.87,1.52,3951,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.32:0.36,1
死闘の槍(R5、敵2以上),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120100,36344,38,9.87,1.52,3951,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.01:0.98,1
和璞鳶,絶縁4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),120094,36342,38,9.87,1.52,4424,0,2.144,0.42,1.074,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.51:1.02,0.24:0.52,1
赤砂の杖(スキル命中3),ファントム4,元チャ+元素熟知+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),120052,36329,38,9.87,1.838,3469,0,1.7552,0.75,0.7352,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),120049,39045,42,10.15,1.52,2549,0,2.324,0.6,1.074,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),120001,34898,36,9.73,1.52,3289,0,1.558,0.3,0.608,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.78:1.55,0.29:0.43,1
和璞鳶,ファントム4,元チャ+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),119976,34891,36,9.73,1.838,3122,0,1.8752,0.87,0.7352,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.85:1.69,0.22:0.57,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),119958,36301,38,9.87,2.371,4411,0,2.41115,0.6,0.9484,0.86275,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.63:1.26,0.43:0.14,1
草薙の稲光,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),119958,36301,38,9.87,2.371,4411,0,2.41115,0.6,0.9484,0.86275,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.63:1.26,0.12:0.76,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),119944,36297,38,9.87,2.038,3215,0,2.8107,0.75,1.2812,0.7795,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),119927,34876,36,9.73,1.52,3289,0,1.558,0.3,0.608,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.80:1.50,0.00:1.00,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),119900,36283,38,9.87,1.32,3583,0,2.014,0.75,0.994,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,1.00:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),119891,34866,36,9.73,1.52,3289,0,2.008,0.75,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),ファントム+絶縁,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),119887,36280,38,9.87,1.52,3624,0,1.644,0.3,1.074,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),119870,36274,38,9.87,2.038,3215,0,2.8107,0.75,1.2812,0.7795,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.80:1.50,0.00:1.00,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),119845,34852,36,9.73,1.52,3122,0,2.144,0.42,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),119845,34852,36,9.73,1.52,3122,0,2.144,0.42,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.67:1.33,0.08:0.83,1
ひれ長(R5),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),119835,36264,38,9.87,1.52,3761,0,2.996,0.6,1.074,1.322,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.63:1.26,0.43:0.14,1
ひれ長(R5),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),119835,36264,38,9.87,1.52,3761,0,2.996,0.6,1.074,1.322,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.63:1.26,0.12:0.76,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),119818,34844,36,9.73,1.52,3289,0,2.008,0.75,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),119815,34844,36,9.73,1.52,2879,0,2.374,1.05,0.674,0.65,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.78:1.55,0.29:0.43,1
