武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,倍率,加算,バフ合計,バフ共通,バフ落下,耐性ダウン,パーティ元素,熟知,率ダメ,サブステ,スコア
草薙の稲光,ファントム4,攻撃%+氷バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94298,1714.2,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,攻撃%+岩バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94298,1714.2,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,攻撃%+岩バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94298,1714.2,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,攻撃%+草バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94298,1714.2,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,攻撃%+草バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94298,1714.2,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,攻撃%+物理バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94298,1714.2,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,攻撃%+物理バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94298,1714.2,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94112,3196.562,4.04,9000,2.157,0.75,1.407,0,Pyro:1、Hydro:1、Anemo:2、,0,1.00:2.02,0.04:1.52,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),94112,3196.562,4.04,9000,2.157,0.75,1.407,0,Pyro:1、Hydro:1、Anemo:2、,0,1.00:2.02,0.35:0.90,1.6
草薙の稲光,ファントム4,元チャ+風バフ+防御%,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93784,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,元チャ+風バフ+HP%,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93784,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,元チャ+風バフ+元素熟知,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93784,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,元チャ+風バフ+治癒効果,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93784,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,防御%+風バフ+防御%,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,防御%+風バフ+HP%,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,防御%+風バフ+元素熟知,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,防御%+風バフ+治癒効果,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,HP%+風バフ+HP%,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,HP%+風バフ+元素熟知,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,HP%+風バフ+治癒効果,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,元素熟知+風バフ+元素熟知,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,374,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,元素熟知+風バフ+治癒効果,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93781,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+風バフ+会心率,ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93117,1714.2,4.04,9208,1.407,0,1.407,0,Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,攻撃%+風バフ+会心ダメージ,ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),93117,1714.2,4.04,9208,1.407,0,1.407,0,Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,辰砂4,元チャ+攻撃%+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92692,2345.965,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,元チャ+攻撃%+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92692,2345.965,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+防御%+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+防御%+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+HP%+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+HP%+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+元素熟知+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,187,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+元素熟知+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,187,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+炎バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+炎バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+水バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+水バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+雷バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+雷バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+氷バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+氷バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+岩バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+岩バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+草バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+草バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,辰砂4,攻撃%+物理バフ+会心率,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.32:0.96,1.6
草薙の稲光,辰砂4,攻撃%+物理バフ+会心ダメージ,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),92689,2345.82,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.93:1.86,0.63:0.34,1.6
草薙の稲光,ファントム4,元チャ+攻撃%+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91980,2160.307,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+防御%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+HP%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+元素熟知,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,187,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+治癒効果,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+炎バフ+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+水バフ+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+雷バフ+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+氷バフ+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+岩バフ+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+草バフ+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,ファントム4,攻撃%+物理バフ+攻撃%,ジン+ファルザン(西風、完凸)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91977,2160.162,4.04,9208,1.407,0,1.407,-0.4,Anemo:3、None:1、,0,0.96:1.91,0.29:1.01,1.6
草薙の稲光,辰砂4,攻撃%+風バフ+会心率,ジン+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91718,2345.82,4.04,9000,2.157,0.75,1.407,-0.4,Hydro:1、Anemo:2、None:1、,0,0.83:1.66,0.22:1.16,1.6
草薙の稲光,辰砂4,攻撃%+風バフ+会心ダメージ,ジン+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91718,2345.82,4.04,9000,2.157,0.75,1.407,-0.4,Hydro:1、Anemo:2、None:1、,0,0.83:1.66,0.53:0.54,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+会心率,ジン+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91686,3196.562,4.04,9000,1.407,0,1.407,-0.4,Pyro:1、Anemo:2、None:1、,0,1.00:2.02,0.04:1.52,1.6
草薙の稲光,ファントム4,攻撃%+攻撃%+会心ダメージ,ジン+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91686,3196.562,4.04,9000,1.407,0,1.407,-0.4,Pyro:1、Anemo:2、None:1、,0,1.00:2.02,0.35:0.90,1.6
草薙の稲光,ファントム4,元チャ+防御%+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+防御%+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+HP%+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+HP%+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+元素熟知+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+元素熟知+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+炎バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+炎バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+水バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+水バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+雷バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+雷バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+氷バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+氷バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+岩バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+岩バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+草バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+草バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,元チャ+物理バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,元チャ+物理バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91590,2304.783,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,防御%+防御%+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,防御%+防御%+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,防御%+HP%+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,防御%+HP%+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,防御%+元素熟知+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,防御%+元素熟知+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,187,1.00:2.22,0.45:0.70,1.6
草薙の稲光,ファントム4,防御%+炎バフ+会心率,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.14:1.32,1.6
草薙の稲光,ファントム4,防御%+炎バフ+会心ダメージ,ファルザン(西風、完凸)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),91588,2304.638,4.04,9208,1.407,0,1.407,0,Pyro:1、Anemo:3、,0,1.00:2.22,0.45:0.70,1.6
