武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,共通バフ,通常バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心率,エミリエ+トーマ+鍾離,633834.3,308326.2,1167,570,27041.21,0.466,0.63,230,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,633834.3,308326.2,1167,570,27041.21,0.466,0.63,230,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離,633834.3,308326.2,1167,570,27041.21,0.466,0.63,230,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離,633834.3,308326.2,1167,570,27041.21,0.466,0.63,230,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離+白朮,633834.3,308326.2,1167,570,27041.21,0.466,0.63,230,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離+白朮,633834.3,308326.2,1167,570,27041.21,0.466,0.63,230,0.91:1.82,,0.67:0.26,1.6
古祠の瓏,しめ縄4,HP%+元素バフ+元素熟知,エミリエ+トーマ+白朮,633453.1,308140.8,1061.48,570,31900.41,0.466,0.65,327,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心率,エミリエ+トーマ+鍾離,631817.9,307345.3,947,570,24824.2,0.616,0.45,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,631817.9,307345.3,947,570,24824.2,0.616,0.45,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心率,トーマ+鍾離,631817.9,307345.3,947,570,24824.2,0.616,0.45,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離,631817.9,307345.3,947,570,24824.2,0.616,0.45,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心率,トーマ+鍾離+白朮,631817.9,307345.3,947,570,24824.2,0.616,0.45,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+白朮,631817.9,307345.3,947,570,24824.2,0.616,0.45,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+会心率,エミリエ+トーマ+鍾離,630346.4,306629.5,1036.04,570,31900.41,0.466,0.15,220,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,630346.4,306629.5,1036.04,570,31900.41,0.466,0.15,220,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+会心率,トーマ+鍾離,630346.4,306629.5,1036.04,570,31900.41,0.466,0.15,220,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,トーマ+鍾離,630346.4,306629.5,1036.04,570,31900.41,0.466,0.15,220,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+会心率,トーマ+鍾離+白朮,630346.4,306629.5,1036.04,570,31900.41,0.466,0.15,220,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,トーマ+鍾離+白朮,630346.4,306629.5,1036.04,570,31900.41,0.466,0.15,220,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心率,エミリエ+トーマ+鍾離,630292.9,306603.5,947,570,31900.41,0.616,0.45,40,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,630292.9,306603.5,947,570,31900.41,0.616,0.45,40,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心率,トーマ+鍾離,630292.9,306603.5,947,570,31900.41,0.616,0.45,40,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心ダメージ,トーマ+鍾離,630292.9,306603.5,947,570,31900.41,0.616,0.45,40,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心率,トーマ+鍾離+白朮,630292.9,306603.5,947,570,31900.41,0.616,0.45,40,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+白朮,630292.9,306603.5,947,570,31900.41,0.616,0.45,40,0.99:1.97,,0.38:0.85,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心率,エミリエ+トーマ+鍾離,629664.3,306297.7,1003,570,33312.61,0.616,0.47,0,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,629664.3,306297.7,1003,570,33312.61,0.616,0.47,0,1.00:2.00,,0.36:0.88,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心率,トーマ+鍾離,629664.3,306297.7,1003,570,33312.61,0.616,0.47,0,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離,629664.3,306297.7,1003,570,33312.61,0.616,0.47,0,1.00:2.00,,0.36:0.88,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心率,トーマ+鍾離+白朮,629664.3,306297.7,1003,570,33312.61,0.616,0.47,0,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+白朮,629664.3,306297.7,1003,570,33312.61,0.616,0.47,0,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,沈淪4,HP%+元素熟知+会心率,エミリエ+トーマ+鍾離,628785.7,305870.3,947,570,31900.41,0.15,0.45,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+鍾離,628785.7,305870.3,947,570,31900.41,0.15,0.45,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,HP%+元素熟知+会心率,トーマ+鍾離,628785.7,305870.3,947,570,31900.41,0.15,0.45,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素熟知+会心ダメージ,トーマ+鍾離,628785.7,305870.3,947,570,31900.41,0.15,0.45,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,HP%+元素熟知+会心率,トーマ+鍾離+白朮,628785.7,305870.3,947,570,31900.41,0.15,0.45,227,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+白朮,628785.7,305870.3,947,570,31900.41,0.15,0.45,227,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心率,エミリエ+トーマ+白朮,628205.5,305588.1,947,570,31900.41,0.616,0.45,140,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,沈淪4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+白朮,628205.5,305588.1,947,570,31900.41,0.616,0.45,140,0.99:1.97,,0.38:0.85,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+HP%,エミリエ+トーマ+白朮,627925.1,305451.7,1003,570,40388.82,0.616,0.47,100,0.85:1.69,,0.20:1.19,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+HP%,エミリエ+トーマ+鍾離,627792.2,305387,1058,570,34117.42,0.936,0.15,110,0.85:1.69,,0.20:1.19,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離,627792.2,305387,1058,570,34117.42,0.936,0.15,110,0.85:1.69,,0.20:1.19,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離+白朮,627792.2,305387,1058,570,34117.42,0.936,0.15,110,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+鍾離,627791.7,305386.8,1003,570,33312.61,0.15,0.47,374,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+鍾離,627791.7,305386.8,1003,570,33312.61,0.15,0.47,374,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+鍾離+白朮,627791.7,305386.8,1003,570,33312.61,0.15,0.47,374,0.85:1.69,,0.20:1.19,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+HP%,エミリエ+トーマ+鍾離,626086.3,304557.2,1303.96,570,41193.63,0.15,0.63,0,0.96:1.91,,0.09:1.41,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+HP%,トーマ+鍾離,626086.3,304557.2,1303.96,570,41193.63,0.15,0.63,0,0.96:1.91,,0.09:1.41,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+HP%,トーマ+鍾離+白朮,626086.3,304557.2,1303.96,570,41193.63,0.15,0.63,0,0.96:1.91,,0.09:1.41,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+会心率,エミリエ+トーマ+白朮,625940.8,304486.4,1003,570,26236.4,0.616,0.47,287,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+白朮,625940.8,304486.4,1003,570,26236.4,0.616,0.47,287,1.00:2.00,,0.36:0.88,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+HP%,エミリエ+トーマ+鍾離,625874.6,304454.3,1167,570,41193.63,0.15,0.63,0,0.96:1.91,,0.31:0.97,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+HP%,トーマ+鍾離,625874.6,304454.3,1167,570,41193.63,0.15,0.63,0,0.96:1.91,,0.31:0.97,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+HP%,トーマ+鍾離+白朮,625874.6,304454.3,1167,570,41193.63,0.15,0.63,0,0.96:1.91,,0.31:0.97,1.6
古祠の瓏,黒曜の秘典4,HP%+元素熟知+元素熟知,エミリエ+トーマ+鍾離,625651.8,304345.8,947,570,31900.41,0.15,0.15,414,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+鍾離,625651.8,304345.8,947,570,31900.41,0.15,0.15,414,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,HP%+元素熟知+元素熟知,トーマ+鍾離+白朮,625651.8,304345.8,947,570,31900.41,0.15,0.15,414,1.00:2.06,,0.02:1.56,1.6
久遠流転の大典,しめ縄4,HP%+元素バフ+元素熟知,エミリエ+トーマ+鍾離,624794.4,303928.8,1165.32,570,29470.81,0.466,0.65,187,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,しめ縄4,HP%+元素バフ+元素熟知,トーマ+鍾離,624794.4,303928.8,1165.32,570,29470.81,0.466,0.65,187,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,しめ縄4,HP%+元素バフ+元素熟知,トーマ+鍾離+白朮,624794.4,303928.8,1165.32,570,29470.81,0.466,0.65,187,0.87:1.73,,0.62:0.35,1.6
凛流の監視者,しめ縄4,HP%+HP%+元素熟知,エミリエ+トーマ+鍾離,624169.8,303624.9,1458.04,570,34117.42,0,1.13,187,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離,624169.8,303624.9,1458.04,570,34117.42,0,1.13,187,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離+白朮,624169.8,303624.9,1458.04,570,34117.42,0,1.13,187,0.76:1.51,,0.29:1.01,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+HP%+元素熟知,エミリエ+トーマ+鍾離,623949.6,303517.8,1321.08,570,34117.42,0,1.13,187,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離,623949.6,303517.8,1321.08,570,34117.42,0,1.13,187,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離+白朮,623949.6,303517.8,1321.08,570,34117.42,0,1.13,187,0.76:1.51,,0.51:0.57,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ+白朮,623543,303320,1141.4,570,27041.21,0.776,0.15,367,0.98:1.97,,0.34:0.92,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+元素熟知,エミリエ+トーマ+鍾離,622705.3,302912.5,947,570,31900.41,0.466,0.15,457,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+元素熟知,トーマ+鍾離,622705.3,302912.5,947,570,31900.41,0.466,0.15,457,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+元素熟知,トーマ+鍾離+白朮,622705.3,302912.5,947,570,31900.41,0.466,0.15,457,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+HP%,エミリエ+トーマ+鍾離,622383.2,302755.8,1036.04,570,38976.62,0.466,0.15,220,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+HP%,トーマ+鍾離,622383.2,302755.8,1036.04,570,38976.62,0.466,0.15,220,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+HP%,トーマ+鍾離+白朮,622383.2,302755.8,1036.04,570,38976.62,0.466,0.15,220,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+元素バフ+HP%,エミリエ+トーマ+鍾離,622330.4,302730.2,947,570,38976.62,0.616,0.45,40,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+元素バフ+HP%,トーマ+鍾離,622330.4,302730.2,947,570,38976.62,0.616,0.45,40,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+元素バフ+HP%,トーマ+鍾離+白朮,622330.4,302730.2,947,570,38976.62,0.616,0.45,40,0.83:1.66,,0.22:1.16,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+会心率,エミリエ+トーマ+鍾離,622115.3,302625.5,1303.96,570,34117.42,0,0.63,230,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+会心ダメージ,エミリエ+トーマ+鍾離,622115.3,302625.5,1303.96,570,34117.42,0,0.63,230,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+鍾離,622115.3,302625.5,1303.96,570,34117.42,0,0.63,230,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+鍾離,622115.3,302625.5,1303.96,570,34117.42,0,0.63,230,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+鍾離+白朮,622115.3,302625.5,1303.96,570,34117.42,0,0.63,230,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+鍾離+白朮,622115.3,302625.5,1303.96,570,34117.42,0,0.63,230,0.91:1.82,,0.45:0.70,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+会心ダメージ,エミリエ+トーマ+鍾離,621902.3,302521.9,1167,570,34117.42,0,0.63,230,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+鍾離,621902.3,302521.9,1167,570,34117.42,0,0.63,230,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+鍾離+白朮,621902.3,302521.9,1167,570,34117.42,0,0.63,230,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+会心率,エミリエ+トーマ+鍾離,621902.2,302521.9,1167,570,34117.42,0,0.63,230,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+鍾離,621902.2,302521.9,1167,570,34117.42,0,0.63,230,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+会心率,トーマ+鍾離+白朮,621902.2,302521.9,1167,570,34117.42,0,0.63,230,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+鍾離,621505.4,302328.9,1303.96,570,27041.21,0.15,0.63,187,1.00:2.22,,0.25:1.10,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離,621505.4,302328.9,1303.96,570,27041.21,0.15,0.63,187,1.00:2.22,,0.25:1.10,1.6
凛流の監視者,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+白朮,621505.4,302328.9,1303.96,570,27041.21,0.15,0.63,187,1.00:2.22,,0.25:1.10,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心率,エミリエ+トーマ+鍾離,621409.1,302282,1167,570,27041.21,0.15,0.63,187,1.00:2.22,,0.16:1.28,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+鍾離,621409.1,302282,1167,570,27041.21,0.15,0.63,187,1.00:2.22,,0.47:0.66,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心率,トーマ+鍾離,621409.1,302282,1167,570,27041.21,0.15,0.63,187,1.00:2.22,,0.16:1.28,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離,621409.1,302282,1167,570,27041.21,0.15,0.63,187,1.00:2.22,,0.47:0.66,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心率,トーマ+鍾離+白朮,621409.1,302282,1167,570,27041.21,0.15,0.63,187,1.00:2.22,,0.16:1.28,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素熟知+会心ダメージ,トーマ+鍾離+白朮,621409.1,302282,1167,570,27041.21,0.15,0.63,187,1.00:2.22,,0.47:0.66,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ+白朮,621015.6,302090.6,1035,570,29470.81,0.616,0.15,287,1.00:2.13,,0.42:0.75,1.6
古祠の瓏,沈淪4,HP%+HP%+元素熟知,エミリエ+トーマ+鍾離,620842.1,302006.2,947,570,38976.62,0.15,0.45,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+HP%+元素熟知,トーマ+鍾離,620842.1,302006.2,947,570,38976.62,0.15,0.45,227,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+HP%+元素熟知,トーマ+鍾離+白朮,620842.1,302006.2,947,570,38976.62,0.15,0.45,227,0.83:1.66,,0.22:1.16,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+元素バフ+HP%,エミリエ+トーマ+鍾離,620547.8,301863,1035,570,36547.02,0.466,0.15,230,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+鍾離,620547.8,301863,1035,570,36547.02,0.466,0.15,230,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+鍾離+白朮,620547.8,301863,1035,570,36547.02,0.466,0.15,230,0.87:1.73,,0.62:0.35,1.6
古祠の瓏,沈淪4,HP%+元素バフ+HP%,エミリエ+トーマ+白朮,620269.3,301727.6,947,570,38976.62,0.616,0.45,140,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心率,エミリエ+トーマ+白朮,620106.4,301648.3,947,570,31900.41,0.466,0.15,370,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+白朮,620106.4,301648.3,947,570,31900.41,0.466,0.15,370,0.99:1.97,,0.38:0.85,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+HP%,エミリエ+トーマ+白朮,619830.9,301514.3,1035,570,36547.02,0.616,0.15,100,1.00:2.13,,0.42:0.75,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,618898.6,301060.8,1003,570,33312.61,0.466,0.47,230,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離,618898.6,301060.8,1003,570,33312.61,0.466,0.47,230,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離+白朮,618898.6,301060.8,1003,570,33312.61,0.466,0.47,230,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,エミリエ+トーマ+鍾離,618898.4,301060.7,1003,570,33312.61,0.466,0.47,230,0.80:1.60,,0.25:1.10,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離,618898.4,301060.7,1003,570,33312.61,0.466,0.47,230,0.80:1.60,,0.25:1.10,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離+白朮,618898.4,301060.7,1003,570,33312.61,0.466,0.47,230,0.80:1.60,,0.25:1.10,1.6
古祠の瓏,黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,618737.4,300982.4,947,570,24824.2,0.616,0.15,227,1.00:2.37,,0.18:1.25,1.6
古祠の瓏,黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離,618737.4,300982.4,947,570,24824.2,0.616,0.15,227,1.00:2.37,,0.18:1.25,1.6
古祠の瓏,黒曜の秘典4,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+白朮,618737.4,300982.4,947,570,24824.2,0.616,0.15,227,1.00:2.37,,0.18:1.25,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ,618647.5,300938.6,947,570,31900.41,0.616,0.15,227,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ,618647.5,300938.6,947,570,31900.41,0.616,0.15,227,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+白朮,618647.5,300938.6,947,570,31900.41,0.616,0.15,227,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,沈淪4,HP%+元素バフ+元素熟知,エミリエ+トーマ+白朮,618484.9,300859.5,947,570,31900.41,0.616,0.45,327,0.83:1.66,,0.22:1.16,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+HP%,エミリエ+トーマ+鍾離,618113.7,300679,1003,570,40388.82,0.616,0.47,0,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離,618113.7,300679,1003,570,40388.82,0.616,0.47,0,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離+白朮,618113.7,300679,1003,570,40388.82,0.616,0.47,0,0.85:1.69,,0.20:1.19,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,617244,300255.9,947,570,31900.41,0.616,0.15,40,1.00:2.37,,0.18:1.25,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離,617244,300255.9,947,570,31900.41,0.616,0.15,40,1.00:2.37,,0.18:1.25,1.6
古祠の瓏,黒曜の秘典4,HP%+元素バフ+会心ダメージ,トーマ+鍾離+白朮,617244,300255.9,947,570,31900.41,0.616,0.15,40,1.00:2.37,,0.18:1.25,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心率,エミリエ+トーマ+白朮,617217.7,300243.1,1003,570,33312.61,0.15,0.47,287,1.00:2.00,,0.05:1.50,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+白朮,617217.7,300243.1,1003,570,33312.61,0.15,0.47,287,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+元素熟知,エミリエ+トーマ+鍾離,617059.8,300166.3,1061.48,570,31900.41,0,0.65,414,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+元素熟知,トーマ+鍾離,617059.8,300166.3,1061.48,570,31900.41,0,0.65,414,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,HP%+元素熟知+元素熟知,トーマ+鍾離+白朮,617059.8,300166.3,1061.48,570,31900.41,0,0.65,414,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+会心率,エミリエ+トーマ+鍾離,616612.5,299948.7,947,570,31900.41,0.466,0.15,200,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+会心ダメージ,エミリエ+トーマ+鍾離,616612.5,299948.7,947,570,31900.41,0.466,0.15,200,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+会心率,トーマ+鍾離,616612.5,299948.7,947,570,31900.41,0.466,0.15,200,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+会心ダメージ,トーマ+鍾離,616612.5,299948.7,947,570,31900.41,0.466,0.15,200,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+会心率,トーマ+鍾離+白朮,616612.5,299948.7,947,570,31900.41,0.466,0.15,200,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+金メッキ,HP%+元素バフ+会心ダメージ,トーマ+鍾離+白朮,616612.5,299948.7,947,570,31900.41,0.466,0.15,200,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,しめ縄4,元素熟知+元素バフ+元素熟知,エミリエ+トーマ+鍾離,615797.5,299552.3,1061.48,570,24824.2,0.466,0.65,414,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,しめ縄4,元素熟知+元素バフ+元素熟知,トーマ+鍾離,615797.5,299552.3,1061.48,570,24824.2,0.466,0.65,414,0.83:1.66,,0.22:1.16,1.6
