武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
雨裁,火魔女+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133645.5,2836.84,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133645.5,2836.84,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133645.5,2836.84,352,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133645.5,2836.84,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133645.5,2836.84,352,0.89:1.77,0.58:0.25,1.4
裁断,火魔女4(1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133607.9,3195.84,374,0.84:1.68,0.31:0.78,1.4
雨裁,ファントム4,元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133556.3,3069.072,165,1.00:2.13,0.08:1.23,1.4
雨裁,ファントム4,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133556.3,3069.072,165,1.00:2.13,0.40:0.61,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133376.6,3210.36,317,1.00:2.07,0.70:0.00,1.4
雨裁,しめ縄+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.26:0.87,1.4
雨裁,しめ縄+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.6,2836.84,432,0.89:1.77,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133303.1,2987.48,504,0.95:1.90,0.64:0.12,1.4
雨裁,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),133189.7,1642.68,265,1.00:2.13,0.08:1.23,1.4
雨裁,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),133189.7,1642.68,265,1.00:2.13,0.40:0.61,1.4
末路,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),133061.7,3509.26,187,0.91:1.82,0.24:0.92,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132987.3,2987.48,317,1.00:2.21,0.49:0.43,1.4
裁断,火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132938.9,3195.84,0,1.00:1.99,0.15:1.09,1.4
裁断,火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132938.9,3195.84,0,1.00:1.99,0.47:0.47,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132920.2,3057.9,604,0.90:1.79,0.25:0.89,1.4
葦海の標(1),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),132860.9,1985.4,287,1.00:2.15,0.07:1.25,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132843.9,3185.3,554,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132840,3440.1,80,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132840,3440.1,80,1.00:2.10,0.41:0.58,1.4
裁断,火魔女+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132814.8,3195.84,267,1.00:1.99,0.15:1.09,1.4
裁断,火魔女+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132814.8,3195.84,267,1.00:1.99,0.47:0.47,1.4
裁断,火魔女+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132814.8,3195.84,267,1.00:1.99,0.15:1.09,1.4
裁断,火魔女+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132814.8,3195.84,267,1.00:1.99,0.47:0.47,1.4
裁断,火魔女+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132814.8,3195.84,267,1.00:1.99,0.15:1.09,1.4
裁断,火魔女+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132814.8,3195.84,267,1.00:1.99,0.47:0.47,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),132789.7,2966.76,445,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),132789.7,2966.76,445,0.89:1.77,0.58:0.25,1.4
赤角石塵滅砕,楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132776.2,2751.16,160,1.00:2.21,0.49:0.43,1.4
赤角石塵滅砕,楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132776.2,2751.16,160,1.00:2.21,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132765.2,3262.624,180,0.95:1.90,0.64:0.12,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),132735.9,1935,330,1.00:2.07,0.70:0.00,1.4
裁断,楽団+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132688.7,3195.84,347,0.84:1.68,0.31:0.78,1.4
裁断,楽園+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132688.7,3195.84,347,0.84:1.68,0.31:0.78,1.4
黒岩完凸(平均),火魔女4(1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132640.2,2983,374,0.87:1.74,0.56:0.28,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132602.4,2983,160,1.00:2.05,0.40:0.60,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132602.4,2983,160,1.00:2.05,0.40:0.60,1.4
裁断,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),132532.4,2106.84,287,1.00:2.04,0.13:1.14,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,132448.3,2751.16,230,1.00:2.40,0.70:0.00,1.4
裁断,楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132446.2,3195.84,347,1.00:1.99,0.15:1.09,1.4
裁断,楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132446.2,3195.84,347,1.00:1.99,0.47:0.47,1.4
裁断,楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132446.2,3195.84,347,1.00:1.99,0.15:1.09,1.4
裁断,楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132446.2,3195.84,347,1.00:1.99,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132376.2,3105.64,454,0.95:1.90,0.64:0.12,1.4
葦海の標(1),金メッキ4(同元素2),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132373.4,3312.7,504,0.90:1.79,0.25:0.89,1.4
雨裁,ファントム+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,ファントム+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,ファントム+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,ファントム+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,ファントム+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,ファントム+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,花海+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,花海+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,華館+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,華館+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+劇団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+砂上,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+深林,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+千岩,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+沈淪,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
雨裁,金メッキ+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132358.2,2690.68,245,0.89:1.77,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),132353.5,2240.2,230,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),132353.5,2240.2,230,1.00:2.10,0.41:0.58,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132226.4,3210.36,317,1.00:2.05,0.40:0.60,1.4
雨裁,火魔女4(1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132188.8,2690.68,539,0.73:1.46,0.42:0.56,1.4
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132146.4,2903.08,267,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132146.4,2903.08,267,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132146.4,2903.08,267,1.00:2.40,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),132146.4,2903.08,267,1.00:2.40,0.70:0.00,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,132038,1803.4,230,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,132038,1803.4,230,1.00:2.10,0.41:0.58,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),131994.4,1695.16,287,1.00:2.40,0.70:0.00,1.4
雨裁,金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131974.8,3069.072,395,0.73:1.46,0.42:0.56,1.4
裁断,金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131965.3,3605.76,80,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131965.3,3605.76,80,1.00:1.99,0.47:0.47,1.4
裁断,金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),131925.8,2380.12,230,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),131925.8,2380.12,230,1.00:1.99,0.47:0.47,1.4
雨裁,しめ縄+火魔女,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.26:0.87,1.4
雨裁,しめ縄+火魔女,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131902.7,2836.84,165,0.89:1.77,0.58:0.25,1.4
末路(R2、30%以下),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131896.9,3682.16,180,0.89:1.77,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131896.9,3682.16,180,0.89:1.77,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131892.8,3609.36,180,0.90:1.79,0.25:0.89,1.4
赤角石塵滅砕,火魔女+楽団,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131882.9,2751.16,454,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+金メッキ,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131882.9,2751.16,454,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+楽園,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131882.9,2751.16,454,0.95:1.90,0.64:0.12,1.4
雨裁,金メッキ4(同元素2),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131784,3296.432,295,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素2),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131784,3296.432,295,0.89:1.77,0.58:0.25,1.4
黒岩完凸(平均),金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131731.6,3324.04,267,0.87:1.74,0.56:0.28,1.4
黒岩完凸(効果無し),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131731.2,2804.36,180,1.00:2.07,0.70:0.00,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131727.7,2983,347,0.87:1.74,0.56:0.28,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131727.7,2983,347,0.87:1.74,0.56:0.28,1.4
赤角石塵滅砕,しめ縄+火魔女,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131718.5,2903.08,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131718.5,2903.08,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131718.5,2903.08,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131718.5,2903.08,187,0.95:1.90,0.64:0.12,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),131591.3,1935,330,1.00:2.05,0.40:0.60,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131476.6,3440.1,454,0.90:1.79,0.25:0.89,1.4
雨裁,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),131470.4,1642.68,452,0.91:1.82,0.24:0.92,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),131418.4,1985.4,287,0.90:1.79,0.25:0.89,1.4
雨裁,火魔女+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131372.5,2690.68,432,0.73:1.46,0.42:0.56,1.4
雨裁,火魔女+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),131372.5,2690.68,432,0.73:1.46,0.42:0.56,1.4
