武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
葦海の標(1),火魔女+楽園,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123097.1,3057.9,454,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素3),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),123083,3440.1,454,0.70:1.39,0.25:0.89,1.4
雨裁,ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,123040.1,1480.28,352,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,123040.1,1480.28,352,0.87:1.73,0.40:0.61,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123006.5,2112.8,467,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123006.5,2112.8,467,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123002.8,1695.16,287,1.00:2.17,0.31:0.79,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),123002.8,1695.16,287,1.00:2.17,0.62:0.17,1.4
葦海の標(1),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,122995.3,1803.4,374,1.00:2.06,0.23:0.94,1.4
葦海の標(1),しめ縄+火魔女,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),しめ縄+火魔女,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+剣闘士,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+剣闘士,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+残響,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+残響,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+辰砂,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+辰砂,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122975,3221.7,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素2),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122894.2,2240.2,417,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素2),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122894.2,2240.2,417,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,122819,1803.4,374,0.88:1.75,0.07:1.25,1.4
赤角石塵滅砕,ファントム+楽団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+楽園,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,花海+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,華館+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+劇団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+砂上,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+深林,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+千岩,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+沈淪,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+氷風,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+悠久,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+雷,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122799.1,2751.16,267,0.91:1.81,0.49:0.43,1.4
螭龍の剣(バフ無し),ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122660.5,2690.68,374,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122625.8,1985.4,517,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122625.8,1985.4,517,0.85:1.70,0.41:0.58,1.4
黒岩完凸(効果無し),ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122617.9,2690.68,374,0.85:1.70,0.38:0.64,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122617.8,1695.16,287,0.91:1.81,0.49:0.43,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,122601.3,1803.4,417,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,122601.3,1803.4,417,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122582.9,1985.4,474,1.00:2.06,0.23:0.94,1.4
赤角石塵滅砕,ファントム4,攻撃%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122572.3,3144.464,374,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,122540.8,1526.36,374,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122494.9,2919.96,287,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122474.3,1695.16,474,0.93:1.86,0.46:0.48,1.4
黒岩完凸(平均),火魔女+楽団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122450.7,2983,267,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122450.7,2983,267,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女+楽園,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122450.7,2983,267,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女+楽団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122432.4,2983,267,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),火魔女+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122432.4,2983,267,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),火魔女+楽園,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122432.4,2983,267,0.81:1.67,0.70:0.00,1.4
螭龍の剣(バフ無し),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122418.6,2690.68,417,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122418.6,2690.68,417,0.82:1.65,0.44:0.53,1.4
赤角石塵滅砕,金メッキ4(同元素0),攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122412.6,3144.464,417,0.91:1.81,0.49:0.43,1.4
裁断,火魔女4(1),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122402.8,3195.84,374,0.64:1.28,0.31:0.78,1.4
裁断,金メッキ4(同元素0),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122386.4,3650.656,230,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素0),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122386.4,3650.656,230,0.80:1.59,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,122381.2,1526.36,417,0.91:1.81,0.49:0.43,1.4
黒岩完凸(効果無し),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122375.8,2690.68,417,0.82:1.65,0.40:0.60,1.4
葦海の標(1),火魔女4(1),元素熟知+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122374,3239.9,287,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女4(1),元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122374,3239.9,287,0.85:1.70,0.41:0.58,1.4
黒岩完凸(効果無し),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122357.6,2690.68,417,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,火魔女4(1),攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122321.2,3144.464,187,0.81:2.00,0.70:0.00,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122277.6,1985.4,287,1.00:1.90,0.00:1.40,1.4
葦海の標(1),金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122247.1,2367.6,367,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122247.1,2367.6,367,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女4(1),攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122242.6,3481.96,187,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女4(1),攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122242.6,3481.96,187,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,122129.5,1930.8,367,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,122129.5,1930.8,367,0.85:1.70,0.41:0.58,1.4
螭龍の剣(バフ無し),ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122125.5,2690.68,187,1.00:1.90,0.00:1.40,1.4
螭龍の剣(バフ無し),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122097.1,2690.68,374,1.00:2.01,0.26:0.89,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122090.7,1813.32,467,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素0),攻撃%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122088.6,3144.464,417,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+楽団,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122085.6,2751.16,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+金メッキ,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122085.6,2751.16,454,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女+楽園,元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122085.6,2751.16,454,0.75:1.50,0.64:0.12,1.4
黒岩完凸(効果無し),ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122076.8,2690.68,374,1.00:2.01,0.22:0.96,1.4
黒岩完凸(効果無し),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122076.8,2690.68,374,1.00:2.01,0.53:0.33,1.4
雨裁,金メッキ4(同元素1),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122035.9,3182.752,345,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素1),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),122035.9,3182.752,345,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),122012.2,1931.48,417,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+楽団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,ファントム+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,ファントム+楽園,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,花海+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,華館+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+劇団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+砂上,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+深林,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+沈淪,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+氷風,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+悠久,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+雷,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121942.3,2751.16,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,121920.3,1644.52,367,0.91:1.81,0.49:0.43,1.4
葦海の標(1),ファントム+楽団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),ファントム+楽団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),ファントム+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム+楽園,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),ファントム+楽園,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),花海+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),花海+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),華館+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),華館+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+劇団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+劇団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+砂上,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+砂上,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+深林,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+深林,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+千岩,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+沈淪,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+沈淪,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+氷風,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+氷風,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+悠久,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+悠久,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+雷,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+雷,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121787.5,3057.9,267,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),121762.3,1695.16,287,0.81:2.00,0.70:0.00,1.4
末路(R2、30%以下),ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),121733.3,3554.76,374,0.87:1.73,0.08:1.23,1.4
