武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102992.9,1931.48,230,0.81:2.00,0.70:0.00,1.4
葦海の標(1),火魔女+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102961.8,3057.9,80,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102961.8,3057.9,80,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102961.8,3057.9,80,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102961.8,3057.9,80,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102961.8,3057.9,80,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102961.8,3057.9,80,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,102958.6,1803.4,187,1.00:2.06,0.23:0.94,1.4
裁断,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102955.2,3195.84,0,0.98:1.95,0.29:0.83,1.4
雨裁,ファントム4,元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102942.8,3069.072,165,0.71:1.42,0.24:0.92,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102907.1,3239.9,330,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102907.1,3239.9,330,0.85:1.70,0.41:0.58,1.4
葦海の標(1),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,102811.1,1803.4,187,0.88:1.75,0.07:1.25,1.4
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102810.2,3554.76,230,0.69:1.37,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102810.2,3554.76,230,0.69:1.37,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102809.3,3481.96,230,0.70:1.39,0.25:0.89,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102786.4,2751.16,230,0.91:1.81,0.49:0.43,1.4
裁断,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102772.6,3195.84,0,1.00:1.90,0.00:1.40,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102724.2,2853.08,265,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102724.2,2853.08,265,0.69:1.37,0.58:0.25,1.4
螭龍の剣(バフ無し),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102678.4,2690.68,187,0.85:1.70,0.10:1.20,1.4
雨裁,ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102678.1,2690.68,352,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102678.1,2690.68,352,0.87:1.73,0.40:0.61,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102654.8,2106.84,330,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102654.8,2106.84,330,0.80:1.59,0.47:0.47,1.4
黒岩完凸(平均),ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102647.6,1935,287,1.00:2.01,0.22:0.96,1.4
黒岩完凸(平均),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102647.6,1935,287,1.00:2.01,0.53:0.33,1.4
黒岩完凸(効果無し),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102642.7,2690.68,187,0.85:1.70,0.38:0.64,1.4
雨裁,楽団+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102616.8,2690.68,512,0.69:1.37,0.26:0.87,1.4
雨裁,楽団+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102616.8,2690.68,512,0.69:1.37,0.58:0.25,1.4
雨裁,楽園+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102616.8,2690.68,512,0.69:1.37,0.26:0.87,1.4
雨裁,楽園+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102616.8,2690.68,512,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102604.5,3144.464,187,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,102578.2,1526.36,187,0.93:1.86,0.46:0.48,1.4
雨裁,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102570.5,2918.04,482,0.53:1.06,0.42:0.56,1.4
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102552.1,2903.08,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102552.1,2903.08,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102552.1,2903.08,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102552.1,2903.08,267,0.91:1.81,0.49:0.43,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102525,2983,160,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102525,2983,160,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102509.7,2983,160,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102509.7,2983,160,0.81:1.67,0.70:0.00,1.4
葦海の標(1),ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102475.5,3239.9,287,0.88:1.75,0.07:1.25,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102434.2,1695.16,287,0.91:1.81,0.49:0.43,1.4
雨裁,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102387.1,2690.68,165,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102387.1,2690.68,165,0.87:1.73,0.40:0.61,1.4
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102280.7,2903.08,267,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102280.7,2903.08,267,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102280.7,2903.08,267,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102280.7,2903.08,267,0.75:1.50,0.64:0.12,1.4
裁断,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102262.2,2106.84,287,0.82:1.64,0.13:1.14,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102234.3,3210.36,317,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102219,3210.36,317,0.81:1.67,0.70:0.00,1.4
螭龍の剣(バフ無し),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102206.7,2690.68,187,1.00:2.01,0.26:0.89,1.4
黒岩完凸(効果無し),ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102189.7,2690.68,187,1.00:2.01,0.22:0.96,1.4
黒岩完凸(効果無し),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102189.7,2690.68,187,1.00:2.01,0.53:0.33,1.4
雨裁,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,102095.5,1480.28,165,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,102095.5,1480.28,165,0.87:1.73,0.40:0.61,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,102069.2,2751.16,230,0.81:2.00,0.70:0.00,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102054.2,2367.6,180,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),102054.2,2367.6,180,0.85:1.70,0.41:0.58,1.4
赤角石塵滅砕,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102048.9,2751.16,0,1.00:2.17,0.31:0.79,1.4
赤角石塵滅砕,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),102048.9,2751.16,0,1.00:2.17,0.62:0.17,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,101956,1930.8,180,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,101956,1930.8,180,0.85:1.70,0.41:0.58,1.4
末路,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101907.6,3509.26,230,0.69:1.37,0.26:0.87,1.4
末路,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101907.6,3509.26,230,0.69:1.37,0.58:0.25,1.4
裁断,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101902.6,2106.84,100,0.98:1.95,0.29:0.83,1.4
末路(R2、30%以下),ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101902.2,3554.76,187,0.87:1.73,0.08:1.23,1.4
末路(R2、30%以下),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101902.2,3554.76,187,0.87:1.73,0.40:0.61,1.4
葦海の標(1),ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101871.1,3481.96,187,0.88:1.75,0.07:1.25,1.4
黒岩完凸(平均),ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101845.5,2983,0,1.00:2.01,0.22:0.96,1.4
黒岩完凸(平均),ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101845.5,2983,0,1.00:2.01,0.53:0.33,1.4
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101836.6,2903.08,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101836.6,2903.08,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101836.6,2903.08,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101836.6,2903.08,267,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,101781.4,1644.52,180,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101773.6,3038.12,280,0.91:1.81,0.49:0.43,1.4
裁断,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101757.3,2243.48,280,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101757.3,2243.48,280,0.80:1.59,0.47:0.47,1.4
雨裁,ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101747.9,2853.08,452,0.71:1.42,0.24:0.92,1.4
葦海の標(1),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲+万葉,101746.3,1803.4,374,0.88:1.75,0.07:1.25,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101743.3,1935,330,0.82:1.65,0.40:0.60,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101733.3,3221.7,267,0.85:1.70,0.41:0.58,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101730.2,3210.36,317,0.67:1.34,0.56:0.28,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101728.1,1935,330,0.81:1.67,0.70:0.00,1.4
裁断,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101721.9,2106.84,100,1.00:1.90,0.00:1.40,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101719.4,1695.16,287,0.81:2.00,0.70:0.00,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101686.5,1985.4,100,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101686.5,1985.4,100,0.85:1.70,0.41:0.58,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101671,3031.72,432,0.53:1.06,0.42:0.56,1.4
裁断,金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101666.2,3605.76,267,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101666.2,3605.76,267,0.80:1.59,0.47:0.47,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,101565.8,1803.4,417,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,101565.8,1803.4,417,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101550.3,3057.9,230,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101550.3,3057.9,230,0.85:1.70,0.41:0.58,1.4
雨裁,金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101550.1,3182.752,345,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101550.1,3182.752,345,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲+万葉,101515.8,1526.36,374,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101507.4,2919.96,100,0.91:1.81,0.49:0.43,1.4
末路(R2、30%以下),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101491.4,3554.76,187,0.71:1.42,0.24:0.92,1.4
赤角石塵滅砕,しめ縄+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101452.2,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101452.2,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101452.2,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101452.2,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101446.8,2751.16,604,0.75:1.50,0.64:0.12,1.4
葦海の標(1),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101405.1,1985.4,474,0.88:1.75,0.07:1.25,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,101383.5,1526.36,417,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101368.3,2869.32,554,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101351.7,2751.16,187,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101347.3,2049.64,180,0.91:1.81,0.49:0.43,1.4
雨裁,火魔女4(1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101340.1,3069.072,165,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101340.1,3069.072,165,0.69:1.37,0.58:0.25,1.4
黒岩完凸(平均),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),101337,1935,287,0.85:1.70,0.38:0.64,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101284.8,3221.7,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101284.8,3221.7,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101284.8,3221.7,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),101284.8,3221.7,267,0.70:1.39,0.25:0.89,1.4
