武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,加算,HP,バフ,バフ共通,元素バフ,バフ落下,会心ダメ期待値,熟知,元素反応,耐性ダウン計算後,率ダメ,聖遺物組み合わせ,花,羽,時計,杯,冠,サブステ,サブHP%,サブHP,スコア
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),156159,3379,9000,23442,1.47,0.19,0,1.28,2.32248,474,2.553895,0.565,0.61:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),156097,3371,9000,27330,1.686,0.94,0.466,0.28,3.10296,287,2.208852,0.45,0.97:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,マーヴィカ(灰燼以外、戦意200時)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155997,3093,9000,23442,2.476,0.73,0.466,1.28,2.49592,187,2.215968,0.45,0.69:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155941,3668,9000,20332,2.496,0.75,0.466,1.28,2.114525,374,2.378429,0.45,0.75:1.49,,(),(),(),(),(),0.20:0.61,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,シトラリ(灰燼以外)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155908,2914,9000,23442,1.61,0.33,0,1.28,2.49592,374,2.603429,0.525,0.69:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,155908,2914,9000,23442,1.61,0.33,0,1.28,2.49592,374,2.603429,0.525,0.69:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155874,3236,9000,23442,1.496,0.75,0.466,0.28,2.519025,374,2.378429,0.565,0.87:1.74,,(),(),(),(),(),0.40:0.20,0,0,1
護摩,しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155823,3364,9000,23442,1.53,0.75,0,0.78,2.434818,374,2.378429,0.565,0.85:1.69,,(),(),(),(),(),0.43:0.15,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心率,シトラリ(灰燼以外)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155795,2914,9000,23442,2.496,0.75,0.466,1.28,2.434818,187,1.990968,0.525,0.85:1.69,,(),(),(),(),(),0.43:0.15,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,155795,2914,9000,23442,2.496,0.75,0.466,1.28,2.434818,187,1.990968,0.525,0.85:1.69,,(),(),(),(),(),0.43:0.15,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155778,4081,9000,23442,2.076,0.33,0.466,1.28,2.06674,374,2.603429,0.45,0.69:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中1),ファントム4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155767,2924,9000,24220,1.36,1.08,0,0.28,2.867044,561,2.916994,0.45,0.99:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
護摩,長き夜の誓い4,HP%+炎バフ+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),155654,3955,9000,34578,2.266,0.52,0.466,1.28,2.573538,100,2.002778,0.45,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155632,3356,9000,27330,2.326,1.08,0.466,0.78,2.49592,187,2.215968,0.45,0.69:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,長き夜の誓い4,HP%+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155495,3820,9000,30690,2.076,0.33,0.466,1.28,2.573538,0,1.725,0.565,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),155296,3379,9000,23442,1.936,0.19,0.466,1.28,1.94306,474,2.553895,0.565,0.61:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),155193,2851,9000,24220,2.686,0.94,0.466,1.28,2.114525,474,2.553895,0.45,0.75:1.49,,(),(),(),(),(),0.20:0.61,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),155092,3371,9000,27330,2.686,0.94,0.466,1.28,1.94306,474,2.553895,0.45,0.61:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155085,2689,9000,24220,2.326,1.08,0.466,0.78,2.774728,187,2.215968,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),155085,2689,9000,24220,2.326,1.08,0.466,0.78,2.774728,187,2.215968,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑以外),155047,2531,9000,20332,1.91,0.63,0,1.28,2.774728,374,2.603429,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑以外),155047,2531,9000,20332,1.91,0.63,0,1.28,2.774728,374,2.603429,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154886,3074,9000,27579,2.076,0.33,0.466,1.28,2.237164,187,2.215968,0.565,0.79:1.57,,(),(),(),(),(),0.16:0.69,0,0,1
赤砂の杖(スキル命中1),楽団+長き夜の誓い,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154838,2689,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中1),楽団+長き夜の誓い,元素熟知+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154838,2689,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中1),金メッキ+長き夜の誓い,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154838,2689,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中1),金メッキ+長き夜の誓い,元素熟知+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154838,2689,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中1),楽団+長き夜の誓い,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154672,2838,9000,24220,1.61,1.08,0,0.53,2.774728,454,2.745317,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中1),楽団+長き夜の誓い,元素熟知+元素熟知+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154672,2838,9000,24220,1.61,1.08,0,0.53,2.774728,454,2.745317,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中1),金メッキ+長き夜の誓い,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154672,2838,9000,24220,1.61,1.08,0,0.53,2.774728,454,2.745317,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中1),金メッキ+長き夜の誓い,元素熟知+元素熟知+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154672,2838,9000,24220,1.61,1.08,0,0.53,2.774728,454,2.745317,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154464,3364,9000,23442,1.996,0.75,0.466,0.78,2.434818,187,1.990968,0.565,0.85:1.69,,(),(),(),(),(),0.43:0.15,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),154438,3208,9000,31467,2.22,0.94,0,1.28,2.627208,287,2.208852,0.45,0.90:1.80,,(),(),(),(),(),0.35:0.30,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,HP%+元素熟知+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),154438,3208,9000,31467,2.22,0.94,0,1.28,2.627208,287,2.208852,0.45,0.90:1.80,,(),(),(),(),(),0.04:0.92,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+元素熟知,ベネット(西風、旧貴族)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154411,3817,9000,20332,1.61,0.33,0,1.28,2.237164,561,2.916994,0.45,0.79:1.57,,(),(),(),(),(),0.16:0.69,0,0,1
護摩,長き夜の誓い4,HP%+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),154396,3963,9000,30690,1.47,0.19,0,1.28,2.434818,287,2.208852,0.565,0.85:1.69,,(),(),(),(),(),0.43:0.15,0,0,1
赤砂の杖(スキル命中0),ファントム4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154332,2718,9000,20332,1.496,0.75,0.466,0.28,2.716805,374,2.378429,0.565,0.93:1.85,,(),(),(),(),(),0.02:0.97,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154318,2835,9000,20332,1.53,0.75,0,0.78,2.627208,374,2.378429,0.565,0.90:1.80,,(),(),(),(),(),0.35:0.30,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154318,2835,9000,20332,1.53,0.75,0,0.78,2.627208,374,2.378429,0.565,0.90:1.80,,(),(),(),(),(),0.04:0.92,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,シトラリ(灰燼以外)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154163,2531,9000,20332,2.076,0.33,0.466,1.28,2.237164,374,2.603429,0.525,0.79:1.57,,(),(),(),(),(),0.16:0.69,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,154163,2531,9000,20332,2.076,0.33,0.466,1.28,2.237164,374,2.603429,0.525,0.79:1.57,,(),(),(),(),(),0.16:0.69,0,0,1
護摩,長き夜の誓い4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),154004,3820,9000,30690,2.496,0.75,0.466,1.28,1.94306,187,1.990968,0.565,0.61:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,楽団+金メッキ,元素熟知+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153927,3228,9000,27330,1.826,1.08,0.466,0.28,2.573538,347,2.552609,0.45,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
護摩,長き夜の誓い4,HP%+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153865,3812,9000,34578,2.826,1.08,0.466,1.28,2.573538,0,1.725,0.45,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,シトラリ(灰燼以外)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153864,2914,9000,23442,2.03,0.75,0,1.28,2.32248,374,2.378429,0.525,0.61:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,153864,2914,9000,23442,2.03,0.75,0,1.28,2.32248,374,2.378429,0.525,0.61:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153737,3093,9000,23442,2.43,1.15,0,1.28,2.32248,374,2.378429,0.45,0.61:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153696,3236,9000,23442,1.03,0.75,0,0.28,3.054,374,2.378429,0.565,1.00:2.05,,(),(),(),(),(),0.25:0.51,0,0,1
護摩,ファントム4,元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),153634,3371,9000,27330,1.686,0.94,0.466,0.28,3.054,287,2.208852,0.45,1.00:2.05,,(),(),(),(),(),0.25:0.51,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+元素熟知,マーヴィカ(灰燼以外、戦意200時)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153633,2693,9000,20332,2.476,0.73,0.466,1.28,2.237164,374,2.603429,0.45,0.79:1.57,,(),(),(),(),(),0.16:0.69,0,0,1
護摩,長き夜の誓い4,元素熟知+元素熟知+会心率,モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑以外),153629,2914,9000,23442,1.91,0.63,0,1.28,2.573538,374,2.603429,0.45,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,HP%+炎バフ+元素熟知,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153542,3078,9000,31467,2.826,1.08,0.466,1.28,2.237164,187,2.215968,0.45,0.79:1.57,,(),(),(),(),(),0.16:0.69,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153521,3563,9000,20332,2.496,0.75,0.466,1.28,2.114525,374,2.378429,0.45,0.75:1.49,,(),(),(),(),(),0.20:0.61,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑以外),153473,2531,9000,20332,2.33,1.05,0,1.28,2.627208,374,2.378429,0.45,0.90:1.80,,(),(),(),(),(),0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+万葉(翠緑以外),153473,2531,9000,20332,2.33,1.05,0,1.28,2.627208,374,2.378429,0.45,0.90:1.80,,(),(),(),(),(),0.04:0.92,0,0,1
赤砂の杖(スキル命中1),楽団+金メッキ,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153465,2753,9000,24220,1.826,1.08,0.466,0.28,2.774728,347,2.552609,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中1),楽団+金メッキ,元素熟知+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153465,2753,9000,24220,1.826,1.08,0.466,0.28,2.774728,347,2.552609,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153438,2790,9000,20332,1.576,0.33,0.466,0.78,2.774728,187,2.215968,0.565,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153438,2790,9000,20332,1.576,0.33,0.466,0.78,2.774728,187,2.215968,0.565,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中1),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153383,2774,9000,24220,1.36,1.08,0,0.28,3.244,374,2.603429,0.45,1.00:2.24,,(),(),(),(),(),0.13:0.74,0,0,1
護摩,長き夜の誓い4,元素熟知+炎バフ+会心率,フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153247,3093,9000,23442,2.896,1.15,0.466,1.28,2.434818,187,1.990968,0.45,0.85:1.69,,(),(),(),(),(),0.43:0.15,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,シトラリ(灰燼以外)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153161,2381,9000,20332,2.496,0.75,0.466,1.28,2.627208,187,1.990968,0.525,0.90:1.80,,(),(),(),(),(),0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心率,シトラリ(灰燼以外)+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),153161,2381,9000,20332,2.496,0.75,0.466,1.28,2.627208,187,1.990968,0.525,0.90:1.80,,(),(),(),(),(),0.04:0.92,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,153161,2381,9000,20332,2.496,0.75,0.466,1.28,2.627208,187,1.990968,0.525,0.90:1.80,,(),(),(),(),(),0.35:0.30,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,153161,2381,9000,20332,2.496,0.75,0.466,1.28,2.627208,187,1.990968,0.525,0.90:1.80,,(),(),(),(),(),0.04:0.92,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+元素熟知,シロネン(灰燼以外、2凸、2色以上)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),153090,3182,9000,20332,1.47,0.19,0,1.28,2.114525,661,2.836325,0.565,0.75:1.49,,(),(),(),(),(),0.20:0.61,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),153034,2948,9000,24220,2.22,0.94,0,1.28,2.114525,661,2.836325,0.45,0.75:1.49,,(),(),(),(),(),0.20:0.61,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+元素熟知+元素熟知,マーヴィカ(灰燼以外、戦意200時)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152921,2843,9000,20332,2.01,0.73,0,1.28,2.237164,561,2.916994,0.45,0.79:1.57,,(),(),(),(),(),0.16:0.69,0,0,1
護摩,楽団+長き夜の誓い,元素熟知+元素熟知+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152894,3228,9000,27330,1.61,1.08,0,0.53,2.573538,454,2.745317,0.45,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
護摩,金メッキ+長き夜の誓い,元素熟知+元素熟知+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152894,3228,9000,27330,1.61,1.08,0,0.53,2.573538,454,2.745317,0.45,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152832,2614,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,元素熟知+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152832,2614,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152832,2614,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.31:0.38,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,元素熟知+炎バフ+会心率,フリーナ(フル)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152832,2614,9000,24220,2.076,1.08,0.466,0.53,2.774728,267,2.392366,0.45,0.94:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
赤砂の杖(スキル命中0),長き夜の誓い4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152803,3660,9000,20332,2.03,0.75,0,1.28,2.114525,561,2.691994,0.45,0.75:1.49,,(),(),(),(),(),0.20:0.61,0,0,1
護摩,長き夜の誓い4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),152741,3955,9000,34578,2.22,0.94,0,1.28,2.32248,287,2.208852,0.45,0.61:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,長き夜の誓い4,HP%+元素熟知+会心率,マーヴィカ(灰燼以外、戦意200時)+モナ(5/9秒平均)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),152460,3677,9000,30690,2.01,0.73,0,1.28,2.573538,187,2.215968,0.45,0.89:1.77,,(),(),(),(),(),0.39:0.23,0,0,1
赤砂の杖(スキル命中1),長き夜の誓い4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),152456,3728,9000,20332,1.936,0.19,0.466,1.28,2.627208,287,2.208852,0.45,0.90:1.80,,(),(),(),(),(),0.35:0.30,0,0,1
