武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,元素反応,率ダメ,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
死闘の槍(R5、敵1のみ),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93790,3722,20332,1.786,2.94242,287,2.208852,0.99:1.97,,0.26:1.09,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93746,4305,24220,1.27,3.044,704,2.89417,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93746,4305,24220,1.27,3.044,704,2.89417,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93712,4673,23442,1.02,2.8428,474,2.553895,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93707,5250,34578,1.77,2.317065,474,2.553895,0.81:1.62,,0.76:0.08,0,0,1.6
死闘の槍(R5、敵1のみ),ファントム4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93687,3865,24220,1.886,3.02,474,2.553895,1.00:2.02,,0.23:1.14,0,0,1.6
赤砂の杖(スキル命中1),ファントム4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93674,2984,24220,1.856,3.093,474,2.553895,1.00:2.09,,0.20:1.21,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93673,4216,27579,1.286,3.044,330,2.294798,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93673,4216,27579,1.286,3.044,330,2.294798,1.00:2.04,,0.22:1.16,0,0,1.6
匣中滅龍(R5),ファントム4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93632,4050,31467,1.78,2.926685,508,2.609364,0.98:1.96,,0.57:0.46,0,0,1.6
匣中滅龍(R5),ファントム4,HP%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93632,4050,31467,1.78,2.926685,508,2.609364,0.98:1.96,,0.26:1.08,0,0,1.6
和璞鳶,しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93552,4274,24220,1.936,2.812608,287,2.433852,0.95:1.90,,0.60:0.40,0,0,1.6
和璞鳶,しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93552,4274,24220,1.936,2.812608,287,2.433852,0.95:1.90,,0.29:1.02,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93532,4061,20332,1.286,2.501645,704,2.89417,0.87:1.73,,0.38:0.85,0,0,1.6
護摩,しめ縄+ファントム,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93526,4352,23442,1.436,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄+火魔女,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93526,4352,23442,1.436,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93494,5250,34578,2.236,2.8428,100,1.777778,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄+金メッキ,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93474,4665,27330,1.736,2.8428,367,2.365403,0.85:2.17,,0.80:0.00,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93436,4007,24220,1.816,3.124,287,2.433852,1.00:2.12,,0.49:0.62,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93436,4007,24220,1.816,3.124,287,2.433852,1.00:2.12,,0.18:1.24,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),93429,3820,27330,1.44,2.870178,474,2.553895,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム4,HP%+元素熟知+攻撃%,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93421,4287,34578,1.39,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,ファントム4,元素熟知+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93375,4870,27330,1.42,3.294,287,2.208852,1.00:2.29,,0.74:0.13,0,0,1.6
護摩,ファントム4,元素熟知+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93375,4870,27330,1.42,3.294,287,2.208852,1.00:2.29,,0.43:0.75,0,0,1.6
護摩,金メッキ4(同元素0),攻撃%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93346,4870,27330,1.316,3.01624,330,2.519798,0.93:2.17,,0.80:0.00,0,0,1.6
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93328,3877,20332,1.045,3.044,474,2.778895,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93328,3877,20332,1.045,3.044,474,2.778895,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,ファントム4,元素熟知+元素熟知+攻撃%,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93298,3703,27330,1.39,2.966145,474,2.553895,0.99:1.98,,0.58:0.44,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,HP%+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93291,4298,27579,1.32,3.044,287,2.208852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,HP%+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93291,4298,27579,1.32,3.044,287,2.208852,1.00:2.04,,0.22:1.16,0,0,1.6
赤砂の杖(スキル命中0),ファントム4,HP%+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93280,4344,31467,1.886,3.093,287,2.208852,1.00:2.09,,0.20:1.21,0,0,1.6
護摩,金メッキ4(同元素0),攻撃%+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93277,4870,27330,1.316,3.014,330,2.519798,1.00:2.01,,0.57:0.47,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93260,4155,24220,1.316,3.124,517,2.848718,1.00:2.12,,0.49:0.62,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),93260,4155,24220,1.316,3.124,517,2.848718,1.00:2.12,,0.18:1.24,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93231,4083,34578,2.206,2.317065,287,2.208852,0.81:1.62,,0.76:0.08,0,0,1.6
護摩,金メッキ4(同元素0),HP%+HP%+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93182,4539,41825,1.24,2.870178,330,2.294798,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93164,4537,27330,1.27,2.870178,704,2.89417,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),93161,4405,34578,1.44,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,火魔女4(1),HP%+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93123,5121,34578,1.961,2.317065,287,2.433852,0.81:1.62,,0.76:0.08,0,0,1.6
和璞鳶,しめ縄4,元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93096,4031,20332,1.44,2.663488,474,2.553895,0.91:1.82,,0.64:0.32,0,0,1.6
和璞鳶,しめ縄4,元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93096,4031,20332,1.44,2.663488,474,2.553895,0.91:1.82,,0.33:0.94,0,0,1.6
護摩,しめ縄+金メッキ,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),93091,4352,23442,1.286,2.8428,367,2.365403,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,ファントム+火魔女,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93075,4537,27330,1.57,2.870178,474,2.553895,0.97:1.93,,0.61:0.39,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,元素熟知+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),93065,4285,20332,1.486,2.501645,474,2.553895,0.87:1.73,,0.38:0.85,0,0,1.6
和璞鳶,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92982,4134,24220,1.54,3.184,474,2.553895,1.00:2.18,,0.46:0.68,0,0,1.6
和璞鳶,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92982,4134,24220,1.54,3.184,474,2.553895,1.00:2.18,,0.15:1.30,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92972,4808,30690,1.286,2.317065,517,2.623718,0.81:1.62,,0.76:0.08,0,0,1.6
護摩,しめ縄+ファントム,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92959,4665,27330,1.886,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄+火魔女,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92959,4665,27330,1.886,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+攻撃%,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92952,4685,23442,1.786,2.317065,287,2.208852,0.81:1.62,,0.76:0.08,0,0,1.6
護摩,しめ縄4,HP%+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92948,4083,34578,2.206,2.870178,100,1.777778,0.97:1.93,,0.61:0.39,0,0,1.6
赤砂の杖(スキル命中0),火魔女4(1),元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92944,3891,24220,1.961,3.044,287,2.433852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中0),火魔女4(1),元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92944,3891,24220,1.961,3.044,287,2.433852,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92937,4545,23442,0.986,2.870178,517,2.623718,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,金メッキ4(同元素0),HP%+HP%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92892,5705,41825,1.27,2.870178,330,2.294798,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,火魔女4(1),元素熟知+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92888,4537,27330,1.075,3.01624,474,3.003896,0.93:2.17,,0.80:0.00,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92859,4305,24220,1.736,2.501645,704,2.89417,0.87:1.73,,0.38:0.85,0,0,1.6
護摩,火魔女4(1),HP%+炎バフ+会心ダメージ,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92851,3955,34578,1.511,3.01624,100,2.227778,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,金メッキ4(同元素0),HP%+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92828,3955,34578,1.24,2.870178,517,2.623718,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,火魔女4(1),元素熟知+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92819,4537,27330,1.075,3.014,474,3.003896,1.00:2.01,,0.57:0.47,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),HP%+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92806,4459,31467,1.736,3.044,330,2.294798,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),金メッキ4(同元素0),HP%+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92806,4459,31467,1.736,3.044,330,2.294798,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,火魔女4(1),HP%+元素熟知+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92804,5121,34578,1.075,3.01624,287,2.658852,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,火魔女4(1),HP%+炎バフ+会心率,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92782,3955,34578,1.511,3.014,100,2.227778,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,火魔女4(1),元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),92777,3692,27330,1.631,2.870178,287,2.433852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92760,5121,34578,1.736,2.317065,517,2.623718,0.81:1.62,,0.76:0.08,0,0,1.6
護摩,火魔女4(1),HP%+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92735,5121,34578,1.075,3.014,287,2.658852,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,火魔女4(1),HP%+炎バフ+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92717,3955,34578,1.931,2.870178,100,2.002778,0.97:1.93,,0.61:0.39,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92687,4055,20332,1.486,3.044,287,2.208852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92687,4055,20332,1.486,3.044,287,2.208852,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,しめ縄4,攻撃%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92671,4685,23442,1.786,2.870178,100,1.777778,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム4,HP%+炎バフ+元素熟知,フリーナ(フル)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92658,3955,34578,1.886,3.063,287,2.433852,1.00:2.06,,0.54:0.52,0,0,1.6
護摩,金メッキ4(同元素0),HP%+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),92652,4276,34578,1.406,2.870178,330,2.294798,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄+ファントム,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92634,4352,23442,1.436,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄+火魔女,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92634,4352,23442,1.436,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,元素熟知+攻撃%+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92623,3832,27330,1.74,2.870178,287,2.208852,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,攻撃%+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92591,4998,27330,1.816,3.01624,100,2.002778,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,ファントム4,HP%+元素熟知+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),92565,4276,34578,1.09,2.966145,474,2.553895,0.99:1.98,,0.58:0.44,0,0,1.6
赤砂の杖(スキル命中1),ファントム+金メッキ,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92540,3792,20332,1.436,3.044,367,2.365403,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),ファントム+金メッキ,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92540,3792,20332,1.436,3.044,367,2.365403,1.00:2.04,,0.22:1.16,0,0,1.6
赤砂の杖(スキル命中1),火魔女+金メッキ,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92540,3792,20332,1.436,3.044,367,2.365403,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),火魔女+金メッキ,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92540,3792,20332,1.436,3.044,367,2.365403,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),92537,3820,27330,1.44,2.8428,474,2.553895,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,攻撃%+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92523,4998,27330,1.816,3.014,100,2.002778,1.00:2.01,,0.57:0.47,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92490,4665,27330,1.77,2.317065,661,2.836325,0.81:1.62,,0.76:0.08,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92463,4104,24220,1.816,2.643485,474,2.778895,0.91:1.81,,0.34:0.93,0,0,1.6
赤砂の杖(スキル命中0),ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92461,4442,31467,1.42,3.093,474,2.553895,1.00:2.09,,0.20:1.21,0,0,1.6
護摩,火魔女4(1),元素熟知+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92427,4870,27330,1.495,2.870178,287,2.433852,0.97:1.93,,0.61:0.39,0,0,1.6
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92411,4104,24220,2.236,2.501645,474,2.553895,0.87:1.73,,0.38:0.85,0,0,1.6
護摩,火魔女4(1),元素熟知+炎バフ+元素熟知,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92398,4537,27330,1.541,2.450104,474,3.003896,0.85:1.70,,0.72:0.16,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92374,3499,27330,2.206,2.317065,474,2.553895,0.81:1.62,,0.76:0.08,0,0,1.6
赤砂の杖(スキル命中1),火魔女4(1),元素熟知+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92368,4121,24220,1.961,2.501645,474,2.778895,0.87:1.73,,0.38:0.85,0,0,1.6
護摩,ファントム+金メッキ,HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92364,4808,30690,1.436,2.870178,180,1.974684,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,火魔女+金メッキ,HP%+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92364,4808,30690,1.436,2.870178,180,1.974684,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92360,3499,27330,1.786,2.450104,474,2.778895,0.85:1.70,,0.72:0.16,0,0,1.6
護摩,しめ縄4,元素熟知+元素熟知+元素熟知,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92334,4352,23442,1.32,2.317065,661,2.836325,0.81:1.62,,0.76:0.08,0,0,1.6
和璞鳶,火魔女4(1),元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92333,3891,20332,1.631,2.663488,287,2.433852,0.91:1.82,,0.64:0.32,0,0,1.6
和璞鳶,火魔女4(1),元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92333,3891,20332,1.631,2.663488,287,2.433852,0.91:1.82,,0.33:0.94,0,0,1.6
護摩,火魔女4(1),HP%+炎バフ+元素熟知,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),92315,5121,34578,1.541,2.450104,287,2.658852,0.85:1.70,,0.72:0.16,0,0,1.6
護摩,金メッキ4(同元素0),HP%+HP%+会心ダメージ,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92293,4539,41825,1.24,2.8428,330,2.294798,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92275,4537,27330,1.27,2.8428,704,2.89417,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),92272,4405,34578,1.44,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92213,3371,27330,1.465,2.870178,474,2.778895,0.97:1.93,,0.61:0.39,0,0,1.6
護摩,ファントム+火魔女,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92188,4537,27330,1.57,2.8428,474,2.553895,0.85:2.17,,0.80:0.00,0,0,1.6
護摩,ファントム4,元素熟知+炎バフ+攻撃%,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),92154,4025,27330,1.556,2.966145,287,2.208852,0.99:1.98,,0.58:0.44,0,0,1.6
護摩,金メッキ4(同元素0),元素熟知+炎バフ+会心ダメージ,モナ(5/9秒平均)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92127,3371,27330,1.286,3.01624,517,2.848718,0.93:2.17,,0.80:0.00,0,0,1.6
護摩,しめ縄4,HP%+元素熟知+元素熟知,フリーナ(フル)+万葉(翠緑4)+夜蘭(終焉、9秒平均),92126,4083,34578,1.74,2.317065,474,2.553895,0.81:1.62,,0.76:0.08,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92108,4541,31467,1.77,3.044,287,2.208852,1.00:2.04,,0.53:0.54,0,0,1.6
赤砂の杖(スキル命中1),しめ縄4,HP%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92108,4541,31467,1.77,3.044,287,2.208852,1.00:2.04,,0.22:1.16,0,0,1.6
護摩,しめ縄+ファントム,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),92073,4665,27330,1.886,2.8428,287,2.208852,0.85:2.17,,0.80:0.00,0,0,1.6
