武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,加算,HP,バフ,バフ共通,元素バフ,バフ落下,会心ダメ期待値,熟知,元素反応,耐性ダウン計算後,率ダメ,聖遺物組み合わせ,花,羽,時計,杯,冠,サブステ,サブHP%,サブHP,スコア
赤砂の杖(スキル命中0),ファントム4,元素熟知+元素熟知+会心ダメージ,シトラリ(灰燼4)+フリーナ(フル)+ベネット(西風、旧貴族),77053,3563,0,20332,1.3,0.75,0.4,0,3.104,374,2.378429,0.525,1.00:2.10,,(),(),(),(),(),0.20:0.60,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+マーヴィカ(灰燼以外、戦意200時)+夜蘭(終焉、9秒平均),77019,3686,0,23442,1.956,0.59,0.866,0.5,2.334978,287,2.208852,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム4,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),77008,3414,0,23442,1.766,1.15,0.466,0,2.988018,187,1.990968,0.565,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
護摩,楽団+金メッキ,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),77001,4986,0,30690,1.616,0.75,0.866,0,1.8503,347,2.327609,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+万葉(翠緑4)+夜蘭(終焉、9秒平均),76901,4352,0,23442,1.456,0.49,0.466,0.5,2.334978,287,2.208852,0.575,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム4,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+トーマ+フリーナ(フル),76881,3998,0,30690,1.916,0.75,0.866,0,2.416245,187,1.990968,0.565,0.84:1.68,,(),(),(),(),(),0.43:0.14,0,0,1
護摩,ファントム4,HP%+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76860,4986,0,30690,0.9,0.75,0,0,2.97288,187,1.990968,0.565,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム+楽団,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),76802,4081,0,23442,1.666,1.05,0.466,0,2.334978,267,2.167367,0.575,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム+金メッキ,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),76802,4081,0,23442,1.666,1.05,0.466,0,2.334978,267,2.167367,0.575,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム4,HP%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),76728,5121,0,34578,1.09,0.94,0,0,2.97288,287,2.208852,0.45,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,楽団+金メッキ,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),76711,3414,0,23442,2.016,1.15,0.866,0,2.334978,347,2.327609,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),しめ縄+楽団,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76705,3915,0,20332,1.616,0.75,0.866,0,2.520768,267,2.167367,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+楽団,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76705,3915,0,20332,1.616,0.75,0.866,0,2.520768,267,2.167367,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),しめ縄+金メッキ,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76705,3915,0,20332,1.616,0.75,0.866,0,2.520768,267,2.167367,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+金メッキ,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76705,3915,0,20332,1.616,0.75,0.866,0,2.520768,267,2.167367,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩,ファントム+楽団,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76683,4402,0,23442,1.3,0.75,0.4,0,2.1924,454,2.520316,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム+金メッキ,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76683,4402,0,23442,1.3,0.75,0.4,0,2.1924,454,2.520316,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),76618,3414,0,23442,1.766,1.15,0.466,0,2.97288,187,1.990968,0.565,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),76587,4153,0,20332,1.09,0.19,0.4,0.5,2.520768,474,2.553895,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),76587,4153,0,20332,1.09,0.19,0.4,0.5,2.520768,474,2.553895,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩,ファントム4,HP%+炎バフ+HP%,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76543,5570,0,37937,1.766,0.75,0.866,0,2.416245,0,1.5,0.565,0.84:1.68,,(),(),(),(),(),0.43:0.14,0,0,1
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76512,5115,0,30690,2.116,0.75,0.866,0.5,2.334978,0,1.5,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),ファントム4,HP%+元素熟知+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),76509,3334,0,27579,1.7,1.15,0.4,0,2.607424,374,2.378429,0.565,0.90:1.79,,(),(),(),(),(),0.05:0.91,0,0,1
護摩,ファントム4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),76496,3414,0,23442,1.3,1.15,0,0,2.988018,374,2.378429,0.565,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
護摩,しめ縄4,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),76461,5258,0,30690,1.556,0.19,0.866,0.5,2.334978,100,1.777778,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),ファントム4,HP%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),76443,4017,0,27579,1.2,1.05,0,0,2.607424,374,2.378429,0.575,0.90:1.79,,(),(),(),(),(),0.05:0.91,0,0,1
護摩,楽団+長き夜の誓い,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76343,4402,0,23442,1.15,0.75,0.4,0.25,2.334978,454,2.520316,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,金メッキ+長き夜の誓い,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76343,4402,0,23442,1.15,0.75,0.4,0.25,2.334978,454,2.520316,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),ファントム4,HP%+HP%+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76341,4665,0,34826,1.3,0.75,0.4,0,2.607424,187,1.990968,0.565,0.90:1.79,,(),(),(),(),(),0.05:0.91,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),76338,4665,0,27330,1.906,0.94,0.466,0.5,2.334978,287,2.208852,0.45,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,しめ縄+楽団,HP%+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76280,5115,0,30690,1.15,0.75,0.4,0,2.334978,267,2.167367,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,しめ縄+金メッキ,HP%+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76280,5115,0,30690,1.15,0.75,0.4,0,2.334978,267,2.167367,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム4,HP%+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),76266,5121,0,34578,1.556,0.94,0.466,0,2.416245,287,2.208852,0.45,0.84:1.68,,(),(),(),(),(),0.43:0.14,0,0,1
護摩,しめ縄4,HP%+HP%+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76257,5699,0,37937,1.65,0.75,0.4,0.5,1.8503,187,1.990968,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),ファントム4,HP%+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76226,4211,0,27579,1.3,0.75,0.4,0,2.884,187,1.990968,0.565,1.00:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
護摩,しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),76196,3820,0,27330,1.44,0.94,0,0.5,2.334978,474,2.553895,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム+楽団,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76153,4986,0,30690,1.766,0.75,0.866,0,2.334978,80,1.725225,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム+金メッキ,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),76153,4986,0,30690,1.766,0.75,0.866,0,2.334978,80,1.725225,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),76108,3414,0,23442,1.3,1.15,0,0,2.97288,374,2.378429,0.565,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム4,HP%+HP%+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),76012,4583,0,37937,1.7,1.15,0.4,0,2.988018,0,1.5,0.565,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),75977,4405,0,34578,1.44,0.94,0,0.5,2.334978,287,2.208852,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,楽団+金メッキ,HP%+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),75955,3998,0,30690,1.55,1.15,0.4,0,2.334978,347,2.327609,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,しめ縄4,HP%+元素熟知+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),75927,4127,0,30690,2.05,1.15,0.4,0.5,1.8503,374,2.378429,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム4,HP%+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),75907,5121,0,34578,1.556,0.94,0.466,0,2.988018,100,1.777778,0.45,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
護摩,ファントム+楽団,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),75902,4545,0,23442,1.206,0.19,0.866,0,2.334978,367,2.365403,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム+金メッキ,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),75902,4545,0,23442,1.206,0.19,0.866,0,2.334978,367,2.365403,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),楽団+金メッキ,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75847,3938,0,20332,1.616,0.75,0.866,0,2.026745,534,2.650465,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
護摩,ファントム+楽団,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75811,4986,0,30690,1.766,0.75,0.866,0,1.8503,267,2.167367,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム+金メッキ,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75811,4986,0,30690,1.766,0.75,0.866,0,1.8503,267,2.167367,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,しめ縄+楽団,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75758,4531,0,23442,1.616,0.75,0.866,0,1.8503,454,2.520316,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,しめ縄+金メッキ,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75758,4531,0,23442,1.616,0.75,0.866,0,1.8503,454,2.520316,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),ファントム4,HP%+炎バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),75666,3919,0,27579,1.666,1.05,0.466,0,2.607424,187,1.990968,0.575,0.90:1.79,,(),(),(),(),(),0.05:0.91,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),75639,3582,0,20332,2.016,1.05,0.466,0.5,2.520768,187,1.990968,0.575,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),75639,3582,0,20332,2.016,1.05,0.466,0.5,2.520768,187,1.990968,0.575,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩,ファントム4,HP%+HP%+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),75627,4583,0,37937,1.7,1.15,0.4,0,2.97288,0,1.5,0.565,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,しめ縄+ファントム,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75592,4531,0,23442,1.766,0.75,0.866,0,1.8503,374,2.378429,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム4,HP%+元素熟知+元素熟知,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+夜蘭(終焉、9秒平均),75592,4276,0,34578,1.09,0.94,0,0,2.416245,474,2.553895,0.565,0.84:1.68,,(),(),(),(),(),0.43:0.14,0,0,1
護摩,楽団+金メッキ,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75548,4986,0,30690,1.616,0.75,0.866,0,2.1924,160,1.92735,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,しめ縄+長き夜の誓い,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75523,4531,0,23442,1.616,0.75,0.866,0.25,2.334978,187,1.990968,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,ファントム4,HP%+炎バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),75523,5121,0,34578,1.556,0.94,0.466,0,2.97288,100,1.777778,0.45,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+トーマ+フリーナ(フル),75512,3543,0,23442,1.8,0.75,0.4,0.5,2.334978,374,2.378429,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),ファントム4,元素熟知+炎バフ+会心ダメージ,シトラリ(灰燼4)+フリーナ(フル)+ベネット(西風、旧貴族),75452,3466,0,20332,1.766,0.75,0.866,0,3.104,187,1.990968,0.525,1.00:2.10,,(),(),(),(),(),0.20:0.60,0,0,1
赤砂の杖(スキル命中0),ファントム+楽団,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75452,3896,0,20332,1.766,0.75,0.866,0,2.026745,454,2.520316,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
赤砂の杖(スキル命中0),ファントム+金メッキ,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75452,3896,0,20332,1.766,0.75,0.866,0,2.026745,454,2.520316,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
護摩,楽団+金メッキ,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75383,4402,0,23442,1.15,0.75,0.4,0,2.1924,534,2.650465,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),75309,4127,0,30690,2.05,1.15,0.4,0.5,2.1924,187,1.990968,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),75307,4153,0,20332,1.556,0.19,0.866,0.5,2.026745,474,2.553895,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
赤砂の杖(スキル命中0),ファントム4,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75302,3757,0,20332,1.366,0.75,0.466,0,3.104,187,1.990968,0.565,1.00:2.10,,(),(),(),(),(),0.20:0.60,0,0,1
護摩,しめ縄4,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),75282,5258,0,30690,1.556,0.19,0.866,0.5,1.8503,287,2.208852,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),ファントム4,元素熟知+元素熟知+元素熟知,シトラリ(灰燼4)+フリーナ(フル)+ベネット(西風、旧貴族),75259,3660,0,20332,1.3,0.75,0.4,0,2.607424,561,2.691994,0.525,0.90:1.79,,(),(),(),(),(),0.05:0.91,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心率,シトラリ(灰燼4)+フリーナ(フル)+ベネット(西風、旧貴族),75212,4793,0,30690,1.65,0.75,0.4,0.5,2.334978,187,1.990968,0.525,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,しめ縄4,HP%+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+マーヴィカ(灰燼以外、戦意200時)+夜蘭(終焉、9秒平均),75160,4270,0,30690,1.49,0.59,0.4,0.5,2.334978,287,2.208852,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,しめ縄4,元素熟知+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),75139,3543,0,23442,2.516,1.15,0.866,0.5,1.8503,374,2.378429,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),しめ縄+楽団,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75128,4013,0,20332,1.15,0.75,0.4,0,2.520768,454,2.520316,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+楽団,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75128,4013,0,20332,1.15,0.75,0.4,0,2.520768,454,2.520316,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),しめ縄+金メッキ,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75128,4013,0,20332,1.15,0.75,0.4,0,2.520768,454,2.520316,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+金メッキ,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75128,4013,0,20332,1.15,0.75,0.4,0,2.520768,454,2.520316,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),75106,2997,0,20332,2.05,1.15,0.4,0.5,2.520768,374,2.378429,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),75106,2997,0,20332,2.05,1.15,0.4,0.5,2.520768,374,2.378429,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75059,3971,0,20332,1.3,0.75,0.4,0,2.520768,374,2.378429,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75059,3971,0,20332,1.3,0.75,0.4,0,2.520768,374,2.378429,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩,しめ縄4,HP%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),75037,4793,0,30690,1.55,1.05,0,0.5,1.8503,374,2.378429,0.575,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,楽団+金メッキ,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),75017,4545,0,23442,1.056,0.19,0.866,0,2.334978,447,2.508392,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,しめ縄4,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+マーヴィカ(灰燼以外、戦意200時)+夜蘭(終焉、9秒平均),75012,3686,0,23442,1.49,0.59,0.4,0.5,2.334978,474,2.553895,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩,楽団+長き夜の誓い,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75004,4402,0,23442,1.616,0.75,0.866,0.25,2.1924,267,2.167367,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,金メッキ+長き夜の誓い,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),75004,4402,0,23442,1.616,0.75,0.866,0.25,2.1924,267,2.167367,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),75001,3563,0,20332,1.2,1.05,0,0,2.884,374,2.378429,0.575,1.00:1.88,,(),(),(),(),(),0.00:1.00,0,0,1
護摩,ファントム4,HP%+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),74989,3998,0,30690,1.3,1.15,0,0,2.988018,187,1.990968,0.565,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
護摩,楽団+金メッキ,HP%+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+ベネット(西風、旧貴族),74985,4986,0,30690,1.15,0.75,0.4,0,2.1924,347,2.327609,0.565,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩,ファントム+楽団,元素熟知+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+フリーナ(フル)+マーヴィカ(灰燼以外、戦意200時),74983,3414,0,23442,2.166,1.15,0.866,0,2.334978,267,2.167367,0.565,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
